Ground Roll Distance, Horizontal Forces
1124.919493, -6661.423720
1151.977200, -6639.963431
1339.892803, -6493.619066
1377.089768, -6465.204933
1414.159458, -6437.068454
1451.102482, -6409.206598
1487.919444, -6381.616375
1490.435235, -6379.737485
1492.398265, -6378.271987
1494.063853, -6377.028936
1494.974062, -6376.349786
1495.591051, -6375.889483
1495.818118, -6375.720092
1495.854322, -7539.015262
1495.887504, -7539.465469
1496.219311, -7543.968414
1499.536760, -7589.084751
1532.648238, -8049.052834
1680.024277, -10328.939401
1825.870739, -13024.254563
1963.574289, -16068.361278
2030.954670, -17770.999374
2058.890539, -18522.722292
2085.870365, -19274.539382
2201.473657, -22841.071526
2313.059365, -26909.372693
2416.055226, -31347.388281
2510.327188, -36131.901919
2596.036935, -41236.356400
2673.437116, -46624.742735
2742.851981, -52252.159951
2804.660520, -58066.024417
2859.276457, -64007.382692
2884.335547, -67045.546985
2887.872003, -67490.966662
2891.682652, -67958.672681
2928.132502, -72701.971594
2940.515841, -74436.932899
2948.108884, -75535.707301
2950.919863, -75948.016449
2953.871984, -76380.440546
2981.884029, -80719.437978
2994.079626, -82759.976103
3001.542738, -84061.589800
3009.242267, -85451.117818
3011.401480, -85849.929768
3013.280885, -86181.301023
3014.967867, -86478.994713
3030.911589, -89412.367242
3055.246588, -94428.196708
3062.737508, -96160.594969
3067.514477, -97332.886995
3071.630437, -98396.739916
3073.102228, -98791.692821
3073.734078, -98963.915116
3075.806927, -99602.537432
3077.571959, -100167.580095
3088.972959, -104692.292691
3090.677469, -105719.238092
3091.382162, -106254.757333
3091.867370, -106714.340199
3092.193162, -107124.895667
3092.385295, -107492.183342
3092.465154, -107819.625335
3092.469881, -107894.215946
3092.470237, -107913.742932
3092.470276, -107922.684054
