Ground Roll Distance, Horizontal Forces
   0.000000, -152.093699
   0.000000, -137.248629
   0.000000,  -35.565827
   0.000000,  -15.729119
   0.000000,    3.944963
   0.000000,   23.458091
   0.000000,   42.811909
   0.000000,   44.131032
   0.000000,   45.160024
   0.000000,   46.032894
   0.000000,   46.509821
   0.000000,   46.833075
   0.000000,   46.952034
   0.000000, 1210.293677
   0.000000, 1210.790411
   0.000000, 1215.758700
   0.000000, 1265.536186
   0.000000, 1772.893619
   0.000000, 4284.169024
   0.000000, 7245.682323
   0.000000, 10581.147201
   0.000000, 12442.566374
   0.000000, 13264.490950
   0.000000, 14088.309279
   0.000000, 17988.718897
   0.000000, 22422.749415
   0.000000, 27241.935868
   0.000000, 32417.189742
   0.000000, 37915.986677
   0.000000, 43695.875021
   0.000000, 49705.243875
   0.000000, 55884.752567
   0.000000, 62168.821570
   0.000000, 65369.800843
   0.000000, 65838.443407
   0.000000, 66331.231075
   0.000000, 71316.738775
   0.000000, 73134.532879
   0.000000, 74284.090406
   0.000000, 74716.758402
   0.000000, 75175.439791
   0.000000, 79767.242863
   0.000000, 81919.586260
   0.000000, 83289.981118
   0.000000, 84750.645782
   0.000000, 85169.422702
   0.000000, 85518.170935
   0.000000, 85831.457532
   0.000000, 88911.556665
   0.000000, 94143.978938
   0.000000, 95938.582821
   0.000000, 97148.374941
   0.000000, 98242.569282
   0.000000, 98647.795760
   0.000000, 98824.318043
   0.000000, 99476.520803
   0.000000, 100052.390504
   0.000000, 104611.452916
   0.000000, 105627.731195
   0.000000, 106153.555086
   0.000000, 106602.071381
   0.000000, 107000.229704
   0.000000, 107354.079778
   0.000000, 107667.357696
   0.000000, 107738.397745
   0.000000, 107756.973958
   0.000000, 107765.476734
