Ground Distance, Horizontal Forces
   0.000000,    0.000000
   0.000002,    0.000013
   0.000023,    0.000149
   0.000183,    0.001198
   0.001011,    0.006608
   0.003700,    0.024189
   0.008761,    0.057263
   0.015998,    0.104549
   0.025419,    0.166080
   0.037040,    0.241950
   0.050895,    0.332384
   0.066951,    0.437142
   0.085304,    0.556851
   0.105970,    0.691602
   0.128750,    0.840085
   0.153869,    1.003759
   0.181342,    1.182717
   0.211290,    1.377728
   0.243898,    1.589983
   0.278852,    1.817432
   0.316149,    2.060041
   0.356137,    2.320071
   0.398760,    2.597133
   0.443774,    2.889635
   0.492422,    3.205639
   0.543143,    3.534989
   0.597265,    3.886299
   0.654352,    4.256714
   0.714082,    4.644143
   0.776543,    5.049133
   0.842297,    5.475318
   0.911416,    5.923142
   0.984386,    6.395742
   1.060289,    6.887152
   1.139565,    7.400195
   1.221261,    7.928700
   1.307224,    8.484591
   1.396237,    9.059982
   1.488385,    9.655402
   1.585359,   10.281757
   1.686122,   10.932322
   1.792306,   11.617606
   1.900324,   12.314442
   2.013106,   13.041708
   2.129152,   13.789711
   2.250114,   14.569077
   2.374492,   15.370111
   2.503020,   16.197523
   2.635952,   17.052918
   2.773955,   17.940566
   2.919996,   18.879494
   3.067138,   19.825083
   3.218074,   20.794626
   3.372579,   21.786657
   3.533452,   22.819106
   3.540050,   22.861443
   3.545091,   22.893790
   3.549994,   22.925243
   3.553863,   22.950069
   3.556919,   22.969675
   3.559171,   22.984125
   3.561371,   22.998238
   3.561921,   23.001767
   3.562584,   23.006021
   3.563189,   23.009906
   3.566964,   23.034122
   3.582603,   23.134458
   3.637479,   23.486489
   3.806087,   24.567790
   3.980010,   25.682660
   4.158843,   26.828472
   4.343742,   28.012604
   4.535264,   29.238566
   4.729901,   30.483885
   4.931713,   31.774485
   5.136227,   33.081739
   5.347789,   34.433397
   5.566457,   35.829766
   5.790795,   37.261634
   6.019435,   38.720243
   6.253940,   40.215518
   6.492759,   41.737540
   6.742666,   43.329421
   6.998098,   44.955660
   7.260145,   46.623154
   7.527045,   48.320640
   7.801296,   50.063962
   8.081058,   51.841384
   8.368506,   53.666670
   8.662248,   55.530922
   8.962572,   57.435926
   9.269625,   59.382557
   9.584867,   61.380013
   9.905596,   63.411123
  10.236851,   65.507724
  10.573061,   67.634501
  10.920852,   69.833299
  11.272129,   72.052871
  11.628693,   74.304574
  11.991039,   76.591490
  12.364108,   78.944738
  12.747238,   81.360044
  13.137616,   83.819605
  13.532466,   86.305885
  13.934580,   88.836424
  14.346219,   91.425369
  14.429647,   91.949892
  14.436304,   91.991742
  14.438688,   92.006731
  14.439273,   92.010407
  14.439865,   92.014127
  14.443730,   92.038428
  14.463500,   92.162715
  14.549906,   92.705867
  14.792568,   94.230895
  15.192965,   96.746083
  15.630580,   99.493459
  16.075964,  102.287906
  16.528271,  105.124063
  16.989606,  108.015044
  17.457092,  110.942774
  17.935521,  113.937177
  18.421106,  116.974476
  18.915714,  120.066275
  19.421830,  123.228008
  19.929262,  126.395957
  20.452750,  129.662071
  20.983255,  132.969839
  21.526582,  136.355358
  22.071478,  139.748454
  22.627211,  143.206795
  23.195839,  146.743060
  23.771100,  150.318220
  24.355734,  153.949233
  24.950811,  157.642651
  25.560364,  161.423376
  26.177985,  165.251544
  26.808747,  169.158510
  27.444345,  173.092737
  28.093096,  177.105623
  28.750281,  181.167877
  29.424160,  185.330420
  30.103544,  189.524025
  30.790546,  193.761685
  31.495672,  198.108069
  32.205570,  202.480758
  32.925766,  206.913725
  32.934811,  206.969383
  32.938755,  206.993646
  32.941465,  207.010325
  32.942852,  207.018854
  32.944409,  207.028438
  32.955386,  207.095975
  33.008381,  207.422035
  33.230911,  208.791008
  33.808969,  212.345747
  34.557294,  216.944551
  35.312178,  221.580300
  36.079073,  226.286388
  36.857617,  231.060457
  37.646297,  235.893129
  38.444125,  240.778249
  39.259025,  245.764196
  40.079206,  250.778707
  40.913842,  255.877778
  41.761537,  261.052730
  42.621018,  266.295647
  43.493147,  271.611665
  44.373166,  276.971676
  45.264492,  282.396393
  46.172773,  287.920031
  47.093743,  293.516480
  48.022998,  299.158867
  48.962786,  304.860753
  49.924807,  310.692927
  50.893361,  316.560050
  51.881387,  322.540347
  52.873022,  328.537683
  53.873951,  334.586390
  54.888810,  340.714355
  55.926695,  346.976278
  56.961173,  353.212583
  58.015835,  359.565399
  59.092027,  366.042576
  59.309060,  367.348169
  59.338068,  367.522655
  59.363632,  367.676418
  59.390216,  367.836318
  59.413482,  367.976256
  59.420324,  368.017404
  59.422390,  368.029831
  59.423743,  368.037973
  59.425007,  368.045573
  59.435608,  368.109330
  59.514658,  368.584767
  59.819269,  370.416542
  60.680141,  375.591083
  61.781486,  382.206141
  62.886022,  388.834862
  64.016537,  395.613832
  65.160685,  402.468771
  66.315485,  409.381687
  67.486797,  416.387491
  68.666877,  423.439726
  69.859155,  430.558774
  71.065945,  437.758305
  72.284154,  445.019709
  73.521314,  452.387702
  74.768334,  459.807975
  76.024748,  467.277642
  77.306204,  474.889529
  78.594676,  482.536358
  79.898536,  490.267696
  81.215621,  498.070538
  82.544597,  505.936842
  83.893578,  513.914433
  85.263472,  522.008412
  86.640798,  530.138957
  88.029807,  538.331059
  89.436269,  546.618574
  90.861532,  555.009208
  92.302882,  563.486757
  93.749710,  571.988708
  94.041666,  573.703376
  94.227304,  574.793469
  94.253223,  574.945661
  94.261137,  574.992126
  94.267009,  575.026607
  94.270336,  575.046140
  94.271695,  575.054121
  94.272992,  575.061739
  94.285638,  575.135992
  94.364283,  575.597747
  94.804703,  578.183222
  96.063991,  585.571889
  97.556908,  594.323776
  99.056377,  603.105878
 100.579472,  612.017999
