Speed (CAS), Climb Angle
 137.888741,    1.720709
 139.662094,    1.755536
 141.435446,    1.775933
 143.208798,    1.792851
 144.982151,    1.802508
 146.755503,    1.807078
 148.528855,    1.813468
 150.302208,    1.810032
 152.075560,    1.806770
 153.848913,    1.803771
 155.622265,    1.793806
 157.395617,    1.784399
 159.168970,    1.775261
 160.942322,    1.761127
 162.715674,    1.746701
 164.489027,    1.732831
 166.262379,    1.718704
 168.035731,    1.698353
 169.809084,    1.679294
 171.582436,    1.660728
 173.355789,    1.642276
 175.129141,    1.618195
 176.902493,    1.594458
 178.675846,    1.571134
 180.449198,    1.547858
 182.222550,    1.523679
 183.995903,    1.493207
 185.769255,    1.463033
 187.542608,    1.432828
 189.315960,    1.402591
 191.089312,    1.372794
 192.862665,    1.339574
 194.636017,    1.303247
 196.409369,    1.266826
 198.182722,    1.230589
 199.956074,    1.194448
 201.729426,    1.158213
 203.502779,    1.121885
 205.276131,    1.079943
 207.049484,    1.037575
 208.822836,    0.995060
 210.596188,    0.952398
 212.369541,    0.909589
 214.142893,    0.866631
 215.916245,    0.823527
 217.689598,    0.780276
 219.462950,    0.729152
 221.236302,    0.677218
 223.009655,    0.625068
 224.783007,    0.572704
 226.556360,    0.520115
 228.329712,    0.467300
 230.103064,    0.414269
 231.876417,    0.361024
 233.649769,    0.307556
 235.423121,    0.253863
 237.196474,    0.193156
 238.969826,    0.131717
 240.743178,    0.070003
 242.516531,    0.008011
 244.289883,   -0.054253
 246.063236,   -0.116787
 247.836588,   -0.179596
 249.609940,   -0.242681
 251.383293,   -0.306037
 253.156645,   -0.369665
 254.929997,   -0.433565
 256.703350,   -0.497740
 258.476702,   -0.562186
 260.250055,   -0.633518
 262.023407,   -0.705318
 263.796759,   -0.777438
 265.570112,   -0.849876
 267.343464,   -0.922634
 269.116816,   -0.995711
 270.890169,   -1.069104
 272.663521,   -1.142817
 274.436873,   -1.216850
 276.210226,   -1.291201
 277.983578,   -1.365866
 279.756931,   -1.440851
 281.530283,   -1.516157
 283.303635,   -1.591782
 285.076988,   -1.667717
 286.850340,   -1.743973
 288.623692,   -1.820551
 290.397045,   -1.898833
 292.170397,   -1.982234
 293.943749,   -2.065996
 295.717102,   -2.150118
 297.490454,   -2.234601
 299.263807,   -2.319426
 301.037159,   -2.404612
 302.810511,   -2.490160
 304.583864,   -2.576070
 306.357216,   -2.662318
 308.130568,   -2.748929
 309.903921,   -2.835902
 311.677273,   -2.923239
 313.450625,   -3.010912
