Time, Rate of Climb
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  18.000000,    0.000000
  18.461566,    0.000000
  19.461566,    0.000000
  20.089012,    0.000000
  20.688845,    0.574722
  21.188845,    1.552742
  22.188845,    4.072239
  23.188845,    7.045605
  23.421772,    7.775303
  24.406463,   10.923396
  25.406463,   12.961641
  26.406463,   13.668226
  27.406463,   13.906808
  28.406463,   14.000116
  29.406463,   14.048059
  30.406463,   14.082142
  31.406463,   14.116545
  32.406463,   14.147351
  33.406463,   14.177485
  34.406463,   14.207250
  35.406463,   14.236807
  35.421772,   14.237311
  36.022823,   14.248189
  37.022823,   14.241772
  38.022823,   14.223779
  39.022823,   14.204038
  40.022823,   14.183776
  41.022823,   14.163045
  42.022823,   14.142568
  43.022823,   14.122184
  44.022823,   14.101943
  44.423899,   14.094560
  45.423899,   13.631246
  46.423899,   12.732147
  47.423899,   11.717135
  48.423899,   10.671777
  49.423899,   10.077990
  50.423899,    9.896371
  51.423899,    9.833028
  52.423899,    9.806399
  53.423899,    9.790951
  54.423899,    9.778350
  55.423899,    9.765671
  56.423899,    9.754344
  57.423899,    9.743737
  58.423899,    9.732320
  59.423899,    9.719412
  60.423899,    9.709073
  61.423899,    9.698532
  62.423899,    9.686613
  63.423899,    9.673965
  64.423899,    9.664195
  65.423899,    9.653122
  66.423899,    9.641047
  67.423899,    9.629409
  68.423899,    9.619512
  69.423899,    9.608171
  70.423899,    9.595600
  71.423899,    9.584972
  72.423899,    9.574782
  73.423899,    9.563152
  74.423899,    9.550561
  75.423899,    9.540950
  76.423899,    9.529934
  77.423899,    9.517943
  78.423899,    9.506085
  79.423899,    9.496099
  80.423899,    9.484925
  81.423899,    9.472453
  82.423899,    9.461623
  83.423899,    9.451396
  84.423899,    9.439914
  85.423899,    9.427144
  86.423899,    9.417346
  87.423899,    9.406771
  88.423899,    9.394911
  89.423899,    9.382911
  90.423899,    9.373029
  91.423899,    9.362187
  92.423899,    9.350101
  93.423899,    9.339169
  94.423899,    9.328944
  95.423899,    9.317731
  96.423899,    9.304618
  97.423899,    9.294587
  98.423899,    9.283658
  99.423899,    9.271336
 100.423899,    9.259244
 101.423899,    9.249110
 102.423899,    9.237659
 103.423899,    9.225014
 104.423899,    9.213958
 105.423899,    9.203529
 106.423899,    9.191675
 107.423899,    9.178906
 108.423899,    9.165485
 109.423899,    9.143878
 110.423899,    9.116235
 111.423899,    9.090994
 112.423899,    9.065105
 113.423899,    9.038433
 114.423899,    9.010968
 115.423899,    8.985450
 116.423899,    8.960084
 117.423899,    8.933901
 118.423899,    8.906796
 119.423899,    8.881272
 120.423899,    8.856256
 121.423899,    8.830459
 122.423899,    8.803726
 123.423899,    8.778471
 124.423899,    8.753871
 125.423899,    8.728181
 125.892774,    8.716216
