Time, Vertical Forces
   0.000100, 171960.608028
   0.000554, 171960.608028
   0.003018, 171960.608028
   0.007538, 171960.608028
   0.021082, 171960.608028
   0.042512, 171960.608028
   0.069054, 171960.608028
   0.095517, 171960.608028
   0.122054, 171960.608028
   0.148673, 171960.608028
   0.175360, 171960.608028
   0.201970, 171960.608028
   0.228868, 171960.608028
   0.255859, 171960.608028
   0.282884, 171960.608028
   0.310132, 171960.608028
   0.337289, 171960.608028
   0.364707, 171960.608028
   0.392245, 171960.608028
   0.419836, 171960.608028
   0.447531, 171960.608028
   0.475195, 171960.608028
   0.503448, 171960.608028
   0.531751, 171960.608028
   0.560302, 171960.608028
   0.589362, 171960.608028
   0.618421, 171960.608028
   0.648095, 171960.608028
   0.677862, 171960.608028
   0.707684, 171960.608028
   0.737255, 171960.608028
   0.767490, 171960.608028
   0.797609, 171960.608028
   0.828093, 171960.608028
   0.858654, 171960.608028
   0.890290, 171960.608028
   0.921967, 171960.608028
   0.953497, 171960.608028
   0.960128, 171960.608028
   0.977396, 171960.608028
   0.984393, 171960.608028
   0.984713, 171960.608028
   0.984925, 171960.608028
   0.985045, 171960.608028
   0.985620, 171960.608028
   0.986192, 171960.608028
   0.988688, 171960.608028
   0.998841, 171960.608028
   1.023580, 171960.608028
   1.055062, 171960.608028
   1.087241, 171960.608028
   1.120369, 171960.608028
   1.153730, 171960.608028
   1.186755, 171960.608028
   1.221255, 171960.608028
   1.255160, 171960.608028
   1.289284, 171960.608028
   1.323543, 171960.608028
   1.358776, 171960.608028
   1.393342, 171960.608028
   1.428742, 171960.608028
   1.464231, 171960.608028
   1.499664, 171960.608028
   1.535522, 171960.608028
   1.571744, 171960.608028
   1.608689, 171960.608028
   1.645411, 171960.608028
   1.682864, 171960.608028
   1.720341, 171960.608028
   1.758341, 171960.608028
   1.796006, 171960.608028
   1.834346, 171960.608028
   1.872995, 171960.608028
   1.911325, 171960.608028
   1.950337, 171960.608028
   1.958154, 171960.608028
   1.978677, 171960.608028
   1.980170, 171960.608028
   1.980539, 171960.608028
   1.980943, 171960.608028
   1.981120, 171960.608028
   1.981143, 171960.608028
   1.981167, 171960.608028
   1.981353, 171960.608028
   1.982297, 171960.608028
   1.986311, 171960.608028
   1.998544, 171960.608028
   2.025233, 171960.608028
   2.065647, 171960.608028
   2.105573, 171960.608028
   2.146093, 171960.608028
   2.186411, 171960.608028
   2.227034, 171960.608028
   2.268041, 171960.608028
   2.309293, 171960.608028
   2.351040, 171960.608028
   2.392754, 171960.608028
   2.434470, 171960.608028
   2.476450, 171960.608028
   2.519391, 171960.608028
   2.562267, 171960.608028
   2.605246, 171960.608028
   2.647976, 171960.608028
   2.691328, 171960.608028
   2.734733, 171960.608028
   2.778804, 171960.608028
   2.823283, 171960.608028
   2.867657, 171960.608028
   2.912307, 171960.608028
   2.957416, 171960.608028
   2.966466, 171960.608028
   2.973320, 171960.608028
   2.977156, 171960.608028
   2.979651, 171960.608028
   2.987517, 171960.608028
   2.988419, 171960.608028
   2.988762, 171960.608028
   2.988847, 171960.608028
   2.988878, 171960.608028
   2.988965, 171960.608028
   2.989535, 171960.608028
   2.992327, 171960.608028
   3.001564, 171960.608028
   3.025020, 171960.608028
   3.069644, 171960.608028
   3.115732, 171960.608028
   3.161692, 171960.608028
   3.208256, 171960.608028
   3.254502, 171960.608028
   3.301349, 171960.608028
   3.348285, 171960.608028
   3.395934, 171960.608028
   3.443407, 171960.608028
   3.491272, 171960.608028
   3.539419, 171960.608028
   3.587848, 171960.608028
   3.636176, 171960.608028
   3.684784, 171960.608028
   3.733383, 171960.608028
   3.782287, 171960.608028
   3.831904, 171960.608028
   3.881615, 171960.608028
   3.931100, 171960.608028
   3.981339, 171960.608028
   3.991390, 171960.608028
   3.996588, 171960.608028
   3.999762, 171960.608028
   4.002362, 171960.608028
   4.004253, 171960.608028
   4.005644, 171960.608028
   4.006823, 171960.608028
   4.007991, 171960.608028
   4.008356, 171960.608028
   4.008799, 171960.608028
   4.008864, 171960.608028
   4.008954, 171960.608028
   4.009581, 171960.608028
   4.012442, 171960.608028
   4.026669, 171960.608028
   4.063175, 171960.608028
   4.113951, 171960.608028
   4.164750, 171960.608028
   4.215809, 171960.608028
   4.267222, 171960.608028
   4.318871, 171960.608028
   4.370978, 171960.608028
   4.422759, 171960.608028
   4.475177, 171960.608028
   4.527684, 171960.608028
   4.580381, 171960.608028
   4.632903, 171960.608028
   4.686410, 171960.608028
   4.740134, 171960.608028
   4.793171, 171960.608028
   4.846558, 171960.608028
   4.900016, 171960.608028
   4.954169, 171960.608028
   5.008015, 171960.608028
   5.018912, 171960.608028
   5.028734, 171960.608028
   5.034483, 171960.608028
   5.040325, 171960.608028
   5.041298, 171960.608028
   5.041612, 171960.608028
   5.041773, 171960.608028
   5.041963, 171960.608028
   5.042137, 171960.608028
   5.043248, 171960.608028
   5.049971, 171960.608028
   5.070010, 171960.608028
   5.122809, 171960.608028
   5.177568, 171960.608028
   5.232724, 171960.608028
   5.288456, 171960.608028
   5.343867, 171960.608028
   5.399418, 171960.608028
   5.455138, 171960.608028
   5.511407, 171960.608028
   5.567741, 171960.608028
   5.624109, 171960.608028
   5.681233, 171960.608028
   5.737802, 171960.608028
   5.795403, 171960.608028
   5.852711, 171960.608028
   5.910509, 171960.608028
   5.968191, 171960.608028
   6.026155, 171960.608028
   6.084614, 171960.608028
   6.086937, 171960.608028
   6.087567, 171960.608028
   6.088284, 171960.608028
   6.088387, 171960.608028
   6.088498, 171960.608028
   6.089491, 171960.608028
   6.094379, 171960.608028
   6.111283, 171960.608028
   6.165620, 171960.608028
   6.224725, 171960.608028
   6.283458, 171960.608028
   6.342763, 171960.608028
   6.401862, 171960.608028
   6.460771, 171960.608028
   6.520586, 171960.608028
   6.580078, 171960.608028
   6.640065, 171960.608028
   6.700258, 171960.608028
   6.760340, 171960.608028
   6.820786, 171960.608028
   6.881349, 171960.608028
   6.942207, 171960.608028
   7.003241, 171960.608028
   7.064434, 171960.608028
   7.125656, 171960.608028
   7.137933, 171960.608028
   7.145476, 171960.608028
   7.147163, 171960.608028
   7.149044, 171960.608028
   7.149417, 171960.608028
   7.149814, 171960.608028
   7.152690, 171960.608028
   7.167340, 171960.608028
   7.207850, 171960.608028
   7.269758, 171960.608028
   7.332078, 171960.608028
   7.394577, 171960.608028
   7.457025, 171960.608028
   7.519421, 171960.608028
   7.581795, 171960.608028
   7.644651, 171960.608028
   7.707712, 171960.608028
   7.771054, 171960.608028
   7.834285, 171960.608028
   7.897865, 171960.608028
   7.961815, 171960.608028
   8.025736, 171960.608028
   8.090095, 171960.608028
   8.154274, 171960.608028
   8.218449, 171960.608028
   8.221034, 171960.608028
   8.223283, 171960.608028
   8.225461, 171960.608028
   8.225595, 171960.608028
   8.225688, 171960.608028
   8.225771, 171960.608028
   8.226609, 171960.608028
   8.231223, 171960.608028
   8.249443, 171960.608028
   8.296759, 171960.608028
   8.362133, 171960.608028
   8.426972, 171960.608028
   8.492214, 171960.608028
   8.557823, 171960.608028
   8.623296, 171960.608028
   8.688981, 171960.608028
   8.754549, 171960.608028
   8.820621, 171960.608028
   8.886517, 171960.608028
   8.952814, 171960.608028
   9.019483, 171960.608028
   9.086192, 171960.608028
   9.152962, 171960.608028
   9.220175, 171960.608028
   9.287017, 171960.608028
   9.300491, 171960.608028
   9.309367, 171960.608028
   9.315422, 171960.608028
   9.316382, 171960.608028
   9.317457, 171960.608028
   9.317691, 171960.608028
   9.317859, 171960.608028
   9.317958, 171960.608028
   9.318021, 171960.608028
   9.318088, 171960.608028
   9.318757, 171960.608028
   9.323244, 171960.608028
   9.339905, 171960.608028
   9.407718, 171960.608028
   9.475280, 171960.608028
   9.543100, 171960.608028
   9.611250, 171960.608028
   9.679625, 171960.608028
   9.748295, 171960.608028
   9.816717, 171960.608028
   9.885134, 171960.608028
   9.953987, 171960.608028
  10.023218, 171960.608028
  10.092874, 171960.608028
  10.162015, 171960.608028
  10.231376, 171960.608028
  10.300566, 171960.608028
  10.370370, 171960.608028
  10.384358, 171960.608028
  10.423135, 171960.608028
  10.425912, 171960.608028
  10.426315, 171960.608028
  10.426929, 171960.608028
  10.427106, 171960.608028
  10.427237, 171960.608028
  10.427320, 171960.608028
  10.427354, 171960.608028
  10.427387, 171960.608028
  10.427720, 171960.608028
  10.430022, 171960.608028
  10.441993, 171960.608028
  10.480818, 171960.608028
  10.549330, 171960.608028
  10.620106, 171960.608028
  10.690782, 171960.608028
  10.761982, 171960.608028
  10.832926, 171960.608028
  10.904302, 171960.608028
  10.975478, 171960.608028
  11.047106, 171960.608028
  11.118899, 171960.608028
  11.190710, 171960.608028
  11.262271, 171960.608028
  11.333938, 171960.608028
  11.406083, 171960.608028
  11.478611, 171960.608028
  11.551022, 171960.608028
  11.553931, 171960.608028
  11.554523, 171960.608028
  11.554585, 171960.608028
  11.554632, 171960.608028
  11.554674, 171960.608028
  11.555098, 171960.608028
  11.557997, 171960.608028
  11.573312, 171960.608028
  11.635664, 171960.608028
  11.708684, 171960.608028
  11.782045, 171960.608028
  11.855960, 171960.608028
  11.929876, 171960.608028
  12.003649, 171960.608028
  12.077576, 171960.608028
  12.151790, 171960.608028
  12.226253, 171960.608028
  12.300532, 171960.608028
  12.375056, 171960.608028
  12.449735, 171960.608028
  12.524239, 171960.608028
  12.598883, 171960.608028
  12.673906, 171960.608028
  12.688990, 171960.608028
  12.698343, 171960.608028
  12.699552, 171960.608028
  12.699853, 171960.608028
  12.700324, 171960.608028
  12.700523, 171960.608028
  12.700589, 171960.608028
  12.700620, 171960.608028
  12.700650, 171960.608028
  12.700943, 171960.608028
  12.702977, 171960.608028
  12.712910, 171960.608028
  12.751398, 171960.608028
  12.829072, 171960.608028
  12.905209, 171960.608028
  12.980926, 171960.608028
  13.057294, 171960.608028
  13.133739, 171960.608028
  13.210138, 171960.608028
  13.286710, 171960.608028
  13.363664, 171960.608028
  13.440449, 171960.608028
  13.517409, 171960.608028
  13.594806, 171960.608028
  13.671975, 171960.608028
  13.749455, 171960.608028
  13.827152, 171960.608028
  13.842686, 171960.608028
  13.853246, 171960.608028
  13.860044, 171960.608028
  13.865442, 171960.608028
  13.865743, 171960.608028
  13.866192, 171960.608028
  13.866252, 171960.608028
  13.866422, 171960.608028
  13.866577, 171960.608028
  13.867800, 171960.608028
  13.874428, 171960.608028
  13.900706, 171960.608028
  13.967933, 171960.608028
  14.045901, 171960.608028
  14.124469, 171960.608028
  14.202951, 171960.608028
  14.281815, 171960.608028
  14.360757, 171960.608028
  14.439806, 171960.608028
  14.518922, 171960.608028
  14.598429, 171960.608028
  14.678044, 171960.608028
  14.757665, 171960.608028
  14.837557, 171960.608028
  14.917300, 171960.608028
  14.997385, 171960.608028
  15.013437, 171960.608028
  15.024791, 171960.608028
  15.033833, 171960.608028
  15.040230, 171960.608028
  15.045403, 171960.608028
  15.050506, 171960.608028
  15.051402, 171960.608028
  15.051911, 171960.608028
  15.052183, 171960.608028
  15.052406, 171960.608028
  15.052490, 171960.608028
  15.052587, 171960.608028
  15.053466, 171960.608028
  15.059583, 171960.608028
  15.085458, 171960.608028
  15.173317, 171960.608028
  15.253817, 171960.608028
  15.334794, 171960.608028
  15.415641, 171960.608028
  15.496571, 171960.608028
  15.577891, 171960.608028
  15.659059, 171960.608028
  15.740438, 171960.608028
  15.821636, 171960.608028
  15.903375, 171960.608028
  15.984863, 171960.608028
  16.066599, 171960.608028
  16.148513, 171960.608028
  16.230683, 171960.608028
  16.247096, 171960.608028
  16.257978, 171960.608028
  16.259528, 171960.608028
  16.259931, 171960.608028
  16.260211, 171960.608028
  16.260379, 171960.608028
  16.260796, 171960.608028
  16.261175, 171960.608028
  16.263939, 171960.608028
  16.281452, 171960.608028
  16.339962, 171960.608028
  16.422530, 171960.608028
  16.504920, 171960.608028
  16.587377, 171960.608028
  16.669991, 171960.608028
  16.752903, 171960.608028
  16.835861, 171960.608028
  16.918840, 171960.608028
  17.001986, 171960.608028
  17.085210, 171960.608028
  17.168857, 171960.608028
  17.252242, 171960.608028
  17.335862, 171960.608028
  17.419693, 171960.608028
  17.436455, 171960.608028
  17.449070, 171960.608028
  17.457998, 171960.608028
  17.465185, 171960.608028
  17.471104, 171960.608028
  17.476531, 171960.608028
  17.481264, 171960.608028
  17.485503, 171960.608028
  17.489437, 171960.608028
  17.490130, 171960.608028
  17.491038, 171960.608028
  17.491219, 171960.608028
  17.491386, 171960.608028
  17.491540, 171960.608028
  17.493081, 171960.608028
  17.502491, 171960.608028
  17.539037, 171960.608028
  17.624005, 171960.608028
  17.708065, 171960.608028
  17.792247, 171960.608028
  17.876406, 171960.608028
  17.960732, 171960.608028
  18.045389, 171960.608028
  18.130044, 171960.608028
  18.214973, 171960.608028
  18.299903, 171960.608028
  18.385075, 171960.608028
