Time, Speed
   0.000100,    0.000539
   0.000573,    0.003089
   0.003117,    0.016804
   0.009957,    0.053684
   0.024646,    0.132864
   0.053125,    0.286360
   0.083772,    0.451502
   0.114472,    0.616883
   0.145126,    0.781973
   0.175789,    0.947075
   0.206785,    1.113920
   0.237588,    1.279683
   0.268578,    1.446414
   0.299597,    1.613253
   0.330868,    1.781401
   0.362309,    1.950420
   0.393907,    2.120237
   0.425828,    2.291747
   0.457640,    2.462622
   0.490004,    2.636414
   0.522654,    2.811694
   0.554964,    2.985100
   0.587547,    3.159919
   0.620463,    3.336479
   0.653474,    3.513497
   0.687357,    3.695141
   0.721070,    3.875820
   0.754941,    4.057293
   0.788684,    4.238026
   0.823118,    4.422403
   0.857707,    4.607558
   0.892646,    4.794529
   0.927529,    4.981141
   0.963105,    5.171406
   0.998955,    5.363077
   1.034903,    5.555211
   1.071143,    5.748843
   1.107846,    5.944888
   1.144517,    6.140693
   1.181699,    6.339167
   1.219516,    6.540964
   1.227058,    6.581205
   1.245626,    6.680253
   1.253950,    6.724653
   1.254202,    6.725996
   1.254344,    6.726754
   1.254414,    6.727126
   1.254483,    6.727494
   1.254957,    6.730023
   1.256950,    6.740653
   1.262862,    6.772182
   1.279550,    6.861179
   1.317168,    7.061741
   1.355809,    7.267684
   1.394551,    7.474099
   1.433931,    7.683841
   1.473288,    7.893383
   1.513258,    8.106117
   1.553245,    8.318864
   1.593678,    8.533906
   1.635256,    8.754959
   1.676393,    8.973588
   1.717909,    9.194146
   1.759478,    9.414905
   1.801353,    9.637203
   1.843146,    9.858983
   1.885385,   10.083045
   1.928509,   10.311714
   1.971697,   10.540633
   2.015146,   10.770844
   2.058612,   11.001054
   2.102968,   11.235885
   2.146928,   11.468524
   2.191120,   11.702300
   2.236411,   11.941789
   2.282375,   12.184737
   2.327831,   12.424894
   2.373199,   12.664489
   2.419283,   12.907768
   2.465873,   13.153609
   2.512723,   13.400713
   2.522199,   13.450680
   2.522424,   13.451864
   2.522731,   13.453483
   2.522790,   13.453796
   2.523226,   13.456094
   2.523631,   13.458229
   2.525934,   13.470376
   2.534239,   13.514163
   2.554900,   13.623078
   2.598164,   13.851085
   2.645569,   14.100815
   2.693532,   14.353367
   2.741623,   14.606485
   2.790171,   14.861892
   2.838895,   15.118103
   2.887680,   15.374526
   2.937604,   15.636810
   2.987051,   15.896467
   3.037231,   16.159853
   3.087618,   16.424197
   3.137995,   16.688366
   3.189407,   16.957827
   3.240672,   17.226393
   3.292001,   17.495162
   3.343463,   17.764497
   3.394863,   18.033376
   3.447305,   18.307567
   3.499598,   18.580845
   3.552836,   18.858918
   3.605960,   19.136260
   3.659315,   19.414659
   3.712871,   19.693965
   3.766575,   19.973901
   3.777377,   20.030188
   3.784152,   20.065491
   3.803041,   20.163897
   3.804793,   20.173024
   3.806073,   20.179695
   3.806249,   20.180607
   3.806279,   20.180763
   3.806310,   20.180926
   3.806615,   20.182517
   3.808334,   20.191472
   3.814168,   20.221860
   3.831469,   20.311966
   3.877109,   20.549606
   3.931261,   20.831425
   3.986294,   21.117681
   4.041218,   21.403219
   4.096664,   21.691311
   4.152310,   21.980290
   4.208401,   22.271423
   4.264660,   22.563264
   4.321100,   22.855882
   4.378066,   23.151062
   4.435137,   23.446625
   4.492574,   23.743911
   4.550189,   24.041951
   4.607962,   24.340635
   4.665846,   24.639727
   4.724315,   24.941661
   4.783015,   25.244619
   4.841937,   25.548537
   4.900946,   25.852726
   4.960306,   26.158547
   5.020025,   26.466031
   5.079792,   26.773582
   5.091833,   26.835520
   5.099378,   26.874327
   5.105319,   26.904880
   5.105580,   26.906224
   5.105760,   26.907147
   5.105858,   26.907652
   5.105954,   26.908143
   5.106716,   26.912063
   5.110375,   26.930884
   5.124476,   27.003391
   5.163753,   27.205314
   5.226360,   27.527002
   5.286894,   27.837847
   5.347717,   28.149990
   5.408299,   28.460696
   5.469511,   28.774443
   5.530871,   29.088754
   5.592444,   29.403956
   5.654315,   29.720486
   5.716494,   30.038393
   5.779391,   30.359760
   5.841683,   30.677832
   5.904724,   30.999520
   5.968014,   31.322268
   6.031557,   31.646098
   6.094983,   31.969112
   6.159346,   32.296687
   6.223476,   32.622852
   6.288062,   32.951119
   6.352713,   33.279498
   6.417536,   33.608522
   6.420155,   33.621812
   6.422010,   33.631227
   6.422379,   33.633098
   6.422603,   33.634235
   6.422680,   33.634622
   6.422758,   33.635022
   6.423467,   33.638616
   6.427296,   33.658043
   6.440716,   33.726129
   6.480360,   33.927193
   6.543404,   34.246762
   6.608678,   34.577414
   6.674470,   34.910463
   6.740440,   35.244178
   6.806806,   35.579658
   6.873314,   35.915626
   6.939955,   36.252021
   7.006598,   36.588193
   7.073618,   36.926022
   7.140442,   37.262624
   7.208042,   37.602886
   7.275657,   37.942982
   7.343412,   38.283528
   7.411306,   38.624528
   7.479561,   38.967091
   7.548159,   39.311117
   7.616459,   39.653394
   7.685257,   39.997908
   7.754698,   40.345386
   7.757455,   40.359176
   7.757872,   40.361261
   7.758444,   40.364123
   7.758960,   40.366703
   7.762145,   40.382635
   7.775114,   40.447494
   7.813023,   40.637034
   7.882696,   40.985180
   7.952115,   41.331797
   8.022254,   41.681740
   8.092439,   42.031639
   8.162895,   42.382623
   8.233899,   42.736058
   8.304355,   43.086488
   8.374921,   43.437192
   8.446052,   43.790424
   8.517155,   44.143242
   8.588547,   44.497209
   8.659864,   44.850523
   8.731775,   45.206496
   8.803632,   45.561913
   8.875864,   45.918892
   8.947994,   46.275082
   9.020567,   46.633162
   9.093685,   46.993636
   9.108255,   47.065431
   9.110114,   47.074594
   9.111806,   47.082927
   9.112790,   47.087777
   9.112962,   47.088626
   9.113123,   47.089418
   9.114395,   47.095684
   9.120892,   47.127694
   9.147022,   47.256404
   9.220702,   47.619126
   9.293912,   47.979230
   9.367528,   48.341034
   9.441452,   48.704043
   9.515232,   49.066037
   9.589323,   49.429254
   9.663322,   49.791703
   9.737366,   50.154068
   9.811893,   50.518483
   9.886228,   50.881648
   9.960947,   51.246373
  10.036223,   51.613500
  10.111628,   51.980929
  10.187045,   52.348096
  10.262445,   52.714854
  10.338068,   53.082371
  10.413736,   53.449782
  10.428884,   53.523296
  10.477100,   53.757202
  10.480061,   53.771561
  10.482801,   53.784847
  10.485127,   53.796127
  10.487083,   53.805612
  10.488675,   53.813334
  10.488954,   53.814684
  10.489070,   53.815251
  10.489210,   53.815928
  10.490258,   53.821008
  10.495803,   53.847896
  10.517698,   53.954047
  10.585650,   54.283309
  10.662965,   54.657620
  10.739823,   55.029383
  10.816905,   55.401885
  10.893781,   55.773052
  10.971012,   56.145596
  11.048350,   56.518306
  11.125901,   56.891705
  11.204009,   57.267428
  11.281841,   57.641477
  11.360319,   58.018276
  11.438756,   58.394522
  11.517081,   58.769878
  11.595529,   59.145466
  11.674703,   59.524168
  11.753658,   59.901458
  11.832998,   60.280227
  11.848806,   60.355647
  11.858453,   60.401671
  11.866552,   60.440300
  11.873287,   60.472421
  11.878309,   60.496376
  11.884165,   60.524302
  11.885063,   60.528585
  11.886264,   60.534311
  11.887154,   60.538554
  11.887490,   60.540154
  11.887729,   60.541294
  11.887867,   60.541952
  11.887948,   60.542341
  11.888027,   60.542715
  11.888694,   60.545895
  11.892790,   60.565430
  11.909742,   60.646252
  11.963960,   60.904630
  12.043575,   61.283738
  12.123538,   61.664129
  12.203647,   62.044842
  12.283847,   62.425618
  12.363980,   62.805696
  12.444346,   63.186501
  12.524638,   63.566584
  12.605454,   63.948764
  12.686254,   64.330482
  12.767438,   64.713637
  12.848935,   65.097874
  12.930341,   65.481295
  13.012117,   65.866068
  13.093524,   66.248712
  13.175293,   66.632664
  13.257253,   67.017118
  13.273639,   67.093935
  13.284610,   67.145353
  13.292271,   67.181259
  13.299086,   67.213191
  13.304092,   67.236652
  13.307907,   67.254526
  13.308631,   67.257918
  13.309495,   67.261964
  13.310548,   67.266897
  13.310872,   67.268418
  13.310977,   67.268911
  13.311028,   67.269147
  13.311080,   67.269392
  13.311601,   67.271832
  13.315520,   67.290193
  13.330875,   67.362123
  13.385756,   67.619095
  13.467411,   68.001109
  13.550343,   68.388699
  13.632952,   68.774373
  13.716060,   69.161973
  13.799461,   69.550529
  13.882937,   69.939025
  13.966205,   70.326143
  14.049932,   70.714981
  14.134081,   71.105360
  14.218159,   71.494991
  14.302391,   71.884917
  14.386729,   72.274914
  14.471023,   72.664284
  14.555586,   73.054469
  14.640231,   73.444611
  14.725318,   73.836360
  14.742319,   73.914584
  14.754272,   73.969569
  14.756077,   73.977871
  14.757864,   73.986092
  14.759695,   73.994512
  14.759860,   73.995272
  14.759967,   73.995763
  14.760008,   73.995953
  14.760051,   73.996148
  14.760456,   73.998014
  14.763318,   74.011176
  14.778661,   74.081736
  14.830674,   74.320834
  14.915557,   74.710683
  15.001324,   75.104163
  15.087211,   75.497755
  15.172950,   75.890233
  15.259190,   76.284564
  15.345355,   76.678110
  15.431793,   77.072465
  15.518313,   77.466744
  15.605242,   77.862441
  15.692044,   78.257110
  15.778864,   78.651408
  15.865973,   79.046573
  15.953049,   79.441131
  16.040150,   79.835352
  16.127691,   80.231106
  16.215672,   80.628386
  16.233221,   80.707575
  16.235720,   80.718849
  16.236143,   80.720757
  16.236355,   80.721713
  16.236528,   80.722496
  16.236595,   80.722794
  16.236764,   80.723558
  16.236918,   80.724252
  16.238201,   80.730042
  16.246121,   80.765771
  16.279380,   80.915771
  16.372497,   81.335388
  16.460927,   81.733411
  16.549594,   82.132032
  16.638538,   82.531427
  16.727289,   82.929487
  16.816464,   83.328976
  16.905792,   83.728679
  16.994858,   84.126733
  17.084260,   84.525816
  17.173811,   84.925082
  17.263215,   85.323215
  17.352872,   85.721999
  17.442737,   86.121223
  17.532762,   86.520673
  17.622814,   86.919754
  17.713167,   87.319686
  17.731240,   87.399625
  17.741572,   87.445313
  17.741941,   87.446946
  17.742535,   87.449570
  17.742616,   87.449931
  17.742715,   87.450366
  17.743669,   87.454585
  17.751051,   87.487227
  17.787781,   87.649579
  17.884436,   88.076433
  17.975450,   88.477870
  18.066547,   88.879175
  18.157942,   89.281294
  18.249161,   89.682145
  18.340780,   90.084254
  18.432561,   90.486571
  18.524388,   90.888587
  18.616345,   91.290663
  18.708199,   91.691789
  18.800404,   92.093935
  18.892571,   92.495409
  18.985047,   92.897717
  19.077687,   93.300221
  19.170133,   93.701375
  19.262896,   94.103385
  19.266614,   94.119484
  19.270037,   94.134308
  19.273219,   94.148087
  19.277244,   94.165519
  19.277982,   94.168714
  19.278888,   94.172636
  19.279296,   94.174404
  19.279576,   94.175616
  19.279750,   94.176367
  19.279824,   94.176689
  19.279897,   94.177006
  19.280616,   94.180117
  19.285525,   94.201373
  19.305351,   94.287201
  19.385529,   94.634051
  19.479047,   95.038121
  19.572406,   95.440985
  19.665925,   95.844016
  19.759487,   96.246703
  19.853075,   96.648979
  19.947030,   97.052300
  20.040974,   97.455046
  20.134961,   97.857444
  20.229051,   98.259750
  20.323340,   98.662376
  20.417768,   99.065054
  20.512296,   99.467622
  20.607069,   99.870695
  20.701808,  100.273079
  20.796801,  100.675999
  20.815758,  100.756339
  20.828012,  100.808261
  20.837363,  100.847879
  20.844564,  100.878382
  20.846220,  100.885398
  20.848170,  100.893656
  20.850253,  100.902477
  20.850490,  100.903481
  20.851687,  100.908551
  20.852786,  100.913205
  20.859461,  100.941477
  20.889371,  101.068113
  20.981649,  101.458481
  21.076674,  101.859926
  21.172281,  102.263283
  21.267809,  102.665749
  21.363282,  103.067436
  21.458761,  103.468591
  21.554499,  103.870281
  21.650768,  104.273636
  21.746820,  104.675525
  21.842897,  105.076960
  21.938828,  105.477221
  22.035203,  105.878771
  22.131644,  106.280035
  22.228280,  106.681539
  22.324708,  107.081615
  22.421304,  107.481818
  22.440678,  107.562019
  22.453799,  107.616323
  22.455591,  107.623739
  22.456211,  107.626302
  22.457165,  107.630250
  22.457258,  107.630634
  22.457343,  107.630988
  22.458198,  107.634525
  22.465066,  107.662942
  22.490816,  107.769461
  22.580374,  108.139620
  22.677498,  108.540497
  22.774564,  108.940559
  22.871837,  109.340894
  22.968944,  109.739970
  23.066233,  110.139220
  23.163686,  110.538558
  23.261508,  110.938823
  23.359028,  111.337272
  23.456830,  111.736287
  23.554842,  112.135572
  23.652844,  112.534229
  23.750828,  112.932223
  23.849278,  113.331516
  23.947532,  113.729424
  24.045834,  114.126932
  24.065524,  114.206483
  24.080079,  114.265273
  24.090619,  114.307837
  24.101111,  114.350198
  24.101827,  114.353089
  24.102394,  114.355379
  24.102726,  114.356722
  24.102977,  114.357732
  24.103208,  114.358664
  24.105278,  114.367023
  24.119375,  114.423927
  24.162743,  114.598914
  24.199743,  114.748114
  24.298752,  115.146486
  24.397036,  115.540003
  24.494694,  115.929099
  24.591520,  116.312825
  24.687623,  116.691667
  24.783089,  117.065854
  24.877726,  117.434658
  24.971652,  117.798482
  25.064566,  118.156158
  25.156996,  118.509722
  25.248540,  118.857559
  25.339426,  119.200599
  25.429526,  119.538263
  25.518736,  119.870201
  25.607181,  120.196903
  25.695048,  120.518985
  25.782064,  120.835496
  25.799352,  120.897928
  25.812506,  120.945354
  25.823988,  120.986701
  25.833260,  121.020054
  25.843097,  121.055409
  25.851100,  121.084145
  25.851184,  121.084448
  25.851262,  121.084726
  25.852034,  121.087498
  25.857568,  121.107350
  25.886722,  121.211870
  25.971778,  121.515760
  26.056556,  121.816194
  26.140723,  122.111878
  26.224200,  122.402564
  26.306969,  122.688257
  26.388967,  122.968684
  26.470424,  123.244648
  26.551165,  123.515627
  26.631374,  123.782212
  26.710890,  124.043848
  26.789906,  124.301237
  26.868189,  124.553665
  26.945940,  124.801703
  27.023201,  125.045541
  27.099678,  125.284319
  27.105760,  125.302754
  27.111836,  125.321140
  27.117915,  125.339507
  27.124011,  125.357896
  27.130113,  125.376279
  27.136224,  125.394655
  27.142324,  125.412973
  27.148443,  125.431317
  27.154558,  125.449622
  27.160654,  125.467838
  27.166704,  125.485891
  27.172846,  125.504188
  27.178969,  125.522399
  27.185109,  125.540628
  27.191249,  125.558830
  27.197389,  125.577000
  27.203529,  125.595142
  27.209703,  125.613355
  27.215864,  125.631497
  27.222053,  125.649692
  27.228244,  125.667859
  27.234434,  125.685995
  27.240603,  125.704038
  27.246809,  125.722158
  27.253026,  125.740276
  27.259206,  125.758258
  27.265370,  125.776158
  27.271609,  125.794247
  27.277850,  125.812310
  27.284100,  125.830365
  27.290358,  125.848412
  27.296617,  125.866430
  27.302892,  125.884459
  27.309144,  125.902389
  27.315399,  125.920294
  27.321695,  125.938286
  27.327956,  125.956141
  27.334263,  125.974096
  27.340583,  125.992052
  27.346882,  126.009916
  27.353149,  126.027655
