Time, Aircraft mass
 124.740918, 19491.953525
 124.742585, 19491.940109
 124.744252, 19491.926693
 124.745918, 19491.913276
 124.747585, 19491.899860
 124.749252, 19491.886444
 124.750918, 19491.873028
 124.752585, 19491.859610
 124.754252, 19491.846192
 124.755918, 19491.832774
 124.757585, 19491.819356
 124.759252, 19491.805937
 124.760918, 19491.792519
 124.762585, 19491.779101
 124.764252, 19491.765683
 124.765918, 19491.752265
 124.767585, 19491.738847
 124.769252, 19491.725427
 124.770918, 19491.712007
 124.772585, 19491.698587
 124.774252, 19491.685167
 124.775918, 19491.671747
 124.777585, 19491.658327
 124.779252, 19491.644906
 124.780918, 19491.631486
 124.782585, 19491.618066
 124.784252, 19491.604646
 124.785918, 19491.591224
 124.787585, 19491.577802
 124.789252, 19491.564380
 124.790918, 19491.550958
 124.792585, 19491.537536
 124.794252, 19491.524114
 124.795918, 19491.510692
 124.797585, 19491.497270
 124.799252, 19491.483848
 124.800918, 19491.470426
 124.802585, 19491.457002
 124.804252, 19491.443578
 124.805918, 19491.430154
 124.807585, 19491.416730
 124.809252, 19491.403306
 124.810918, 19491.389882
 124.812585, 19491.376458
 124.814252, 19491.363034
 124.815918, 19491.349610
 124.817585, 19491.336186
 124.819252, 19491.322761
 124.820918, 19491.309335
 124.822585, 19491.295909
 124.824252, 19491.282483
 124.825918, 19491.269057
 124.827585, 19491.255631
 124.829252, 19491.242205
 124.830918, 19491.228779
 124.832585, 19491.215353
 124.834252, 19491.201927
 124.835918, 19491.188499
 124.837585, 19491.175071
 124.839252, 19491.161643
 124.840918, 19491.148215
 124.842585, 19491.134787
 124.844252, 19491.121359
 124.845918, 19491.107931
 124.847585, 19491.094503
 124.849252, 19491.081075
 124.850918, 19491.067648
 124.852585, 19491.054218
 124.854252, 19491.040788
 124.855918, 19491.027358
 124.857585, 19491.013928
 124.859252, 19491.000498
 124.860918, 19490.987068
 124.862585, 19490.973638
 124.864252, 19490.960209
 124.865918, 19490.946779
 124.867585, 19490.933349
 124.869252, 19490.919917
 124.870918, 19490.906485
 124.872585, 19490.893053
 124.874252, 19490.879621
 124.875918, 19490.866190
 124.877585, 19490.852758
 124.879252, 19490.839326
 124.880918, 19490.825894
 124.882585, 19490.812462
 124.884252, 19490.799030
 124.885918, 19490.785597
 124.887585, 19490.772163
 124.889252, 19490.758729
 124.890918, 19490.745295
 124.892585, 19490.731861
 124.894252, 19490.718428
 124.895918, 19490.704994
 124.897585, 19490.691560
 124.899252, 19490.678126
 124.900918, 19490.664692
 124.902585, 19490.651257
 124.904252, 19490.637821
 124.905918, 19490.624385
 124.907585, 19490.610949
 124.909252, 19490.597513
 124.910918, 19490.584078
 124.912585, 19490.570642
 124.914252, 19490.557206
 124.915918, 19490.543770
 124.917585, 19490.530334
 124.919252, 19490.516897
 124.920918, 19490.503459
 124.922585, 19490.490021
 124.924252, 19490.476584
 124.925918, 19490.463146
 124.927585, 19490.449708
 124.929252, 19490.436270
 124.930918, 19490.422833
 124.932585, 19490.409395
 124.934252, 19490.395957
 124.935918, 19490.382518
 124.937585, 19490.369078
 124.939252, 19490.355638
 124.940918, 19490.342198
 124.942585, 19490.328759
 124.944252, 19490.315319
 124.945918, 19490.301879
 124.947585, 19490.288440
 124.949252, 19490.275000
 124.950918, 19490.261560
 124.952585, 19490.248119
 124.954252, 19490.234677
 124.955918, 19490.221236
 124.957585, 19490.207794
 124.959252, 19490.194352
 124.960918, 19490.180911
 124.962585, 19490.167469
 124.964252, 19490.154027
 124.965918, 19490.140586
 124.967585, 19490.127144
 124.969252, 19490.113701
 124.970918, 19490.100257
 124.972585, 19490.086814
 124.974252, 19490.073370
 124.975918, 19490.059927
 124.977585, 19490.046483
 124.979252, 19490.033039
 124.980918, 19490.019596
 124.982585, 19490.006152
 124.984252, 19489.992709
 124.985918, 19489.979264
 124.987585, 19489.965818
 124.989252, 19489.952373
 124.990918, 19489.938927
 124.992585, 19489.925482
 124.994252, 19489.912036
 124.995918, 19489.898591
 124.997585, 19489.885145
 124.999252, 19489.871700
 125.000918, 19489.858254
 125.002585, 19489.844807
 125.004252, 19489.831360
 125.005918, 19489.817912
 125.007585, 19489.804465
 125.009252, 19489.791017
 125.010918, 19489.777570
 125.012585, 19489.764123
 125.014252, 19489.750675
 125.015918, 19489.737228
 125.017585, 19489.723780
 125.019252, 19489.710331
 125.020918, 19489.696882
 125.022585, 19489.683433
 125.024252, 19489.669983
 125.025918, 19489.656534
 125.027585, 19489.643085
 125.029252, 19489.629635
 125.030918, 19489.616186
 125.032585, 19489.602737
 125.034252, 19489.589287
 125.035918, 19489.575836
 125.037585, 19489.562385
 125.039252, 19489.548934
 125.040918, 19489.535482
 125.042585, 19489.522031
 125.044252, 19489.508580
 125.045918, 19489.495129
 125.047585, 19489.481677
 125.049252, 19489.468226
 125.050918, 19489.454775
 125.052585, 19489.441322
 125.054252, 19489.427869
 125.055918, 19489.414415
 125.057585, 19489.400962
 125.059252, 19489.387509
 125.060918, 19489.374056
 125.062585, 19489.360603
 125.064252, 19489.347149
 125.065918, 19489.333696
 125.067585, 19489.320243
 125.069252, 19489.306788
 125.070918, 19489.293333
 125.072585, 19489.279878
 125.074252, 19489.266423
 125.075918, 19489.252968
 125.077585, 19489.239513
 125.079252, 19489.226057
 125.080918, 19489.212602
 125.082585, 19489.199147
 125.084252, 19489.185692
 125.085918, 19489.172235
 125.087585, 19489.158778
 125.089252, 19489.145321
 125.090918, 19489.131864
 125.092585, 19489.118407
 125.094252, 19489.104950
 125.095918, 19489.091493
 125.097585, 19489.078036
 125.099252, 19489.064579
 125.100918, 19489.051122
 125.102585, 19489.037663
 125.104252, 19489.024204
 125.105918, 19489.010745
 125.107585, 19488.997286
 125.109252, 19488.983827
 125.110918, 19488.970368
 125.112585, 19488.956909
 125.114252, 19488.943450
 125.115918, 19488.929991
 125.117585, 19488.916532
 125.119252, 19488.903072
 125.120918, 19488.889611
 125.122585, 19488.876150
 125.124252, 19488.862689
 125.125918, 19488.849228
 125.127585, 19488.835767
 125.129252, 19488.822306
 125.130918, 19488.808845
 125.132585, 19488.795384
 125.134252, 19488.781923
 125.135918, 19488.768461
 125.137585, 19488.754998
 125.139252, 19488.741535
 125.140918, 19488.728072
 125.142585, 19488.714610
 125.144252, 19488.701147
 125.145918, 19488.687684
 125.147585, 19488.674221
 125.149252, 19488.660758
 125.150918, 19488.647295
 125.152585, 19488.633831
 125.154252, 19488.620366
 125.155918, 19488.606901
 125.157585, 19488.593437
 125.159252, 19488.579972
 125.160918, 19488.566507
 125.162585, 19488.553042
 125.164252, 19488.539578
 125.165918, 19488.526113
 125.167585, 19488.512648
 125.169252, 19488.499182
 125.170918, 19488.485715
 125.172585, 19488.472248
 125.174252, 19488.458782
 125.175918, 19488.445315
 125.177585, 19488.431849
 125.179252, 19488.418382
 125.180918, 19488.404915
 125.182585, 19488.391449
 125.184252, 19488.377982
 125.185918, 19488.364514
 125.187585, 19488.351045
 125.189252, 19488.337577
 125.190918, 19488.324108
 125.192585, 19488.310640
 125.194252, 19488.297171
 125.195918, 19488.283703
 125.197585, 19488.270234
 125.199252, 19488.256766
 125.200918, 19488.243297
 125.202585, 19488.229827
 125.204252, 19488.216357
 125.205918, 19488.202886
 125.207585, 19488.189416
 125.209252, 19488.175945
 125.210918, 19488.162475
 125.212585, 19488.149005
 125.214252, 19488.135534
 125.215918, 19488.122064
 125.217585, 19488.108593
 125.219252, 19488.095121
 125.220918, 19488.081649
 125.222585, 19488.068177
 125.224252, 19488.054704
 125.225918, 19488.041232
 125.227585, 19488.027760
 125.229252, 19488.014288
 125.230918, 19488.000815
 125.232585, 19487.987343
 125.234252, 19487.973871
 125.235918, 19487.960397
 125.237585, 19487.946923
 125.239252, 19487.933448
 125.240918, 19487.919974
 125.242585, 19487.906500
 125.244252, 19487.893026
 125.245918, 19487.879552
 125.247585, 19487.866077
 125.249252, 19487.852603
 125.250918, 19487.839129
 125.252585, 19487.825653
 125.254252, 19487.812177
 125.255918, 19487.798701
 125.257585, 19487.785225
 125.259252, 19487.771749
 125.260918, 19487.758273
 125.262585, 19487.744797
 125.264252, 19487.731321
 125.265918, 19487.717845
 125.267585, 19487.704368
 125.269252, 19487.690891
 125.270918, 19487.677413
 125.272585, 19487.663935
 125.274252, 19487.650457
 125.275918, 19487.636979
 125.277585, 19487.623501
 125.279252, 19487.610023
 125.280918, 19487.596545
 125.282585, 19487.583067
 125.284252, 19487.569589
 125.285918, 19487.556109
 125.287585, 19487.542629
 125.289252, 19487.529150
 125.290918, 19487.515670
 125.292585, 19487.502190
 125.294252, 19487.488710
 125.295918, 19487.475230
 125.297585, 19487.461750
 125.299252, 19487.448270
 125.300918, 19487.434790
 125.302585, 19487.421309
 125.304252, 19487.407827
 125.305918, 19487.394345
 125.307585, 19487.380864
 125.309252, 19487.367382
 125.310918, 19487.353900
 125.312585, 19487.340418
 125.314252, 19487.326936
 125.315918, 19487.313455
 125.317585, 19487.299973
 125.319252, 19487.286489
 125.320918, 19487.273006
 125.322585, 19487.259522
 125.324252, 19487.246038
 125.325918, 19487.232555
 125.327585, 19487.219071
 125.329252, 19487.205587
 125.330918, 19487.192104
 125.332585, 19487.178620
 125.334252, 19487.165136
 125.335918, 19487.151651
 125.337585, 19487.138166
 125.339252, 19487.124680
 125.340918, 19487.111194
 125.342585, 19487.097709
 125.344252, 19487.084223
 125.345918, 19487.070738
 125.347585, 19487.057252
 125.349252, 19487.043767
 125.350918, 19487.030281
 125.352585, 19487.016794
 125.354252, 19487.003306
 125.355918, 19486.989819
 125.357585, 19486.976331
 125.359252, 19486.962844
 125.360918, 19486.949357
 125.362585, 19486.935869
 125.364252, 19486.922382
 125.365918, 19486.908894
 125.367585, 19486.895407
 125.369252, 19486.881918
 125.370918, 19486.868428
 125.372585, 19486.854939
 125.374252, 19486.841450
 125.375918, 19486.827960
 125.377585, 19486.814471
 125.379252, 19486.800982
 125.380918, 19486.787492
 125.382585, 19486.774003
 125.384252, 19486.760513
 125.385918, 19486.747023
 125.387585, 19486.733531
 125.389252, 19486.720040
 125.390918, 19486.706549
 125.392585, 19486.693058
 125.394252, 19486.679567
 125.395918, 19486.666075
 125.397585, 19486.652584
 125.399252, 19486.639093
 125.400918, 19486.625602
 125.402585, 19486.612109
 125.404252, 19486.598616
 125.405918, 19486.585123
 125.407585, 19486.571630
 125.409252, 19486.558137
 125.410918, 19486.544644
 125.412585, 19486.531151
 125.414252, 19486.517658
 125.415918, 19486.504165
 125.417585, 19486.490672
 125.419252, 19486.477177
 125.420918, 19486.463682
 125.422585, 19486.450187
 125.424252, 19486.436692
 125.425918, 19486.423197
 125.427585, 19486.409703
 125.429252, 19486.396208
 125.430918, 19486.382713
 125.432585, 19486.369218
 125.434252, 19486.355723
 125.435918, 19486.342226
 125.437585, 19486.328730
 125.439252, 19486.315233
 125.440918, 19486.301736
 125.442585, 19486.288239
 125.444252, 19486.274743
 125.445918, 19486.261246
 125.447585, 19486.247749
 125.449252, 19486.234252
 125.450918, 19486.220756
 125.452585, 19486.207257
 125.454252, 19486.193759
 125.455918, 19486.180260
 125.457585, 19486.166761
 125.459252, 19486.153263
 125.460918, 19486.139764
 125.462585, 19486.126266
 125.464252, 19486.112767
 125.465918, 19486.099268
 125.467585, 19486.085770
 125.469252, 19486.072270
 125.470918, 19486.058769
 125.472585, 19486.045269
 125.474252, 19486.031768
 125.475918, 19486.018268
 125.477585, 19486.004767
 125.479252, 19485.991267
 125.480918, 19485.977766
 125.482585, 19485.964266
 125.484252, 19485.950765
 125.485918, 19485.937263
 125.487585, 19485.923761
 125.489252, 19485.910258
 125.490918, 19485.896756
 125.492585, 19485.883254
 125.494252, 19485.869751
 125.495918, 19485.856249
 125.497585, 19485.842747
 125.499252, 19485.829244
 125.500918, 19485.815742
 125.502585, 19485.802238
 125.504252, 19485.788734
 125.505918, 19485.775230
 125.507585, 19485.761725
 125.509252, 19485.748221
 125.510918, 19485.734717
 125.512585, 19485.721213
 125.514252, 19485.707709
 125.515918, 19485.694204
 125.517585, 19485.680700
 125.519252, 19485.667194
 125.520918, 19485.653688
 125.522585, 19485.640182
 125.524252, 19485.626676
 125.525918, 19485.613170
 125.527585, 19485.599664
 125.529252, 19485.586158
 125.530918, 19485.572652
 125.532585, 19485.559146
 125.534252, 19485.545640
 125.535918, 19485.532132
 125.537585, 19485.518624
 125.539252, 19485.505116
 125.540918, 19485.491608
 125.542585, 19485.478101
 125.544252, 19485.464593
 125.545918, 19485.451085
 125.547585, 19485.437577
 125.549252, 19485.424069
 125.550918, 19485.410561
 125.552585, 19485.397051
 125.554252, 19485.383542
 125.555918, 19485.370032
 125.557585, 19485.356522
 125.559252, 19485.343012
 125.560918, 19485.329503
 125.562585, 19485.315993
 125.564252, 19485.302483
 125.565918, 19485.288973
 125.567585, 19485.275463
 125.569252, 19485.261952
 125.570918, 19485.248440
 125.572585, 19485.234929
 125.574252, 19485.221417
 125.575918, 19485.207905
 125.577585, 19485.194394
 125.579252, 19485.180882
 125.580918, 19485.167371
 125.582585, 19485.153859
 125.584252, 19485.140347
 125.585918, 19485.126834
 125.587585, 19485.113321
 125.589252, 19485.099807
 125.590918, 19485.086294
 125.592585, 19485.072780
 125.594252, 19485.059267
 125.595918, 19485.045753
 125.597585, 19485.032240
 125.599252, 19485.018726
 125.600918, 19485.005213
 125.602585, 19484.991698
 125.604252, 19484.978182
 125.605918, 19484.964667
 125.607585, 19484.951152
 125.609252, 19484.937636
 125.610918, 19484.924121
 125.612585, 19484.910606
 125.614252, 19484.897091
 125.615918, 19484.883575
 125.617585, 19484.870060
 125.619252, 19484.856543
 125.620918, 19484.843026
 125.622585, 19484.829509
 125.624252, 19484.815992
 125.625918, 19484.802475
 125.627585, 19484.788958
 125.629252, 19484.775440
 125.630918, 19484.761923
 125.632585, 19484.748406
 125.634252, 19484.734889
 125.635918, 19484.721370
 125.637585, 19484.707851
 125.639252, 19484.694333
 125.640918, 19484.680814
 125.642585, 19484.667295
 125.644252, 19484.653776
 125.645918, 19484.640257
 125.647585, 19484.626738
 125.649252, 19484.613219
 125.650918, 19484.599700
 125.652585, 19484.586179
 125.654252, 19484.572659
 125.655918, 19484.559138
 125.657585, 19484.545617
 125.659252, 19484.532096
 125.660918, 19484.518576
 125.662585, 19484.505055
 125.664252, 19484.491534
 125.665918, 19484.478013
 125.667585, 19484.464493
 125.669252, 19484.450970
 125.670918, 19484.437448
 125.672585, 19484.423925
 125.674252, 19484.410403
 125.675918, 19484.396880
 125.677585, 19484.383357
 125.679252, 19484.369835
 125.680918, 19484.356312
 125.682585, 19484.342790
 125.684252, 19484.329267
 125.685918, 19484.315743
 125.687585, 19484.302218
 125.689252, 19484.288694
 125.690918, 19484.275170
 125.692585, 19484.261645
 125.694252, 19484.248121
 125.695918, 19484.234596
 125.697585, 19484.221072
 125.699252, 19484.207548
 125.700918, 19484.194023
 125.702585, 19484.180497
 125.704252, 19484.166971
 125.705918, 19484.153445
 125.707585, 19484.139918
 125.709252, 19484.126392
 125.710918, 19484.112866
 125.712585, 19484.099340
 125.714252, 19484.085813
 125.715918, 19484.072287
 125.717585, 19484.058761
 125.719252, 19484.045233
 125.720918, 19484.031705
 125.722585, 19484.018177
 125.724252, 19484.004649
 125.725918, 19483.991121
 125.727585, 19483.977593
 125.729252, 19483.964065
 125.730918, 19483.950537
 125.732585, 19483.937009
 125.734252, 19483.923480
 125.735918, 19483.909951
 125.737585, 19483.896421
 125.739252, 19483.882891
 125.740918, 19483.869361
 125.742585, 19483.855831
 125.744252, 19483.842301
 125.745918, 19483.828771
 125.747585, 19483.815241
 125.749252, 19483.801712
 125.750918, 19483.788182
 125.752585, 19483.774650
 125.754252, 19483.761119
 125.755918, 19483.747587
 125.757585, 19483.734055
 125.759252, 19483.720523
 125.760918, 19483.706992
 125.762585, 19483.693460
 125.764252, 19483.679928
 125.765918, 19483.666396
 125.767585, 19483.652865
 125.769252, 19483.639331
 125.770918, 19483.625798
 125.772585, 19483.612264
 125.774252, 19483.598731
 125.775918, 19483.585197
 125.777585, 19483.571664
 125.779252, 19483.558130
 125.780918, 19483.544597
 125.782585, 19483.531063
 125.784252, 19483.517529
 125.785918, 19483.503994
 125.787585, 19483.490459
 125.789252, 19483.476924
 125.790918, 19483.463388
 125.792585, 19483.449853
 125.794252, 19483.436317
 125.795918, 19483.422782
 125.797585, 19483.409247
 125.799252, 19483.395711
 125.800918, 19483.382176
 125.802585, 19483.368639
 125.804252, 19483.355102
 125.805918, 19483.341565
 125.807585, 19483.328027
 125.809252, 19483.314490
 125.810918, 19483.300953
 125.812585, 19483.287416
 125.814252, 19483.273879
 125.815918, 19483.260341
 125.817585, 19483.246804
 125.819252, 19483.233266
 125.820918, 19483.219727
 125.822585, 19483.206188
 125.824252, 19483.192649
 125.825918, 19483.179110
 125.827585, 19483.165571
 125.829252, 19483.152032
 125.830918, 19483.138493
 125.832585, 19483.124954
 125.834252, 19483.111415
 125.835918, 19483.097874
 125.837585, 19483.084333
 125.839252, 19483.070793
 125.840918, 19483.057252
 125.842585, 19483.043711
 125.844252, 19483.030170
 125.845918, 19483.016630
 125.847585, 19483.003089
 125.849252, 19482.989548
 125.850918, 19482.976007
 125.852585, 19482.962465
 125.854252, 19482.948923
 125.855918, 19482.935380
 125.857585, 19482.921837
 125.859252, 19482.908295
 125.860918, 19482.894752
 125.862585, 19482.881210
 125.864252, 19482.867667
 125.865918, 19482.854125
 125.867585, 19482.840582
 125.869252, 19482.827038
 125.870918, 19482.813494
 125.872585, 19482.799949
 125.874252, 19482.786405
 125.875918, 19482.772861
 125.877585, 19482.759316
 125.879252, 19482.745772
 125.880918, 19482.732228
 125.882585, 19482.718683
 125.884252, 19482.705139
 125.885918, 19482.691593
 125.887585, 19482.678047
 125.889252, 19482.664501
 125.890918, 19482.650955
 125.892585, 19482.637409
 125.894252, 19482.623863
 125.895918, 19482.610317
 125.897585, 19482.596770
 125.899252, 19482.583224
 125.900918, 19482.569678
 125.902585, 19482.556130
 125.904252, 19482.542583
 125.905918, 19482.529035
 125.907585, 19482.515487
 125.909252, 19482.501939
 125.910918, 19482.488391
 125.912585, 19482.474843
 125.914252, 19482.461295
 125.915918, 19482.447747
 125.917585, 19482.434199
 125.919252, 19482.420650
 125.920918, 19482.407100
 125.922585, 19482.393550
 125.924252, 19482.380001
 125.925918, 19482.366451
 125.927585, 19482.352901
 125.929252, 19482.339351
 125.930918, 19482.325802
 125.932585, 19482.312252
 125.934252, 19482.298702
 125.935918, 19482.285151
 125.937585, 19482.271599
 125.939252, 19482.258048
 125.940918, 19482.244496
 125.942585, 19482.230945
 125.944252, 19482.217393
 125.945918, 19482.203842
 125.947585, 19482.190290
 125.949252, 19482.176739
 125.950918, 19482.163187
 125.952585, 19482.149634
 125.954252, 19482.136081
 125.955918, 19482.122528
 125.957585, 19482.108974
 125.959252, 19482.095421
 125.960918, 19482.081868
 125.962585, 19482.068314
 125.964252, 19482.054761
 125.965918, 19482.041208
 125.967585, 19482.027655
 125.969252, 19482.014100
 125.970918, 19482.000545
 125.972585, 19481.986990
 125.974252, 19481.973434
 125.975918, 19481.959879
 125.977585, 19481.946324
 125.979252, 19481.932769
 125.980918, 19481.919214
 125.982585, 19481.905659
 125.984252, 19481.892104
 125.985918, 19481.878547
 125.987585, 19481.864990
 125.989252, 19481.851434
 125.990918, 19481.837877
 125.992585, 19481.824320
 125.994252, 19481.810763
 125.995918, 19481.797206
 125.997585, 19481.783649
 125.999252, 19481.770092
 126.000918, 19481.756535
 126.002585, 19481.742977
 126.004252, 19481.729418
 126.005918, 19481.715860
 126.007585, 19481.702301
 126.009252, 19481.688742
 126.010918, 19481.675184
 126.012585, 19481.661625
 126.014252, 19481.648066
 126.015918, 19481.634507
 126.017585, 19481.620949
 126.019252, 19481.607389
 126.020918, 19481.593828
 126.022585, 19481.580268
 126.024252, 19481.566707
 126.025918, 19481.553147
 126.027585, 19481.539586
 126.029252, 19481.526026
 126.030918, 19481.512465
 126.032585, 19481.498905
 126.034252, 19481.485344
 126.035918, 19481.471783
 126.037585, 19481.458220
 126.039252, 19481.444658
 126.040918, 19481.431096
 126.042585, 19481.417534
 126.044252, 19481.403971
 126.045918, 19481.390409
 126.047585, 19481.376847
 126.049252, 19481.363285
 126.050918, 19481.349723
 126.052585, 19481.336159
 126.054252, 19481.322595
 126.055918, 19481.309031
 126.057585, 19481.295467
 126.059252, 19481.281903
 126.060918, 19481.268339
 126.062585, 19481.254775
 126.064252, 19481.241211
 126.065918, 19481.227647
 126.067585, 19481.214083
 126.069252, 19481.200518
 126.070918, 19481.186952
 126.072585, 19481.173387
 126.074252, 19481.159821
 126.075918, 19481.146255
 126.077585, 19481.132689
 126.079252, 19481.119124
 126.080918, 19481.105558
 126.082585, 19481.091992
 126.084252, 19481.078427
 126.085918, 19481.064860
 126.087585, 19481.051293
 126.088545, 19481.043477
 126.090212, 19481.029910
 126.091879, 19481.016342
 126.093545, 19481.002774
 126.095212, 19480.989207
 126.096879, 19480.975639
 126.098545, 19480.962071
 126.100212, 19480.948504
 126.101879, 19480.938103
 126.103545, 19480.932178
 126.105212, 19480.926252
 126.106879, 19480.920327
 126.108545, 19480.914402
 126.110212, 19480.908477
 126.111879, 19480.902552
 126.113545, 19480.896627
 126.115212, 19480.890702
 126.116879, 19480.884777
 126.118545, 19480.878857
 126.120212, 19480.872944
 126.121879, 19480.867032
 126.123545, 19480.861120
 126.125212, 19480.855208
 126.126879, 19480.849295
 126.128545, 19480.843383
 126.130212, 19480.837471
 126.131879, 19480.831558
 126.133545, 19480.825646
 126.135212, 19480.819738
 126.136879, 19480.813837
 126.138545, 19480.807936
 126.140212, 19480.802035
 126.141879, 19480.796134
 126.143110, 19480.791773
