Speed, Power
 315.309020, 13145.365579
 316.643110, 13139.048070
 317.977200, 13131.866842
 319.311291, 13125.332173
 320.645381, 13120.705205
 321.979471, 13115.259395
 323.313561, 13111.616907
 324.647651, 13108.829746
 325.981741, 13105.268749
 327.315832, 13104.235957
 328.649922, 13103.432305
 329.984012, 13101.899895
 331.318102, 13103.158480
 332.652192, 13104.476158
 333.986283, 13105.110180
 335.320373, 13108.305044
 336.654463, 13111.875678
 337.988553, 13114.807726
 339.322643, 13119.546048
 340.656733, 13125.494754
 341.990824, 13130.849860
 343.324914, 13136.700151
 344.659004, 13145.145217
 345.993094, 13153.041535
 347.327184, 13160.386880
 348.661275, 13170.585264
 349.995365, 13181.133754
 351.329455, 13191.176141
 352.663545, 13201.517884
 353.997635, 13214.821998
 355.331725, 13227.664630
 356.665816, 13240.043962
 357.999906, 13253.744646
 359.333996, 13269.482853
 360.668086, 13284.802277
 362.002176, 13299.701291
 363.336267, 13316.202322
 364.670357, 13334.548617
 366.004447, 13352.518851
 367.338537, 13370.111587
 368.672627, 13388.785371
 370.006717, 13409.904630
 371.340808, 13430.690505
 372.674898, 13451.141741
 374.008988, 13471.289632
 375.343078, 13495.337051
 376.677168, 13519.093646
 378.011259, 13542.558340
 379.345349, 13565.730055
 380.679439, 13590.529118
 382.013529, 13617.401205
 383.347619, 13644.023937
 384.681709, 13670.396406
 386.015800, 13696.517704
 387.349890, 13725.178900
 388.683980, 13755.093307
 390.018070, 13784.799902
 391.352160, 13814.297942
 392.686251, 13843.586682
 394.020341, 13875.209724
 395.354431, 13908.372246
 396.688521, 13941.368483
 398.022611, 13974.197853
 399.356701, 14006.859770
 400.690792, 14040.429333
 402.024882, 14077.033027
 403.358972, 14113.511864
 404.693062, 14149.865413
 406.027152, 14186.093244
 407.361243, 14222.194925
 408.695333, 14260.699483
 410.029423, 14300.840177
 411.363513, 14340.896969
 412.697603, 14380.869577
 414.031693, 14420.757715
 415.365784, 14460.561101
 416.699874, 14502.784211
 418.033964, 14546.708649
 419.368054, 14590.590147
 420.702144, 14634.428564
 422.036235, 14678.223757
 423.370325, 14721.975583
 424.704415, 14766.529065
 426.038505, 14814.467944
 427.372595, 14862.404748
 428.706685, 14910.339469
 430.040776, 14958.272102
 431.374866, 15006.202638
 432.708956, 15054.131071
 434.043046, 15103.686984
 435.377136, 15155.892281
 436.711227, 15208.136285
 438.045317, 15260.419120
 439.379407, 15312.740909
 440.713497, 15365.101775
 442.047587, 15417.501840
 443.381678, 15470.329809
 444.715768, 15527.077299
 446.049858, 15583.904219
 447.383948, 15640.810817
