CD, CL
   0.108863,   -6.622119
   0.106870,   -6.468177
   0.105067,   -6.327496
   0.103386,   -6.195142
   0.101726,   -6.063299
   0.100084,   -5.931738
   0.098463,   -5.800710
   0.096860,   -5.669939
   0.095277,   -5.539723
   0.093712,   -5.409739
   0.092168,   -5.280330
   0.090640,   -5.151128
   0.089133,   -5.022523
   0.087642,   -4.894099
   0.086172,   -4.766291
   0.084718,   -4.638641
   0.083285,   -4.511626
   0.081867,   -4.384744
   0.080469,   -4.258514
   0.079088,   -4.132394
   0.077726,   -4.006944
   0.076378,   -3.881579
   0.075051,   -3.756902
   0.073738,   -3.632286
   0.072445,   -3.508373
   0.071166,   -3.384498
   0.069907,   -3.261341
   0.068662,   -3.138206
   0.067439,   -3.015791
   0.066229,   -2.893403
   0.065039,   -2.771704
   0.063861,   -2.650054
   0.062703,   -2.529063
   0.061559,   -2.408140
   0.060432,   -2.287847
   0.059319,   -2.167642
   0.058222,   -2.048036
   0.057138,   -1.928538
   0.056070,   -1.809609
   0.054897,   -1.677418
