Ground Distance, Acceleration
   0.000000,    3.042956
   0.016710,    3.039724
   0.183425,    3.036438
   0.368636,    3.033146
   0.553847,    3.029854
   0.739059,    3.026562
   0.924270,    3.023270
   1.109481,    3.019978
   1.294692,    3.016686
   1.479903,    3.013394
   1.665114,    3.010102
   1.850325,    3.006810
   2.302802,    3.003431
   2.788649,    3.000040
   3.274497,    2.996650
   3.760344,    2.993260
   4.246191,    2.989869
   4.732039,    2.986479
   5.217886,    2.983089
   5.703734,    2.979698
   6.189581,    2.976308
   6.675428,    2.972918
   7.425528,    2.969445
   8.208622,    2.965962
   8.991715,    2.962479
   9.774809,    2.958996
  10.557903,    2.955513
  11.340997,    2.952030
  12.124090,    2.948547
  12.907184,    2.945064
  13.690278,    2.941581
  14.473372,    2.938098
  15.517622,    2.934538
  16.594479,    2.930968
  17.671337,    2.927398
  18.748195,    2.923828
  19.825052,    2.920258
  20.901910,    2.916688
  21.978768,    2.913118
  23.055626,    2.909548
  24.132483,    2.905978
  25.209341,    2.902408
  26.544182,    2.898766
  27.911234,    2.895115
  29.278286,    2.891464
  30.645338,    2.887813
  32.012390,    2.884161
  33.379442,    2.880510
  34.746494,    2.876859
  36.113546,    2.873208
  37.480599,    2.869556
  38.847651,    2.865905
  40.469440,    2.861924
  42.123036,    2.857901
  43.776632,    2.853879
  45.430228,    2.849857
  47.083824,    2.845834
  48.737419,    2.841812
  50.391015,    2.837789
  52.044611,    2.833767
  53.698207,    2.829744
  55.351803,    2.825722
  57.256362,    2.820507
  59.192256,    2.815145
  61.128151,    2.809782
  63.064045,    2.804419
  64.999939,    2.799056
  66.935834,    2.793693
  68.871728,    2.788330
  70.807622,    2.782968
  72.743516,    2.777605
  74.679411,    2.772242
  76.861703,    2.767020
  79.074761,    2.761816
  81.287818,    2.756612
  83.500876,    2.751408
  85.713933,    2.746204
  87.926991,    2.741000
  90.140048,    2.735796
  92.353106,    2.730592
  94.566163,    2.725388
  96.779221,    2.720184
  99.234050,    2.714970
 101.719067,    2.709755
 104.204085,    2.704540
 106.689102,    2.699325
 109.174119,    2.694109
 111.659136,    2.688894
 114.144153,    2.683679
 116.629171,    2.678464
 119.114188,    2.673249
 121.599205,    2.668034
 124.321358,    2.662815
 127.073121,    2.657595
 129.824883,    2.652375
 132.576645,    2.647156
 135.328408,    2.641936
 138.080170,    2.636716
 140.831932,    2.631496
 143.583695,    2.626277
 146.335457,    2.621057
 149.087219,    2.615837
 152.071478,    2.610619
 155.084766,    2.605401
 158.098055,    2.600183
 161.111343,    2.594965
 164.124631,    2.589747
 167.137919,    2.584529
 170.151207,    2.579311
 173.164496,    2.574092
 176.177784,    2.568874
 179.191072,    2.563656
 182.432219,    2.558445
 185.701815,    2.553234
 188.971412,    2.548024
 192.241008,    2.542814
 195.510605,    2.537603
 198.780201,    2.532393
 202.049798,    2.527182
 205.319395,    2.521972
 208.588991,    2.516761
 211.858588,    2.511551
 215.351186,    2.504980
 218.871628,    2.498239
 222.392070,    2.491498
 225.912512,    2.484757
 229.432954,    2.478017
 232.953396,    2.471276
 236.473838,    2.464535
 239.994280,    2.457794
 243.514722,    2.451053
 247.035164,    2.444313
 250.772826,    2.437578
 254.537610,    2.430844
 258.302394,    2.424110
 262.067178,    2.417375
 265.831961,    2.410641
 269.596745,    2.403907
 273.361529,    2.397173
 277.126313,    2.390439
 280.891097,    2.383705
 284.655881,    2.376971
 288.631919,    2.370347
 292.634333,    2.363738
 296.636748,    2.357128
 300.639163,    2.350519
 304.641578,    2.343910
 308.643992,    2.337300
 312.646407,    2.330691
 316.648822,    2.324081
 320.651237,    2.317472
 324.653651,    2.310862
 328.861444,    2.304347
 333.094881,    2.297843
 337.328317,    2.291340
 341.561754,    2.284837
 345.795190,    2.278333
 350.028627,    2.271830
 354.262063,    2.265326
 358.495499,    2.258823
 362.728936,    2.252319
 366.962372,    2.245816
 371.395406,    2.239410
 375.853361,    2.233016
 380.311315,    2.226622
 384.769270,    2.220228
 389.227225,    2.213835
 393.685180,    2.207441
 398.143135,    2.201047
 402.601090,    2.194653
 407.059045,    2.188259
 411.517000,    2.181865
 416.168868,    2.175572
 420.844948,    2.169291
 425.521028,    2.163010
 430.197108,    2.156729
 434.873188,    2.150448
 439.549268,    2.144166
 444.225348,    2.137885
 448.901428,    2.131604
 453.577508,    2.125323
 458.253588,    2.119042
 463.117997,    2.112864
 468.005921,    2.106698
 472.893845,    2.100533
 477.781769,    2.094367
 482.669693,    2.088201
 487.557617,    2.082036
 492.445541,    2.075870
 497.333465,    2.069705
 502.221389,    2.063539
 507.109313,    2.057374
 512.180087,    2.051358
 517.273692,    2.045361
 522.367297,    2.039364
 527.460902,    2.033367
 532.554506,    2.027370
 537.648111,    2.021372
 542.741716,    2.015375
 547.835321,    2.009378
 552.928925,    2.003381
 558.022530,    1.997384
 563.293639,    1.991500
 568.586911,    1.985630
 573.880184,    1.979760
 579.173456,    1.973889
 584.466728,    1.968019
 589.760000,    1.962149
 595.053272,    1.956279
 600.346545,    1.950409
 605.639817,    1.944539
 610.933089,    1.938669
 616.398659,    1.932917
 621.885743,    1.927180
 627.372827,    1.921443
 632.859910,    1.915705
 638.346994,    1.909968
 643.834078,    1.904231
 649.321161,    1.898494
 654.808245,    1.892757
 660.295328,    1.887020
 665.782412,    1.881283
 671.431279,    1.875647
 677.100346,    1.870025
 682.769414,    1.864402
 688.438481,    1.858779
 694.107548,    1.853157
 699.776615,    1.847534
 705.445682,    1.841911
 711.114750,    1.836289
 716.783817,    1.830666
 719.337716,    1.828133
 725.131192,    1.821558
 730.987301,    1.813015
 736.843409,    1.804473
 742.699518,    1.795930
 748.555627,    1.787387
 754.411735,    1.778844
 760.267844,    1.770301
 766.123952,    1.761758
 771.980061,    1.753216
 777.836170,    1.744673
 783.750336,    1.735207
 789.777456,    1.723946
 795.804575,    1.712686
 801.831695,    1.701425
 807.858815,    1.690164
 813.885934,    1.678903
 819.913054,    1.667643
 825.940173,    1.656382
 831.967293,    1.645121
 837.994413,    1.633860
 844.075505,    1.622111
 850.261604,    1.609411
 856.447703,    1.596711
 862.633801,    1.584011
 868.819900,    1.571311
 875.005999,    1.558612
 881.192097,    1.545912
 887.378196,    1.533212
 893.564295,    1.520512
 899.750393,    1.507812
 903.836329,    1.499424
 910.146858,    1.394427
 916.457386,    1.289430
 922.767915,    1.184433
 929.078444,    1.079436
 935.388973,    0.974439
 941.699502,    0.869442
 948.010031,    0.764446
 954.320560,    0.659449
 960.631089,    0.554452
 966.941618,    0.449455
 973.292781,    0.385311
 979.643945,    0.321168
 985.995108,    0.257024
 992.346272,    0.192881
 998.697435,    0.128738
1005.055072,    0.072060
1011.412710,    0.015383
1017.770347,   -0.041295
1024.127984,   -0.097972
1030.485621,   -0.154650
1036.836308,   -0.209605
1043.186996,   -0.264560
1049.537683,   -0.319515
