Cl, Efficiency
  -0.774693,   -8.009413
  -0.682087,   -8.046269
  -0.589604,   -7.980208
  -0.497233,   -7.739761
  -0.404988,   -7.275511
  -0.312876,   -6.508098
  -0.220888,   -5.309602
  -0.129011,   -3.537501
  -0.037259,   -1.147538
   0.054725,    1.853681
   0.146286,    5.272002
   0.237736,    8.689753
   0.329062,   11.686204
   0.420258,   13.966587
   0.511331,   15.383316
   0.602293,   15.930494
   0.693132,   15.895676
   0.783843,   15.493821
   0.874433,   14.857359
   0.964913,   14.076714
   1.055270,   13.269261
   1.145502,   12.486638
   1.235617,   11.734003
   1.325555,   11.017604
   1.411532,   10.327907
   1.485665,    9.626900
   1.542807,    8.897855
   1.581101,    8.124033
   1.601952,    7.386860
