eta, Cd
   0.000000,  456.895234
   0.020408,  454.359714
   0.040816,  447.405405
   0.061224,  439.962547
   0.081633,  432.328653
   0.102041,  424.603336
   0.122449,  416.830434
   0.142857,  409.032180
   0.163265,  401.220939
   0.183673,  393.404094
   0.204082,  385.586355
   0.224490,  377.770910
   0.244898,  369.960019
   0.265306,  362.155256
   0.285714,  354.337176
   0.306122,  346.528686
   0.326531,  338.715643
   0.346939,  330.760115
   0.367347,  322.883936
   0.387755,  315.084645
   0.408163,  307.360815
   0.428571,  299.711497
   0.448980,  292.135965
   0.469388,  284.633720
   0.489796,  277.205311
   0.510204,  269.845220
   0.530612,  262.555871
   0.551020,  255.340945
   0.571429,  248.198502
   0.591837,  241.128184
   0.612245,  234.216325
   0.632653,  227.490969
   0.653061,  220.850224
   0.673469,  214.294653
   0.693878,  207.825114
   0.714286,  201.442823
   0.734694,  195.149481
   0.755102,  188.947466
   0.775510,  182.840147
   0.795918,  176.832443
   0.816327,  170.931801
   0.836735,  165.150099
   0.857143,  159.507550
   0.877551,  154.041569
   0.897959,  148.994857
   0.918367,  144.879954
   0.938776,  141.914726
   0.959184,  142.595991
   0.979592,  173.389633
   1.000000,  -92.503542
