eta, Cd
   0.000000,  593.252019
   0.020408,  591.056465
   0.040816,  582.403619
   0.061224,  573.005434
   0.081633,  563.302382
   0.102041,  553.443168
   0.122449,  543.493993
   0.142857,  533.559580
   0.163265,  523.722619
   0.183673,  513.843189
   0.204082,  503.930075
   0.224490,  493.989433
   0.244898,  484.025695
   0.265306,  474.041981
   0.285714,  463.995876
   0.306122,  454.298659
   0.326531,  445.554993
   0.346939,  436.695384
   0.367347,  427.860330
   0.387755,  419.047760
   0.408163,  410.256669
   0.428571,  401.486501
   0.448980,  392.736868
   0.469388,  384.007631
   0.489796,  375.300660
   0.510204,  366.605869
   0.530612,  357.925237
   0.551020,  349.266618
   0.571429,  340.626306
   0.591837,  332.188340
   0.612245,  323.817080
   0.632653,  315.479387
   0.653061,  307.174470
   0.673469,  298.901366
   0.693878,  290.658863
   0.714286,  282.445413
   0.734694,  274.259036
   0.755102,  266.097255
   0.775510,  257.957054
   0.795918,  249.834996
   0.816327,  241.727682
   0.836735,  233.633142
   0.857143,  225.677119
   0.877551,  218.320159
   0.897959,  211.200168
   0.918367,  204.590924
   0.938776,  199.385042
   0.959184,  201.167312
   0.979592,  255.861268
   1.000000, -222.020502
