Speed (CAS), Climb Angle
  73.945890,    7.569382
  75.880066,    7.603056
  77.814242,    7.626026
  79.748418,    7.636675
  81.682594,    7.641395
  83.616770,    7.641504
  85.550946,    7.632882
  87.485122,    7.621914
  89.419298,    7.611144
  91.353474,    7.593108
  93.287649,    7.572632
  95.221825,    7.550858
  97.156001,    7.523149
  99.090177,    7.491015
 101.024353,    7.454693
 102.958529,    7.413623
 104.892705,    7.366565
 106.826881,    7.313815
 108.761057,    7.257324
 110.695233,    7.196771
 112.629409,    7.131072
 114.563585,    7.061845
 116.497761,    6.990716
 118.431937,    6.914317
 120.366113,    6.836682
 122.300289,    6.755259
 124.234465,    6.672612
 126.168640,    6.586026
 128.102816,    6.498918
 130.036992,    6.407272
 131.971168,    6.315299
 133.905344,    6.219799
 135.839520,    6.122561
 137.773696,    6.024821
 139.707872,    5.922484
 141.642048,    5.819793
 143.576224,    5.716616
 145.510400,    5.610236
 147.444576,    5.504067
 149.378752,    5.397385
 151.312928,    5.291766
 153.247104,    5.185513
 155.181280,    5.078693
 157.115456,    4.976249
 159.049631,    4.872799
 160.983807,    4.767210
 162.917983,    4.664692
 164.852159,    4.562882
 166.786335,    4.460456
 168.720511,    4.355649
 170.654687,    4.250673
 172.588863,    4.145037
 174.523039,    4.039250
 176.457215,    3.932954
 178.391391,    3.824474
 180.325567,    3.713070
 182.259743,    3.600890
 184.193919,    3.488014
 186.128095,    3.374386
 188.062271,    3.260047
 189.996447,    3.145011
 191.930623,    3.027379
 193.864798,    2.908074
 195.798974,    2.788038
 197.733150,    2.667146
 199.667326,    2.545500
 201.601502,    2.423122
 203.535678,    2.299667
 205.469854,    2.175424
 207.404030,    2.049904
 209.338206,    1.921333
 211.272382,    1.792019
 213.206558,    1.661944
 215.140734,    1.531415
 217.074910,    1.400158
 219.009086,    1.268139
 220.943262,    1.135309
 222.877438,    1.001712
 224.811614,    0.867349
 226.745789,    0.732338
 228.679965,    0.596523
 230.614141,    0.457291
 232.548317,    0.318251
 234.482493,    0.178470
 236.416669,    0.037897
 238.350845,   -0.102279
 240.285021,   -0.243211
 242.219197,   -0.384937
 244.153373,   -0.526935
 246.087549,   -0.669723
 248.021725,   -0.813310
 249.955901,   -0.958265
 251.890077,   -1.104018
 253.824253,   -1.250599
 255.758429,   -1.399113
 257.692605,   -1.548429
 259.626780,   -1.699564
 261.560956,   -1.853179
 263.495132,   -2.007617
 265.429308,   -2.162774
