Ground Roll Distance, Acceleration
1123.401227, -7565.289280
1150.347271, -7537.674891
1337.266429, -7349.763361
1374.238899, -7313.341373
1411.075939, -7277.295458
1447.778261, -7241.621163
1484.346572, -7206.314095
1491.949666, -7199.002836
1492.088686, -7198.869247
1492.181274, -7198.780278
1492.208415, -8723.682458
1492.233360, -8724.054392
1492.482802, -8727.774273
1494.976841, -8765.027266
1519.878202, -9143.029537
1664.028045, -11566.476412
1806.798650, -14429.600966
1941.374045, -17654.067631
1980.971419, -18717.869997
2022.893978, -19904.539421
2138.666162, -23572.101911
2249.651050, -27729.024462
2351.954151, -32257.602434
2445.479119, -37133.766346
2530.399852, -42329.112534
2606.983566, -47805.746713
2675.570346, -53517.000602
2736.554199, -59408.709246
2790.361597, -65420.544163
2801.747088, -66810.854410
2808.953854, -67714.979851
2812.912285, -68217.422555
2816.702898, -68687.299468
2852.968158, -73452.595767
2865.382153, -75208.617527
2872.969393, -76317.233253
2875.802934, -76736.858219
2878.747721, -77172.442268
2906.693631, -81543.478238
2918.964949, -83617.028956
2933.873512, -86288.386170
2936.099524, -86703.299593
2937.160568, -86894.589155
2938.148464, -87069.660428
2947.716952, -88806.667546
2973.548661, -93953.516874
2994.044217, -98765.206340
2997.803253, -99766.584511
2998.455303, -99945.800222
2998.880099, -100071.476716
2999.312930, -100205.028913
3003.366097, -101512.012594
3014.194198, -105974.953387
3015.671070, -106908.450669
3016.333745, -107435.330835
3016.789402, -107891.010263
3017.090228, -108298.119667
3017.261156, -108662.066163
3017.323292, -108986.125427
3017.324339, -109019.401628
3017.324467, -109034.536078
3017.324468, -109035.809085
