eta, Cd
   0.000000,    0.023757
   0.020408,    0.023904
   0.040816,    0.024077
   0.061224,    0.024232
   0.081633,    0.024376
   0.102041,    0.024511
   0.122449,    0.024637
   0.142857,    0.024755
   0.163265,    0.024865
   0.183673,    0.024968
   0.204082,    0.025062
   0.224490,    0.025149
   0.244898,    0.025229
   0.265306,    0.025300
   0.285714,    0.025364
   0.306122,    0.025419
   0.326531,    0.025467
   0.346939,    0.025505
   0.367347,    0.025535
   0.387755,    0.025555
   0.408163,    0.025566
   0.428571,    0.025566
   0.448980,    0.025556
   0.469388,    0.025535
   0.489796,    0.025504
   0.510204,    0.025457
   0.530612,    0.025393
   0.551020,    0.025316
   0.571429,    0.025223
   0.591837,    0.025113
   0.612245,    0.024984
   0.632653,    0.024833
   0.653061,    0.024660
   0.673469,    0.024461
   0.693878,    0.024234
   0.714286,    0.023976
   0.734694,    0.023683
   0.755102,    0.023350
   0.775510,    0.022972
   0.795918,    0.022544
   0.816327,    0.022059
   0.836735,    0.021510
   0.857143,    0.020885
   0.877551,    0.020173
   0.897959,    0.019368
   0.918367,    0.018475
   0.938776,    0.017544
   0.959184,    0.016917
   0.979592,    0.020615
   1.000000,    0.005142
