Speed (TAS), Rate of Climb
 129.908664,  402.862633
 131.361431,  405.320166
 132.814198,  407.152044
 134.266965,  408.364036
 135.719732,  408.964135
 137.172499,  409.332962
 138.625266,  409.933235
 140.078033,  409.985119
 141.530800,  409.491670
 142.983567,  408.280117
 144.436334,  406.545010
 145.889101,  404.310085
 147.341868,  401.461581
 148.794635,  397.966585
 150.247402,  394.018286
 151.700169,  389.428790
 153.152936,  384.237695
 154.605703,  378.647901
 156.058470,  372.218432
 157.511237,  365.434346
 158.964004,  357.990088
 160.416771,  351.181901
 161.869538,  343.747858
 163.322305,  335.824350
 164.775072,  327.284395
 166.227839,  318.280312
 167.680606,  308.597171
 169.133373,  298.556082
 170.586140,  287.694632
 172.038907,  276.561583
 173.491674,  264.596684
 174.944441,  252.233370
 176.397208,  239.335183
 177.849975,  225.711346
 179.302742,  211.776548
 180.755509,  197.042421
 182.208276,  182.644798
 183.661043,  168.152262
 185.113810,  152.735860
 186.566577,  136.927352
 188.019344,  120.784502
 189.472110,  103.715236
 190.924877,   86.216223
 192.377644,   68.362495
 193.830411,   49.736514
 195.283178,   30.490043
 196.735945,   10.868548
 198.188712,   -9.196274
 199.641479,  -30.243207
 201.094246,  -51.685355
 202.547013,  -73.524576
 203.999780,  -95.421921
 205.452547, -117.738585
 206.905314, -140.458175
 208.358081, -163.582655
 209.810848, -187.179860
 211.263615, -211.789634
 212.716382, -236.824285
 214.169149, -262.285874
 215.621916, -288.176463
 217.074683, -314.843990
 218.527450, -342.273861
 219.980217, -370.152610
 221.432984, -398.482391
 222.885751, -427.265358
 224.338518, -456.813676
 225.791285, -486.827477
 227.244052, -516.340163
 228.696819, -546.310711
 230.149586, -576.741361
 231.602353, -607.634354
 233.055120, -639.558963
 234.507887, -672.061720
 235.960654, -705.046322
 237.413421, -738.515091
 238.866188, -772.470348
 240.318955, -806.914414
 241.771722, -842.221418
 243.224489, -878.324194
 244.677256, -914.935003
 246.130023, -952.056241
 247.582790, -989.684719
 249.035557, -1027.169698
 250.488324, -1065.164425
 251.941091, -1103.967342
 253.393858, -1143.661012
 254.846625, -1183.883355
 256.299392, -1224.636833
 257.752159, -1265.923910
 259.204926, -1307.747049
 260.657693, -1350.108715
 262.110460, -1393.011371
 263.563227, -1436.665642
 265.015994, -1481.327952
 266.468761, -1526.549834
 267.921528, -1572.333813
 269.374295, -1618.682416
 270.827062, -1665.394074
 272.279829, -1712.603704
 273.732596, -1760.382564
