Speed (TAS), Rate of Climb
 152.076910, 1973.541922
 154.462684, 2010.029010
 156.848458, 2034.771776
 159.234231, 2058.339360
 161.620005, 2078.054438
 164.005778, 2095.909807
 166.391552, 2111.367092
 168.777326, 2125.983375
 171.163099, 2137.652019
 173.548873, 2148.959812
 175.934647, 2158.205759
 178.320420, 2165.932020
 180.706194, 2175.189583
 183.091968, 2182.457253
 185.477741, 2188.739938
 187.863515, 2194.545599
 190.249289, 2198.494865
 192.635062, 2201.005297
 195.020836, 2202.962051
 197.406610, 2204.350734
 199.792383, 2203.003228
 202.178157, 2201.973113
 204.563931, 2201.073639
 206.949704, 2199.590805
 209.335478, 2194.844475
 211.721252, 2189.038787
 214.107025, 2182.547860
 216.492799, 2175.372005
 218.878573, 2167.284856
 221.264346, 2154.958887
 223.650120, 2142.736046
 226.035894, 2133.130350
 228.421667, 2122.807052
 230.807441, 2111.765139
 233.193215, 2098.856227
 235.578988, 2083.038473
 237.964762, 2066.397568
 240.350536, 2048.931473
 242.736309, 2030.638147
 245.122083, 2011.515549
 247.507857, 1994.705265
 249.893630, 1975.928169
 252.279404, 1954.050888
 254.665178, 1931.291759
 257.050951, 1907.647654
 259.436725, 1883.115446
 261.822499, 1857.692008
 264.208272, 1831.374213
 266.594046, 1804.158934
 268.979820, 1777.582726
 271.365593, 1748.649547
 273.751367, 1718.018538
 276.137141, 1686.431345
 278.522914, 1653.883967
 280.908688, 1620.372404
 283.294462, 1585.892658
 285.680235, 1550.440729
 288.066009, 1514.012616
 290.451783, 1476.851478
 292.837556, 1440.084837
 295.223330, 1402.356472
 297.609103, 1361.346270
 299.994877, 1317.769343
 302.380651, 1273.125405
 304.766424, 1227.409716
 307.152198, 1180.617532
 309.537972, 1132.744113
 311.923745, 1083.784717
 314.309519, 1031.785271
 316.695293,  978.170977
 319.081066,  923.419508
 321.466840,  867.526124
 323.852614,  810.486082
 326.238387,  752.294640
 328.624161,  692.947059
 331.009935,  632.438595
 333.395708,  569.716779
 335.781482,  501.442206
 338.167256,  430.101015
 340.553029,  357.448482
 342.938803,  283.479258
 345.324577,  208.187996
 347.710350,  131.569348
 350.096124,   53.617968
 352.481898,  -25.671494
 354.867671, -106.304384
 357.253445, -188.147227
 359.639219, -269.999840
 362.024992, -353.192260
 364.410766, -437.729832
 366.796540, -523.617906
 369.182313, -610.861827
 371.568087, -699.466945
 373.953861, -789.438606
 376.339634, -880.782159
 378.725408, -973.502950
 381.111182, -1067.034488
 383.496955, -1161.745904
 385.882729, -1257.840944
 388.268503, -1356.513090
