Ground Distance, Acceleration
   0.000000,    0.000000
  18.623565,    0.003246
  37.247175,    0.003188
  55.870786,    0.003130
  74.494962,    0.003069
  93.119186,    0.003008
 111.743410,    0.002947
 130.367634,    0.002886
 148.991858,    0.002826
 167.616082,    0.002765
 186.240306,    0.002704
 204.864530,    0.002643
 223.488754,    0.002582
 242.112977,    0.002521
 260.737998,    0.002509
 279.363086,    0.002502
 297.988174,    0.002494
 316.613263,    0.002486
 335.238351,    0.002478
 353.863439,    0.002470
 372.488528,    0.002463
 391.113616,    0.002455
 409.738704,    0.002447
 428.363793,    0.002439
 446.989654,    0.002416
 465.615581,    0.002392
 484.241508,    0.002368
 502.867434,    0.002343
 521.493361,    0.002319
 540.119288,    0.002295
 558.745215,    0.002270
 577.371142,    0.002246
 595.997069,    0.002222
 614.622996,    0.002197
 633.249675,    0.002281
 651.876418,    0.002374
 670.503161,    0.002466
 689.129904,    0.002559
 707.756647,    0.002652
 726.383391,    0.002744
 745.010134,    0.002837
 763.636877,    0.002930
 782.263620,    0.003022
 800.890363,    0.003115
 819.517981,    0.003103
 838.145674,    0.003082
 856.773367,    0.003061
 875.401060,    0.003040
 894.028753,    0.003019
 912.656445,    0.002998
 931.284138,    0.002977
 949.911831,    0.002957
 968.539524,    0.002936
 987.167217,    0.002915
1005.795774,    0.002873
1024.424405,    0.002830
1043.053035,    0.002786
1061.681666,    0.002743
1080.310297,    0.002699
1098.938928,    0.002656
1117.567558,    0.002613
1136.196189,    0.002569
1154.824820,    0.002526
1173.453451,    0.002482
1192.082866,    0.002453
1210.712349,    0.002424
1229.341832,    0.002396
1247.971314,    0.002367
1266.600797,    0.002339
1285.230280,    0.002310
1303.859762,    0.002282
1322.489245,    0.002253
1341.118728,    0.002225
1359.748210,    0.002197
1378.378445,    0.002276
1397.008744,    0.002365
1415.639042,    0.002454
1434.269341,    0.002543
1452.899640,    0.002632
1471.529938,    0.002721
1490.160237,    0.002810
1508.790536,    0.002899
1527.420834,    0.002988
1546.051133,    0.003077
1564.682295,    0.003062
1583.313531,    0.003038
1601.944767,    0.003013
1620.576003,    0.002989
1639.207239,    0.002965
1657.838475,    0.002941
1676.469711,    0.002916
1695.100947,    0.002892
1713.732183,    0.002868
1732.363419,    0.002844
1750.995497,    0.002799
1769.627648,    0.002753
1788.259798,    0.002707
1806.891949,    0.002661
1825.524100,    0.002615
1844.156250,    0.002569
1862.788401,    0.002523
1881.420551,    0.002477
1900.052702,    0.002431
1918.684852,    0.002384
1937.317759,    0.002353
1955.950729,    0.002323
1974.583700,    0.002292
1993.216670,    0.002262
2011.849641,    0.002232
2030.482612,    0.002202
2049.115582,    0.002171
2067.748553,    0.002141
2086.381523,    0.002111
2105.014494,    0.002080
2123.648181,    0.002161
2142.281929,    0.002252
2160.915678,    0.002342
2179.549426,    0.002433
2198.183174,    0.002523
2216.816923,    0.002614
2235.450671,    0.002704
2254.084419,    0.002794
2272.718168,    0.002885
2291.351916,    0.002975
2309.986491,    0.002958
2328.621136,    0.002932
2347.255781,    0.002905
2365.890427,    0.002879
2384.525072,    0.002852
2403.159717,    0.002826
2421.794362,    0.002799
2440.429008,    0.002772
2459.063653,    0.002746
2477.698298,    0.002719
2496.333749,    0.002676
2514.969268,    0.002630
2533.604788,    0.002585
2552.240307,    0.002540
2570.875826,    0.002495
2589.511346,    0.002449
2608.146865,    0.002404
2626.782384,    0.002359
2645.417904,    0.002313
2664.053423,    0.002268
2682.689663,    0.002238
2701.325965,    0.002209
2719.962266,    0.002181
2738.598568,    0.002152
2757.234869,    0.002123
2775.871171,    0.002095
2794.507472,    0.002066
2813.143774,    0.002037
2831.780075,    0.002009
2850.416377,    0.001980
2869.053365,    0.002061
2887.690413,    0.002152
2906.327460,    0.002242
2924.964507,    0.002333
2943.601554,    0.002424
2962.238601,    0.002514
2980.875648,    0.002605
2999.512696,    0.002696
3018.149743,    0.002786
3036.786790,    0.002877
3055.424640,    0.002864
3074.062559,    0.002842
3092.700478,    0.002821
3111.338397,    0.002799
3129.976316,    0.002778
3148.614234,    0.002756
3167.252153,    0.002735
3185.890072,    0.002713
3204.527991,    0.002691
3223.165910,    0.002670
3241.804619,    0.002629
3260.443396,    0.002587
3279.082173,    0.002545
3297.720950,    0.002502
3316.359727,    0.002460
3334.998504,    0.002418
3353.637280,    0.002375
3372.276057,    0.002333
3390.914834,    0.002291
3409.553611,    0.002249
3428.193103,    0.002222
3446.832656,    0.002196
3465.472208,    0.002171
3484.111761,    0.002145
3502.751314,    0.002119
3521.390867,    0.002094
3540.030420,    0.002068
3558.669972,    0.002043
3577.309525,    0.002017
3595.949078,    0.001992
3614.589321,    0.002076
3633.229624,    0.002170
3651.869926,    0.002264
3670.510229,    0.002358
3689.150531,    0.002451
3707.790834,    0.002545
3726.431136,    0.002639
3745.071439,    0.002733
3763.711741,    0.002827
3782.352043,    0.002921
3800.993162,    0.002911
3819.634351,    0.002892
3838.275539,    0.002873
3856.916727,    0.002854
3875.557916,    0.002835
3894.199104,    0.002817
3912.840293,    0.002798
3931.481481,    0.002779
3950.122669,    0.002760
3968.763858,    0.002742
3987.405858,    0.002703
4006.047928,    0.002663
4024.689998,    0.002623
4043.332068,    0.002583
4061.974138,    0.002543
4080.616208,    0.002504
4099.258278,    0.002464
4117.900347,    0.002424
4136.542417,    0.002384
4155.184487,    0.002344
4173.827301,    0.002319
4192.470178,    0.002295
4211.113055,    0.002271
4229.755932,    0.002248
4248.398809,    0.002224
4267.041685,    0.002200
4285.684562,    0.002176
4304.327439,    0.002153
4322.970316,    0.002129
4341.613193,    0.002105
4360.256795,    0.002191
4378.900459,    0.002286
4397.544123,    0.002381
4416.187787,    0.002477
4434.831451,    0.002572
4453.475115,    0.002667
4472.118779,    0.002762
4490.762443,    0.002857
4509.406106,    0.002953
4528.049770,    0.003048
4546.694289,    0.003038
4565.338880,    0.003020
4583.983471,    0.003002
4602.628063,    0.002984
4621.272654,    0.002966
4639.917245,    0.002947
4658.561837,    0.002929
4677.206428,    0.002911
4695.851019,    0.002893
4714.495611,    0.002874
4733.141054,    0.002836
4751.786570,    0.002796
4770.432086,    0.002756
4789.077603,    0.002716
4807.723119,    0.002676
4826.368635,    0.002635
4845.014151,    0.002595
4863.659667,    0.002555
4882.305183,    0.002515
4900.950700,    0.002475
4919.596999,    0.002449
4938.243365,    0.002425
4956.889731,    0.002400
4975.536097,    0.002376
4994.182464,    0.002351
5012.828830,    0.002327
5031.475196,    0.002302
5050.121562,    0.002278
5068.767928,    0.002253
5087.414294,    0.002229
5106.061423,    0.002313
5124.708617,    0.002407
5143.355810,    0.002501
5162.003004,    0.002595
5180.650197,    0.002689
5199.297391,    0.002783
5217.944584,    0.002877
5236.591778,    0.002972
5255.238972,    0.003066
5273.886165,    0.003160
5292.534247,    0.003148
5311.182404,    0.003128
5329.830562,    0.003108
5348.478719,    0.003088
5367.126877,    0.003068
5385.775034,    0.003048
5404.423191,    0.003028
5423.071349,    0.003008
5441.719506,    0.002988
5460.367664,    0.002968
