Mach, Efficiency
   0.336802,   14.755680
   0.337642,   14.802591
   0.338483,   14.849920
   0.339323,   14.897671
   0.340163,   14.945850
   0.341004,   14.994462
   0.341844,   15.043512
   0.342685,   15.093006
   0.343525,   15.142950
   0.344365,   15.193349
   0.345206,   15.244208
   0.346046,   15.295535
   0.346887,   15.347334
   0.347727,   15.399613
   0.348567,   15.452376
   0.349408,   15.505632
   0.350248,   15.559385
   0.351088,   15.613642
   0.351929,   15.668411
   0.352769,   15.723697
   0.353610,   15.779509
   0.354450,   15.810326
   0.355290,   15.832195
   0.356131,   15.854177
   0.356971,   15.876272
   0.357812,   15.898480
   0.358652,   15.920804
   0.359492,   15.943243
   0.360333,   15.965798
   0.361173,   15.988470
   0.362013,   16.011259
   0.362854,   16.034167
   0.363694,   16.057193
   0.364535,   16.080340
   0.365375,   16.103606
   0.366215,   16.126994
   0.367056,   16.150504
   0.367896,   16.174137
   0.368737,   16.197893
   0.369577,   16.221774
   0.370417,   16.245780
   0.371258,   16.269912
   0.372098,   16.294170
   0.372938,   16.318556
   0.373779,   16.343070
   0.374619,   16.367714
   0.375460,   16.392488
   0.376300,   16.417392
   0.377140,   16.442428
   0.377981,   16.467597
   0.378821,   16.492899
   0.379662,   16.518336
   0.380502,   16.543907
   0.381342,   16.569615
   0.382183,   16.595460
   0.383023,   16.621443
   0.383863,   16.647564
   0.384704,   16.673826
   0.385544,   16.700228
   0.386385,   16.726771
   0.387225,   16.753458
   0.388065,   16.780287
   0.388906,   16.807262
   0.389746,   16.834381
   0.390587,   16.861648
   0.391427,   16.889061
   0.392267,   16.916624
   0.393108,   16.944335
   0.393948,   16.972198
   0.394788,   17.000212
   0.395629,   17.028378
   0.396469,   17.056698
   0.397310,   17.085173
   0.398150,   17.113804
   0.398990,   17.142592
   0.399831,   17.171537
   0.400671,   17.200642
   0.401512,   17.229907
   0.402352,   17.259334
   0.403192,   17.288923
   0.404033,   17.318675
   0.404873,   17.348593
   0.405713,   17.378677
   0.406554,   17.408927
   0.407394,   17.439346
   0.408235,   17.469935
   0.409075,   17.500695
   0.409915,   17.531627
   0.410756,   17.562732
   0.411596,   17.594012
   0.412437,   17.625467
   0.413277,   17.657100
   0.414117,   17.688912
   0.414958,   17.720903
   0.415798,   17.745950
   0.416638,   17.741269
   0.417479,   17.736580
   0.418319,   17.731885
   0.419160,   17.727183
   0.420000,   17.722474
