Ground distance, CD
   0.000000,    0.067683
   0.015373,    0.067683
   0.168785,    0.067683
   0.339217,    0.067683
   0.509649,    0.067683
   0.680081,    0.067683
   0.850513,    0.067683
   1.020945,    0.067683
   1.191377,    0.067683
   1.361810,    0.067683
   1.532242,    0.067683
   1.702674,    0.067683
   2.119176,    0.067683
   2.566403,    0.067683
   3.013630,    0.067683
   3.460857,    0.067683
   3.908084,    0.067683
   4.355311,    0.067683
   4.802538,    0.067683
   5.249765,    0.067683
   5.696992,    0.067683
   6.144219,    0.067683
   6.834921,    0.067683
   7.556023,    0.067683
   8.277125,    0.067683
   8.998227,    0.067683
   9.719329,    0.067683
  10.440431,    0.067683
  11.161533,    0.067683
  11.882635,    0.067683
  12.603737,    0.067683
  13.324839,    0.067683
  14.286743,    0.067683
  15.278714,    0.067683
  16.270685,    0.067683
  17.262656,    0.067683
  18.254627,    0.067683
  19.246597,    0.067683
  20.238568,    0.067683
  21.230539,    0.067683
  22.222510,    0.067683
  23.214481,    0.067683
  24.444509,    0.067683
  25.704260,    0.067683
  26.964012,    0.067683
  28.223763,    0.067683
  29.483515,    0.067683
  30.743266,    0.067683
  32.003017,    0.067683
  33.262769,    0.067683
  34.522520,    0.067683
  35.782272,    0.067683
  37.277267,    0.067683
  38.801634,    0.067683
  40.326001,    0.067683
  41.850368,    0.067683
  43.374735,    0.067683
  44.899102,    0.067683
  46.423469,    0.067683
  47.947835,    0.067683
  49.472202,    0.067683
  50.996569,    0.067683
  52.753203,    0.067683
  54.538837,    0.067683
  56.324472,    0.067683
  58.110106,    0.067683
  59.895740,    0.067683
  61.681374,    0.067683
  63.467009,    0.067683
  65.252643,    0.067683
  67.038277,    0.067683
  68.823911,    0.067683
  70.838111,    0.067683
  72.880849,    0.067683
  74.923587,    0.067683
  76.966325,    0.067683
  79.009063,    0.067683
  81.051801,    0.067683
  83.094539,    0.067683
  85.137277,    0.067683
  87.180015,    0.067683
  89.222753,    0.067683
  91.490044,    0.067683
  93.785372,    0.067683
  96.080700,    0.067683
  98.376028,    0.067683
 100.671357,    0.067683
 102.966685,    0.067683
 105.262013,    0.067683
 107.557341,    0.067683
 109.852669,    0.067683
 112.147997,    0.067683
 114.663848,    0.067683
 117.207232,    0.067683
 119.750617,    0.067683
 122.294002,    0.067683
 124.837386,    0.067683
 127.380771,    0.067683
 129.924156,    0.067683
 132.467540,    0.067683
 135.010925,    0.067683
 137.554309,    0.067683
 140.314173,    0.067683
 143.101066,    0.067683
 145.887959,    0.067683
 148.674852,    0.067683
 151.461746,    0.067683
 154.248639,    0.067683
 157.035532,    0.067683
 159.822425,    0.067683
 162.609318,    0.067683
 165.396211,    0.067683
 168.395532,    0.067683
 171.421377,    0.067683
 174.447222,    0.067683
 177.473067,    0.067683
 180.498912,    0.067683
 183.524756,    0.067683
 186.550601,    0.067683
 189.576446,    0.067683
 192.602291,    0.067683
 195.628136,    0.067683
 198.862355,    0.067683
 202.122591,    0.067683
 205.382827,    0.067683
 208.643064,    0.067683
 211.903300,    0.067683
 215.163536,    0.067683
 218.423773,    0.067683
 221.684009,    0.067683
 224.944245,    0.067683
 228.204481,    0.067683
 231.668895,    0.067683
 235.158801,    0.067683
 238.648708,    0.067683
 242.138614,    0.067683
 245.628521,    0.067683
 249.118428,    0.067683
 252.608334,    0.067683
 256.098241,    0.067683
 259.588147,    0.067683
 263.078054,    0.067683
 266.767166,    0.067683
 270.481150,    0.067683
 274.195135,    0.067683
 277.909119,    0.067683
 281.623104,    0.067683
 285.337089,    0.067683
 289.051073,    0.067683
 292.765058,    0.067683
 296.479042,    0.067683
 300.193027,    0.067683
 304.101016,    0.067683
 308.033229,    0.067683
 311.965441,    0.067683
 315.897653,    0.067683
 319.829866,    0.067683
 323.762078,    0.067683
 327.694291,    0.067683
 331.626503,    0.067683
 335.558716,    0.067683
 339.490928,    0.067683
 343.612015,    0.067683
 347.756684,    0.067683
 351.901354,    0.067683
 356.046023,    0.067683
 360.190693,    0.067683
 364.335362,    0.067683
 368.480032,    0.067683
 372.624701,    0.067683
 376.769371,    0.067683
 380.914040,    0.067683
 385.242527,    0.067683
 389.593966,    0.067683
 393.945405,    0.067683
 398.296843,    0.067683
 402.648282,    0.067683
 406.999720,    0.067683
 411.351159,    0.067683
 415.702597,    0.067683
 420.054036,    0.067683
 424.405474,    0.067683
 428.935751,    0.067683
 433.488357,    0.067683
 438.040963,    0.067683
 442.593569,    0.067683
 447.146175,    0.067683
 451.698781,    0.067683
 456.251387,    0.067683
 460.803994,    0.067683
 465.356600,    0.067683
 469.909206,    0.067683
 474.635749,    0.067683
 479.384011,    0.067683
 484.132272,    0.067683
 488.880534,    0.067683
 493.628795,    0.067683
 498.377056,    0.067683
 503.125318,    0.067683
 507.873579,    0.067683
 512.621841,    0.067683
 517.370102,    0.067683
 522.287483,    0.067683
 527.225979,    0.067683
 532.164476,    0.067683
 537.102972,    0.067683
 542.041469,    0.067683
 546.979965,    0.067683
 551.918462,    0.067683
 556.856959,    0.067683
 561.795455,    0.067683
 566.733952,    0.067683
 571.836835,    0.067683
 576.960243,    0.067683
 582.083652,    0.067683
 587.207060,    0.067683
 592.330468,    0.067683
 597.453877,    0.067683
 602.577285,    0.067683
 607.700694,    0.067683
 612.824102,    0.067683
 617.947510,    0.067683
 623.230690,    0.067683
 628.533819,    0.067683
 633.836948,    0.067683
 639.140077,    0.067683
 644.443206,    0.067683
 649.746335,    0.067683
 655.049464,    0.067683
 660.352593,    0.067683
 665.655722,    0.067683
 670.958851,    0.067683
 676.417244,    0.067683
 681.895024,    0.067683
 687.372804,    0.067683
 692.850584,    0.067683
 698.328364,    0.067683
 703.806143,    0.067683
 709.283923,    0.067683
 714.761703,    0.067683
 720.239483,    0.067683
 725.717263,    0.067683
 731.303522,    0.067683
 736.903326,    0.067683
 742.503130,    0.067683
 748.102934,    0.067683
 750.429016,    0.067683
 756.112488,    0.068588
 761.795960,    0.069493
 767.479432,    0.070398
 773.162904,    0.071303
 778.846375,    0.072207
 784.568708,    0.073069
 790.379849,    0.073830
 796.190990,    0.074591
 802.002132,    0.075351
 807.813273,    0.076112
 813.624414,    0.076873
 819.435555,    0.077634
 825.246697,    0.078395
 831.057838,    0.079156
 836.868979,    0.079917
 842.727488,    0.080903
 848.694245,    0.082404
 854.661002,    0.083904
 860.627759,    0.085404
 866.594516,    0.086905
 872.561273,    0.088405
 878.528030,    0.089905
 884.494787,    0.091406
 890.461544,    0.092906
 896.428301,    0.094406
 902.439491,    0.095917
 908.552225,    0.097452
 914.664958,    0.098986
 920.777691,    0.100521
 926.890425,    0.102055
 933.003158,    0.103590
 939.115891,    0.105125
 945.228625,    0.106659
 951.341358,    0.108194
 957.454091,    0.109728
 961.706192,    0.110796
 967.934738,    0.117464
 974.163284,    0.124131
 980.391830,    0.130799
 986.620376,    0.137466
 992.848922,    0.144134
 999.077468,    0.150802
1005.306014,    0.157469
1011.534560,    0.164137
1017.763106,    0.170805
1023.991652,    0.177472
1030.261056,    0.177472
1036.530460,    0.177472
1042.799864,    0.177472
1049.069269,    0.177472
1055.338673,    0.177472
1061.618214,    0.177472
1067.897755,    0.177472
1074.177297,    0.177472
1080.456838,    0.177472
1086.736379,    0.177472
1093.011579,    0.177472
1099.286780,    0.177472
1105.561980,    0.177472
