Ground Distance, 
   0.000000,   62.464885
 244.526551,   62.464885
 254.815822,   61.674904
 265.105094,   60.884924
 275.394365,   60.094944
 285.683637,   59.304963
 295.972908,   58.514983
 306.262180,   57.725002
 316.551451,   56.935022
 326.840723,   56.145041
 337.129994,   55.355061
 337.923087,   55.335493
 345.838624,   55.140337
 400.307209,   53.804303
 411.041852,   53.542426
 421.724295,   53.282293
 432.354885,   53.023890
 442.933966,   52.767205
 445.043631,   52.716073
 445.097186,   52.714775
 445.121746,   52.714180
 445.146061,   52.713591
 445.160717,   52.713236
 445.165593,   52.713117
 445.168368,   52.713050
 445.168762,   52.713040
 445.169167,   52.713019
 445.173219,   52.712814
 445.213730,   52.710762
 445.618755,   52.690236
 449.660320,   52.484515
 460.342087,   51.932767
 467.171980,   51.573727
 470.312232,   51.406973
 473.695863,   51.226068
 506.867854,   49.381265
 554.801279,   46.461389
 599.743270,   43.399501
 641.555497,   40.203338
 680.108495,   36.882895
 715.283912,   33.450398
 746.976701,   29.920197
 775.097154,   26.308594
 777.485138,   25.975241
 778.896876,   25.775893
 779.431719,   25.699916
 779.984834,   25.621066
 785.422309,   24.830059
 808.397165,   21.105280
 827.607336,   17.303957
 842.986340,   13.446461
 854.488740,    9.554435
 862.091175,    5.650311
 865.711235,    1.928813
 865.989170,    1.250553
 866.132711,    0.672177
 866.189155,    0.123034
 866.190737,    0.053919
 866.191093,    0.012500
 866.191112,   -0.003694
