Ground Distance, 
   0.000000,   15.240000
 244.526551,    2.424907
 254.815822,    1.915700
 265.105094,    1.466521
 275.394365,    1.077326
 285.683637,    0.748073
 295.972908,    0.478730
 306.262180,    0.269270
 316.551451,    0.119670
 326.840723,    0.029917
 337.129994,    0.000000
 337.923087,    0.000000
 345.838624,    0.000000
 400.307209,    0.000000
 411.041852,    0.000000
 421.724295,    0.000000
 432.354885,    0.000000
 442.933966,    0.000000
 445.043631,    0.000000
 445.097186,    0.000000
 445.121746,    0.000000
 445.146061,    0.000000
 445.160717,    0.000000
 445.165593,    0.000000
 445.168368,    0.000000
 445.168762,    0.000000
 445.169167,    0.000000
 445.173219,    0.000000
 445.213730,    0.000000
 445.618755,    0.000000
 449.660320,    0.000000
 460.342087,    0.000000
 467.171980,    0.000000
 470.312232,    0.000000
 473.695863,    0.000000
 506.867854,    0.000000
 554.801279,    0.000000
 599.743270,    0.000000
 641.555497,    0.000000
 680.108495,    0.000000
 715.283912,    0.000000
 746.976701,    0.000000
 775.097154,    0.000000
 777.485138,    0.000000
 778.896876,    0.000000
 779.431719,    0.000000
 779.984834,    0.000000
 785.422309,    0.000000
 808.397165,    0.000000
 827.607336,    0.000000
 842.986340,    0.000000
 854.488740,    0.000000
 862.091175,    0.000000
 865.711235,    0.000000
 865.989170,    0.000000
 866.132711,    0.000000
 866.189155,    0.000000
 866.190737,    0.000000
 866.191093,    0.000000
 866.191112,    0.000000
