Ground distance, CL
   0.000000,    2.185125
  34.569533,    1.872285
  69.135709,    1.872285
 103.696730,    1.872500
 138.252467,    1.872934
 172.803174,    1.873154
 207.348722,    1.873154
 241.889276,    1.873369
 276.424706,    1.873803
 310.955040,    1.874023
 345.480147,    1.874023
 380.000237,    1.874238
 414.515182,    1.874672
 449.025231,    1.874892
 483.530259,    1.874892
 518.030434,    1.875107
 552.525632,    1.875541
 587.016054,    1.875761
 621.501578,    1.875761
 655.982371,    1.875761
 690.458314,    1.875761
 724.929602,    1.875976
 759.396116,    1.876410
 793.857996,    1.876630
 828.315123,    1.876630
 862.767692,    1.876845
 897.215586,    1.877279
 931.659000,    1.877499
 966.097819,    1.877499
1000.532195,    1.877499
1034.962012,    1.877499
1069.387454,    1.877714
1103.808407,    1.878148
1138.224875,    1.878368
1172.636743,    1.878368
1207.044175,    1.878368
1241.447058,    1.878368
1275.845568,    1.878583
1310.239593,    1.879017
1344.629244,    1.879237
1379.014408,    1.879237
1413.395241,    1.879237
1447.771634,    1.879237
1482.143789,    1.879452
1516.511597,    1.879886
1550.875279,    1.880106
1585.234730,    1.880106
1619.590060,    1.880106
1653.941165,    1.880106
1688.288215,    1.880106
1722.631106,    1.880106
1756.970016,    1.880321
1791.304844,    1.880755
1825.635683,    1.880975
1859.962431,    1.880975
1894.285216,    1.880975
1928.603935,    1.880975
1962.918749,    1.880975
1997.229558,    1.880975
2031.536553,    1.881190
2065.839638,    1.881624
2100.138976,    1.881844
2134.434473,    1.881844
2168.726220,    1.881844
2203.014121,    1.881844
2237.298293,    1.881844
2271.578639,    1.881844
2305.855302,    1.881844
2340.128189,    1.881844
2374.397465,    1.881844
2408.663039,    1.881844
2442.925097,    1.881844
2477.183549,    1.881844
2511.438595,    1.882059
2545.690148,    1.882493
2579.938393,    1.882713
2614.183245,    1.882713
2648.424747,    1.882713
2682.662812,    1.882713
2716.897517,    1.882713
2751.128773,    1.882713
2785.356671,    1.882713
2819.581123,    1.882713
2853.802231,    1.882713
2888.019910,    1.882713
2922.234273,    1.882713
2956.445234,    1.882713
2990.652919,    1.882713
3024.857242,    1.882713
3059.058336,    1.882713
3093.256118,    1.882713
3127.450725,    1.882713
3161.642077,    1.882713
3195.830314,    1.882713
3230.015357,    1.882713
3264.197346,    1.882713
3298.376205,    1.882713
3332.552072,    1.882713
3366.724871,    1.882713
3400.894737,    1.882713
3435.061595,    1.882713
3469.225572,    1.882713
3503.386597,    1.882713
3537.544787,    1.882713
3571.700071,    1.882713
3605.852558,    1.882713
3640.002177,    1.882713
3674.149025,    1.882713
3708.293033,    1.882713
3742.434287,    1.882713
3776.572715,    1.882713
3810.708394,    1.882713
3844.841252,    1.882713
3878.971354,    1.882713
3913.098627,    1.882713
3947.223127,    1.882713
3981.344780,    1.882713
4015.463631,    1.882713
4049.579609,    1.882713
4083.692749,    1.882713
4117.802979,    1.882713
4151.910329,    1.882713
4186.014725,    1.882713
4220.116195,    1.882713
4254.214663,    1.882713
4288.310156,    1.882713
4322.402597,    1.882713
4356.492012,    1.882713
4390.578324,    1.882713
4424.661564,    1.882713
4458.741651,    1.882713
4492.818622,    1.882713
4526.892396,    1.882713
4560.963014,    1.882713
4595.030397,    1.882713
4629.094592,    1.882713
4663.155520,    1.882713
4697.213239,    1.882713
4731.267666,    1.882713
4765.318870,    1.882713
4799.366768,    1.882713
4833.411440,    1.882713
4867.452802,    1.882713
4901.490942,    1.882713
4935.525778,    1.882713
4969.557407,    1.882713
5003.585748,    1.882713
5037.610904,    1.882713
5071.632796,    1.882713
5105.651534,    1.882713
5139.667038,    1.882713
5173.679425,    1.882713
5207.688616,    1.882713
5241.694730,    1.882713
5275.697690,    1.882713
5309.697617,    1.882713
5343.694433,    1.882713
5377.688261,    1.882713
5411.679024,    1.882713
5445.666841,    1.882713
5479.651637,    1.882713
5513.633527,    1.882713
5547.612438,    1.882713
5581.588479,    1.882713
5615.561578,    1.882713
5649.531837,    1.882713
5683.499185,    1.882713
5717.463717,    1.882713
5751.425360,    1.882713
5785.384204,    1.882713
5819.340176,    1.882713
5853.293356,    1.882713
5887.243673,    1.882713
5921.191197,    1.882713
5955.135857,    1.882713
5989.077716,    1.882713
6023.016704,    1.882713
6056.952875,    1.882713
6090.886158,    1.882713
6124.816603,    1.882713
6158.744138,    1.882713
6192.668807,    1.882713
6226.590538,    1.882713
6260.509373,    1.882713
6294.425237,    1.882713
6328.338171,    1.882713
6362.248100,    1.882713
6396.155064,    1.882713
6430.058988,    1.882713
6463.959913,    1.882713
6497.857762,    1.882713
6531.752580,    1.882713
6565.644289,    1.882713
6599.532938,    1.882713
6633.418449,    1.882713
6667.300876,    1.882713
6701.180140,    1.882713
6735.056301,    1.882713
6768.929279,    1.882713
6802.799143,    1.882713
6836.665811,    1.882713
6870.529358,    1.882713
6904.389705,    1.882713
6938.246931,    1.882713
6972.100958,    1.882713
7005.951873,    1.882713
7039.799596,    1.882713
7073.644221,    1.882713
7107.485669,    1.882713
7141.324038,    1.882713
7175.159251,    1.882713
7208.991409,    1.882713
7242.820435,    1.882713
7276.646436,    1.882713
7310.469332,    1.882713
7344.289233,    1.882713
7378.106062,    1.882713
7411.919926,    1.882713
7445.730751,    1.882713
7479.538642,    1.882713
7513.343525,    1.882713
7547.145505,    1.882713
7580.944507,    1.882713
7614.740633,    1.882713
7648.533809,    1.882713
7682.324132,    1.882713
7716.111529,    1.882713
7749.896093,    1.882713
7783.677750,    1.882713
7817.456587,    1.882713
7851.232532,    1.882713
7885.005664,    1.882713
7918.775912,    1.882713
7952.543351,    1.882713
7986.307908,    1.882713
8020.069652,    1.882713
8053.828510,    1.882713
8087.584547,    1.882713
8121.337689,    1.882713
8155.087997,    1.882713
8188.835396,    1.882713
8222.579942,    1.882713
8256.321563,    1.882713
8290.060309,    1.882713
8323.796108,    1.882713
8357.529011,    1.882713
