Speed (TAS), Efficiency
 127.945196,   13.955080
 129.417796,   14.059937
 130.890396,   14.157665
 132.362996,   14.248316
 133.835596,   14.331992
 135.308196,   14.408853
 136.780796,   14.479107
 138.253396,   14.543016
 139.725996,   14.600672
 141.198596,   14.649541
 142.671196,   14.692636
 144.143796,   14.730392
 145.616396,   14.761215
 147.088996,   14.784748
 148.561596,   14.803954
 150.034196,   14.816216
 151.506796,   14.822269
 152.979396,   14.825155
 154.451996,   14.818768
 155.924596,   14.810129
 157.397196,   14.794259
 158.869796,   14.774931
 160.342396,   14.749789
 161.814996,   14.720855
 163.287596,   14.686621
 164.760196,   14.649267
 166.232796,   14.606202
 167.705396,   14.561692
 169.177996,   14.510124
 170.650596,   14.458474
 172.123196,   14.400091
 173.595796,   14.340389
 175.068396,   14.277882
 176.540996,   14.210577
 178.013596,   14.143348
 179.486196,   14.070893
 180.958796,   13.996640
 182.431396,   13.922570
 183.903996,   13.842424
 185.376596,   13.761950
 186.849196,   13.681776
 188.321796,   13.596180
 189.794396,   13.510244
 191.266996,   13.424731
 192.739596,   13.335854
 194.212196,   13.245221
 195.684796,   13.155136
 197.157396,   13.065032
 198.629996,   12.970455
 200.102596,   12.876549
 201.575196,   12.783314
 203.047796,   12.689327
 204.520396,   12.592315
 205.992996,   12.496091
 207.465596,   12.400651
 208.938196,   12.305523
 210.410796,   12.206971
 211.883396,   12.109310
 213.355996,   12.012534
 214.828596,   11.916638
 216.301196,   11.819411
 217.773796,   11.721102
 219.246396,   11.623765
 220.718996,   11.527391
 222.191596,   11.431973
 223.664196,   11.335744
 225.136796,   11.238519
 226.609396,   11.142326
 228.081996,   11.047154
 229.554596,   10.952993
 231.027196,   10.859834
 232.499796,   10.764873
 233.972396,   10.670488
 235.444996,   10.577163
 236.917596,   10.484887
 238.390196,   10.393646
 239.862796,   10.303428
 241.335396,   10.212635
 242.807996,   10.121655
 244.280596,   10.031744
 245.753196,    9.942886
 247.225796,    9.855069
 248.698396,    9.768278
 250.170996,    9.682501
 251.643596,    9.596653
 253.116196,    9.510515
 254.588796,    9.425420
 256.061396,    9.341354
 257.533996,    9.258302
 259.006596,    9.176250
 260.479196,    9.095184
 261.951796,    9.015090
 263.424396,    8.935332
 264.896996,    8.855197
 266.369596,    8.776051
 267.842196,    8.697881
 269.314796,    8.620671
 270.787396,    8.544407
 272.259996,    8.469076
 273.732596,    8.394664
