V/VsTO, Thrust - Yawing Moment
   0.303036, 39430.281725
   0.306357, 40299.293753
   0.309679, 41177.777854
   0.313000, 42065.734028
   0.316321, 42963.162275
   0.319642, 43870.062594
   0.322963, 44786.434986
   0.326284, 45712.279450
   0.329605, 46647.595988
   0.332926, 47592.384598
   0.336248, 48546.645280
   0.339569, 49510.378036
   0.342890, 50483.582864
   0.346211, 51466.259765
   0.349532, 52458.408738
   0.352853, 53460.029784
   0.356174, 54471.122903
   0.359496, 55491.688095
   0.362817, 56521.725359
   0.366138, 57561.234696
   0.369459, 58610.216106
   0.372780, 59668.669589
   0.376101, 60736.595144
   0.379422, 61813.992772
   0.382744, 62900.862472
   0.386065, 63997.204245
   0.389386, 65103.018091
   0.392707, 66218.304010
   0.396028, 67343.062001
   0.399349, 68477.292065
   0.402670, 69620.994202
   0.405992, 70774.168412
   0.409313, 71936.814694
   0.412634, 73108.933049
   0.415955, 74290.523476
   0.419276, 75481.585977
   0.422597, 76682.120550
   0.425918, 77892.127195
   0.429240, 79111.605914
   0.432561, 80340.556705
   0.435882, 81578.979569
   0.439203, 82826.874505
   0.442524, 84084.241514
   0.445845, 85351.080596
   0.449166, 86627.391751
   0.452488, 87913.174978
   0.455809, 89208.430278
   0.459130, 90513.157651
   0.462451, 91827.357096
   0.465772, 93151.028614
   0.469093, 94484.172205
   0.472414, 95826.787869
   0.475735, 97178.875605
   0.479057, 98540.435414
   0.482378, 99911.467296
   0.485699, 101291.971250
   0.489020, 102681.947277
   0.492341, 104081.395377
   0.495662, 105490.315549
   0.498983, 106908.707794
   0.502305, 108336.572112
   0.505626, 109773.908503
   0.508947, 111220.716966
   0.512268, 112676.997502
   0.515589, 114142.750111
   0.518910, 115617.974792
   0.522231, 117102.671546
   0.525553, 118596.840373
   0.528874, 120100.481272
   0.532195, 121613.594245
   0.535516, 123136.179289
   0.538837, 124668.236407
   0.542158, 126209.765597
   0.545479, 127760.766860
   0.548801, 129321.240196
   0.552122, 130891.185605
   0.555443, 132470.603086
   0.558764, 134059.492639
   0.562085, 135657.854266
   0.565406, 137265.687965
   0.568727, 138882.993737
   0.572049, 140509.771582
   0.575370, 142146.021499
   0.578691, 143791.743489
   0.582012, 145446.937552
   0.585333, 147111.603687
   0.588654, 148785.741895
   0.591975, 150469.352176
   0.595297, 152162.434530
   0.598618, 153864.988956
   0.601939, 155577.015455
   0.605260, 157298.514027
   0.608581, 159029.484671
   0.611902, 160769.927388
   0.615223, 162519.842178
   0.618544, 164279.229040
   0.621866, 166048.087975
   0.625187, 167826.418983
   0.628508, 169614.222064
