Ground Distance, 
   0.000000,  126.720219
 787.639352,  126.720219
 824.646390,  125.095601
 861.653429,  123.470983
 898.660468,  121.846365
 935.667506,  120.221747
 972.674545,  118.597128
1009.681584,  116.972510
1046.688622,  115.347892
1083.695661,  113.723274
1120.702699,  112.098656
1123.401227,  112.068992
1150.347272,  111.772982
1337.266456,  109.729283
1374.238936,  109.327025
1411.075987,  108.926887
1447.778321,  108.528851
1484.346647,  108.132900
1491.949805,  108.050654
1492.088829,  108.049151
1492.181420,  108.048149
1492.208562,  108.047852
1492.233508,  108.047548
1492.482960,  108.044506
1494.977092,  108.014045
1519.879383,  107.705049
1664.029667,  105.727535
1806.800529,  103.397770
1941.376200,  100.780181
1980.998154,   99.916716
2022.897437,   98.951440
2138.668808,   95.967854
2249.654008,   92.584690
2351.957503,   88.890871
2445.482891,   84.895589
2530.404059,   80.607492
2606.988217,   76.038442
2675.575441,   71.202665
2736.559731,   66.115561
2790.367554,   60.792569
2801.751453,   59.539032
2808.960422,   58.718370
2812.912859,   58.259113
2816.712588,   57.811223
2853.061065,   53.175045
2865.343622,   51.442067
2872.947971,   50.319489
2875.710676,   49.901528
2878.682331,   49.445629
2906.870211,   44.749881
2918.933729,   42.495329
2934.443206,   39.318578
2936.140661,   38.948752
2937.371674,   38.677529
2938.472283,   38.432862
2949.091369,   35.957624
2974.671362,   28.857506
2994.911614,   21.212348
2997.207921,   20.133413
2998.208876,   19.642484
2998.624296,   19.434714
2999.283214,   19.100018
3005.238701,   15.718543
3015.193846,    6.690987
3016.228399,    4.818865
3016.727650,    3.573076
3017.055094,    2.425694
3017.248078,    1.346881
3017.328550,    0.334971
3017.333541,    0.080284
3017.333829,    0.018567
3017.333837,   -0.013270
