Speed (CAS), Efficiency
  58.985507,    8.936977
  59.739517,    9.621709
  60.493527,   10.156240
  61.247537,   10.541833
  62.001547,   10.922505
  62.755557,   11.198166
  63.509567,   11.491698
  64.263577,   11.766318
  65.017587,   12.004400
  65.771596,   12.255269
  66.525606,   12.513917
  67.279616,   12.733934
  68.033626,   12.964441
  68.787636,   13.206160
  69.541646,   13.439455
  70.295656,   13.643688
  71.049666,   13.856531
  71.803676,   14.078499
  72.557686,   14.306944
  73.311696,   14.483884
  74.065706,   14.667155
  74.819716,   14.857071
  75.573726,   15.053969
  76.327735,   15.252418
  77.081745,   15.392911
  77.835755,   15.537435
  78.589765,   15.686147
  79.343775,   15.839208
  80.097785,   15.996791
  80.851795,   16.140383
  81.605805,   16.229930
  82.359815,   16.321321
  83.113825,   16.414602
  83.867835,   16.509820
  84.621845,   16.607024
  85.375855,   16.706265
  86.129865,   16.787598
  86.883874,   16.811707
  87.637884,   16.836096
  88.391894,   16.860768
  89.145904,   16.885724
  89.899914,   16.910968
  90.653924,   16.936500
  91.407934,   16.962325
  92.161944,   16.988442
  92.915954,   16.970758
  93.669964,   16.931495
  94.423974,   16.892099
  95.177984,   16.852573
  95.931994,   16.812918
  96.686003,   16.773139
  97.440013,   16.733239
  98.194023,   16.693220
  98.948033,   16.653086
  99.702043,   16.612840
 100.456053,   16.572485
 101.210063,   16.487693
 101.964073,   16.390909
 102.718083,   16.294549
 103.472093,   16.198618
 104.226103,   16.103121
 104.980113,   16.008061
 105.734123,   15.913444
 106.488133,   15.819274
 107.242142,   15.725555
 107.996152,   15.632290
 108.750162,   15.539482
 109.504172,   15.447136
 110.258182,   15.355254
 111.012192,   15.263840
 111.766202,   15.158892
 112.520212,   15.026307
 113.274222,   14.895154
 114.028232,   14.765416
 114.782242,   14.637081
 115.536252,   14.510133
 116.290262,   14.384559
 117.044272,   14.260344
 117.798281,   14.137473
 118.552291,   14.015932
 119.306301,   13.895708
 120.060311,   13.776786
 120.814321,   13.659152
 121.568331,   13.542792
 122.322341,   13.427692
 123.076351,   13.313839
 123.830361,   13.201218
 124.584371,   13.089815
 125.338381,   12.979618
 126.092391,   12.870612
 126.846401,   12.762784
 127.600411,   12.634008
 128.354420,   12.502245
 129.108430,   12.372449
 129.862440,   12.244584
 130.616450,   12.118613
 131.370460,   11.994501
 132.124470,   11.872212
 132.878480,   11.751712
 133.632490,   11.632969
