Speed (TAS), Climb Angle
  78.235122,    2.891206
  79.462470,    2.941229
  80.689818,    2.942911
  81.917166,    2.935974
  83.144514,    2.922205
  84.371862,    2.901358
  85.599210,    2.874929
  86.826558,    2.845140
  88.053906,    2.808621
  89.281254,    2.772531
  90.508602,    2.729096
  91.735950,    2.684532
  92.963298,    2.640201
  94.190646,    2.595633
  95.417994,    2.551269
  96.645342,    2.507108
  97.872690,    2.456275
  99.100038,    2.405450
 100.327386,    2.354740
 101.554734,    2.301110
 102.782082,    2.244186
 104.009430,    2.187298
 105.236778,    2.135368
 106.464126,    2.080872
 107.691474,    2.021637
 108.918822,    1.962339
 110.146170,    1.902976
 111.373518,    1.843549
 112.600866,    1.776653
 113.828214,    1.707110
 115.055562,    1.637393
 116.282910,    1.571177
 117.510258,    1.507850
 118.737606,    1.442893
 119.964954,    1.371042
 121.192302,    1.298932
 122.419650,    1.226562
 123.646998,    1.153933
 124.874346,    1.081044
 126.101694,    1.007895
 127.329042,    0.931537
 128.556390,    0.852173
 129.783738,    0.772460
 131.011086,    0.692395
 132.238434,    0.611980
 133.465782,    0.531215
 134.693130,    0.450098
 135.920478,    0.368631
 137.147826,    0.286739
 138.375174,    0.196580
 139.602522,    0.107729
 140.829870,    0.018454
 142.057218,   -0.071246
 143.284566,   -0.161370
 144.511914,   -0.251919
 145.739262,   -0.342892
 146.966610,   -0.434292
 148.193958,   -0.526116
 149.421306,   -0.618367
 150.648654,   -0.711985
 151.876002,   -0.812951
 153.103350,   -0.914406
 154.330698,   -1.016350
 155.558046,   -1.118783
 156.785394,   -1.221706
 158.012742,   -1.325118
 159.240090,   -1.429022
 160.467438,   -1.533416
 161.694786,   -1.638068
 162.922134,   -1.742970
 164.149482,   -1.848365
 165.376830,   -1.954253
 166.604178,   -2.060633
 167.831526,   -2.167507
 169.058874,   -2.275763
 170.286222,   -2.390514
 171.513570,   -2.505812
 172.740918,   -2.621535
 173.968266,   -2.737405
 175.195614,   -2.853822
 176.422962,   -2.970789
 177.650310,   -3.088305
 178.877658,   -3.206371
 180.105006,   -3.324988
 181.332354,   -3.444157
 182.559702,   -3.563879
 183.787050,   -3.684153
 185.014398,   -3.804807
 186.241746,   -3.926009
 187.469094,   -4.047767
 188.696442,   -4.170081
 189.923790,   -4.292952
 191.151138,   -4.416381
 192.378486,   -4.540369
 193.605834,   -4.664916
 194.833182,   -4.790023
 196.060530,   -4.915530
 197.287878,   -5.045425
 198.515226,   -5.176959
 199.742574,   -5.309090
