Time, CL
   0.000000,    1.999315
   0.500000,    1.667686
   1.000000,    1.666561
   1.500000,    1.665592
   2.000000,    1.664667
   2.500000,    1.663742
   3.000000,    1.662817
   3.500000,    1.661531
   4.000000,    1.660143
   4.500000,    1.659117
   5.000000,    1.658192
   5.500000,    1.656906
   6.000000,    1.655518
   6.500000,    1.654492
   7.000000,    1.653567
   7.500000,    1.652281
   8.000000,    1.650893
   8.500000,    1.649867
   9.000000,    1.648942
   9.500000,    1.647656
  10.000000,    1.646268
  10.500000,    1.645242
  11.000000,    1.644317
  11.500000,    1.642669
  12.000000,    1.640819
  12.500000,    1.639692
  13.000000,    1.638767
  13.500000,    1.637842
  14.000000,    1.636917
  14.500000,    1.635992
  15.000000,    1.635067
  15.500000,    1.633419
  16.000000,    1.631569
  16.500000,    1.630442
  17.000000,    1.629517
  17.500000,    1.628592
  18.000000,    1.627667
  18.500000,    1.626742
  19.000000,    1.625817
  19.500000,    1.624169
  20.000000,    1.622319
  20.500000,    1.621192
  21.000000,    1.620267
  21.500000,    1.619342
  22.000000,    1.618417
  22.500000,    1.617492
  23.000000,    1.616567
  23.500000,    1.614919
  24.000000,    1.613069
  24.500000,    1.611942
  25.000000,    1.611017
  25.500000,    1.610092
  26.000000,    1.609167
  26.500000,    1.608242
  27.000000,    1.607317
  27.500000,    1.606031
  28.000000,    1.604643
  28.500000,    1.603617
  29.000000,    1.602692
  29.500000,    1.601406
  30.000000,    1.600018
  30.500000,    1.598992
  31.000000,    1.598067
  31.500000,    1.597142
  32.000000,    1.596217
  32.500000,    1.594569
  33.000000,    1.592719
  33.500000,    1.591592
  34.000000,    1.590667
  34.500000,    1.589742
  35.000000,    1.588817
  35.500000,    1.587892
  36.000000,    1.586967
  36.500000,    1.585681
  37.000000,    1.584293
  37.500000,    1.583267
  38.000000,    1.582342
  38.500000,    1.581417
  39.000000,    1.580492
  39.500000,    1.579206
  40.000000,    1.577818
  40.500000,    1.576792
  41.000000,    1.575867
  41.500000,    1.574581
  42.000000,    1.573193
  42.500000,    1.572167
  43.000000,    1.571242
  43.500000,    1.570317
  44.000000,    1.569392
  44.500000,    1.568106
  45.000000,    1.566718
  45.500000,    1.565692
  46.000000,    1.564767
  46.500000,    1.563481
  47.000000,    1.562093
  47.500000,    1.561067
  48.000000,    1.560142
  48.500000,    1.559217
  49.000000,    1.558292
  49.500000,    1.557006
  50.000000,    1.555618
  50.500000,    1.554592
  51.000000,    1.553667
  51.500000,    1.552742
  52.000000,    1.551817
  52.500000,    1.550531
  53.000000,    1.549143
  53.500000,    1.548117
  54.000000,    1.547192
  54.500000,    1.545906
  55.000000,    1.544518
  55.500000,    1.543492
  56.000000,    1.542567
  56.500000,    1.541642
  57.000000,    1.540717
  57.500000,    1.539431
  58.000000,    1.538043
  58.500000,    1.537017
  59.000000,    1.536092
  59.500000,    1.535167
  60.000000,    1.534242
  60.500000,    1.532956
  61.000000,    1.531568
  61.500000,    1.530542
  62.000000,    1.529617
  62.500000,    1.528692
  63.000000,    1.527767
  63.500000,    1.526481
  64.000000,    1.525093
  64.500000,    1.524067
  65.000000,    1.523142
  65.500000,    1.522217
  66.000000,    1.521292
  66.500000,    1.520006
  67.000000,    1.518618
  67.500000,    1.517592
  68.000000,    1.516667
  68.500000,    1.515742
  69.000000,    1.514817
  69.500000,    1.513531
  70.000000,    1.512143
  70.500000,    1.511117
  71.000000,    1.510192
  71.500000,    1.509267
  72.000000,    1.508342
  72.500000,    1.507056
  73.000000,    1.505668
  73.500000,    1.504642
  74.000000,    1.503717
  74.500000,    1.502792
  75.000000,    1.501867
  75.500000,    1.500942
  76.000000,    1.500017
  76.500000,    1.498731
  77.000000,    1.497343
  77.500000,    1.496317
  78.000000,    1.495392
  78.500000,    1.494467
  79.000000,    1.493542
  79.500000,    1.492256
  80.000000,    1.490868
  80.500000,    1.489842
  81.000000,    1.488917
  81.500000,    1.487992
  82.000000,    1.487067
  82.500000,    1.486142
  83.000000,    1.485217
  83.500000,    1.483931
  84.000000,    1.482543
  84.500000,    1.481517
  85.000000,    1.480592
  85.500000,    1.479667
  86.000000,    1.478742
  86.500000,    1.477817
  87.000000,    1.476892
  87.500000,    1.475967
  88.000000,    1.475042
  88.500000,    1.473756
  89.000000,    1.472368
  89.500000,    1.471342
  90.000000,    1.470417
  90.500000,    1.469492
  91.000000,    1.468567
  91.500000,    1.467642
  92.000000,    1.466717
  92.500000,    1.465792
  93.000000,    1.464867
  93.500000,    1.463581
  94.000000,    1.462193
  94.500000,    1.461167
  95.000000,    1.460242
  95.500000,    1.459317
  96.000000,    1.458392
  96.500000,    1.457467
  97.000000,    1.456542
  97.500000,    1.455617
  98.000000,    1.454692
  98.500000,    1.453767
  99.000000,    1.452842
  99.500000,    1.451556
 100.000000,    1.450168
 100.500000,    1.449142
 101.000000,    1.448217
 101.500000,    1.447292
 102.000000,    1.446367
 102.500000,    1.445442
 103.000000,    1.444517
 103.500000,    1.443592
 104.000000,    1.442667
 104.500000,    1.441742
 105.000000,    1.440817
 105.500000,    1.439892
 106.000000,    1.438967
 106.500000,    1.438042
 107.000000,    1.437117
 107.500000,    1.436192
 108.000000,    1.435267
 108.500000,    1.434342
 109.000000,    1.433417
 109.500000,    1.432492
 110.000000,    1.431567
 110.500000,    1.430642
 111.000000,    1.429717
 111.500000,    1.428792
 112.000000,    1.427867
 112.500000,    1.426942
 113.000000,    1.426017
 113.500000,    1.425092
 114.000000,    1.424167
 114.500000,    1.423242
 115.000000,    1.422317
 115.500000,    1.421392
 116.000000,    1.420467
 116.500000,    1.419542
 117.000000,    1.418617
 117.500000,    1.417692
 118.000000,    1.416767
 118.500000,    1.415842
 119.000000,    1.414917
 119.500000,    1.413992
 120.000000,    1.413067
