Mach, Rate of Climb
   0.241058,   88.494012
   0.244280,   99.928712
   0.247501,  110.594198
   0.250723,  120.484361
   0.253945,  129.636736
   0.257166,  138.174977
   0.260388,  145.950008
   0.263610,  152.973072
   0.266831,  159.260109
   0.270053,  165.084914
   0.273274,  170.164611
   0.276496,  174.387079
   0.279718,  177.931649
   0.282939,  181.070994
   0.286161,  183.720537
   0.289383,  185.346591
   0.292604,  186.416065
   0.295826,  187.165723
   0.299048,  187.095720
   0.302269,  186.554020
   0.305491,  185.358773
   0.308712,  183.374313
   0.311934,  181.433366
   0.315156,  178.355994
   0.318377,  175.080873
   0.321599,  170.661183
   0.324821,  166.436775
   0.328042,  161.070946
   0.331264,  155.571233
   0.334486,  148.889228
   0.337707,  142.173534
   0.340929,  134.698920
   0.344150,  126.620395
   0.347372,  118.137477
   0.350594,  108.631653
   0.353815,   99.075114
   0.357037,   88.664784
   0.360259,   77.502885
   0.363480,   66.112246
   0.366702,   53.832409
   0.369924,   40.952970
   0.373145,   27.787598
   0.376367,   13.600064
   0.379588,   -1.185005
   0.382810,  -16.270308
   0.386032,  -32.019779
   0.389253,  -48.894148
   0.392475,  -66.089650
   0.395697,  -83.618332
   0.398918, -102.240949
   0.402140, -121.637861
   0.405362, -141.426070
   0.408583, -161.612356
   0.411805, -182.909388
   0.415026, -205.034953
   0.418248, -227.584076
   0.421470, -250.576735
   0.424691, -274.210787
   0.427913, -299.202646
   0.431135, -324.651673
   0.434356, -350.575911
   0.437578, -376.965576
   0.440800, -404.087028
   0.444021, -432.553386
   0.447243, -461.523624
   0.450464, -490.998239
   0.453686, -520.973344
   0.456908, -551.451571
   0.460129, -583.196370
   0.463351, -615.855143
   0.466573, -649.049487
   0.469794, -682.782206
   0.473016, -717.056573
   0.476237, -751.882761
   0.479459, -787.645516
   0.482681, -824.713987
   0.485902, -862.358235
   0.489124, -900.584666
   0.492346, -939.393721
   0.495567, -978.787492
   0.498789, -1018.768941
   0.502011, -1059.432901
   0.505232, -1101.737626
   0.508454, -1144.661037
   0.511675, -1188.206237
   0.514897, -1232.375144
   0.518119, -1277.168964
   0.521340, -1322.593831
   0.524562, -1368.652849
   0.527784, -1415.348933
   0.531005, -1463.376984
   0.534227, -1512.497454
   0.537449, -1562.285411
   0.540670, -1612.744085
   0.543892, -1663.866145
   0.547113, -1715.661943
   0.550335, -1768.137989
   0.553557, -1821.297517
   0.556778, -1875.134215
   0.560000, -1929.651268
