CL_e, CD_e
   0.036954,    0.789513
   0.035122,    0.873112
   0.033730,    0.956869
   0.032763,    1.040786
   0.032277,    1.124865
   0.032227,    1.209224
   0.032644,    1.293621
   0.033525,    1.378186
   0.034880,    1.462920
   0.036730,    1.547825
   0.039090,    1.632904
   0.041965,    1.718156
   0.045366,    1.803585
   0.049305,    1.889192
   0.053790,    1.974739
   0.059018,    2.055445
   0.065517,    2.123894
   0.072241,    2.175200
   0.079275,    2.207211
