Speed(TAS), Altitude
  65.225580,    0.000000
  65.539775,  100.000000
  65.856190,  200.000000
  66.174846,  300.000000
  66.495763,  400.000000
  66.818963,  500.000000
  67.144467,  600.000000
  67.472296,  700.000000
  67.802474,  800.000000
  68.135021,  900.000000
  68.469961, 1000.000000
  68.807316, 1100.000000
  69.147110, 1200.000000
  69.489364, 1300.000000
  69.834104, 1400.000000
  70.181353, 1500.000000
  70.531135, 1600.000000
  70.883474, 1700.000000
  71.238396, 1800.000000
  71.595925, 1900.000000
  71.956086, 2000.000000
  72.318905, 2100.000000
  72.684408, 2200.000000
  73.052621, 2300.000000
  73.423571, 2400.000000
  73.797285, 2500.000000
  74.173789, 2600.000000
  74.553112, 2700.000000
  74.935281, 2800.000000
  75.320325, 2900.000000
  75.708272, 3000.000000
  76.099150, 3100.000000
  76.492990, 3200.000000
  76.889821, 3300.000000
  77.289673, 3400.000000
  77.692576, 3500.000000
  78.098561, 3600.000000
  78.507659, 3700.000000
  78.919902, 3800.000000
  79.335322, 3900.000000
  79.753951, 4000.000000
  80.175822, 4100.000000
  80.600967, 4200.000000
  81.029421, 4300.000000
  81.461218, 4400.000000
  81.896392, 4500.000000
  82.334978, 4600.000000
  82.777011, 4700.000000
  83.222528, 4800.000000
  83.671564, 4900.000000
  84.124155, 5000.000000
  84.580341, 5100.000000
  85.040157, 5200.000000
  85.503643, 5300.000000
  85.970837, 5400.000000
  86.441777, 5500.000000
  86.916505, 5600.000000
  87.395060, 5700.000000
  87.877483, 5800.000000
  88.363815, 5900.000000
  88.854098, 6000.000000
  89.348375, 6100.000000
  89.846688, 6200.000000
  90.349082, 6300.000000
  90.855600, 6400.000000
  91.366286, 6500.000000
  91.881187, 6600.000000
  92.400349, 6700.000000
  92.923817, 6800.000000
  93.451640, 6900.000000
  93.983864, 7000.000000
  94.520540, 7100.000000
  95.061715, 7200.000000
  95.607439, 7300.000000
  96.157764, 7400.000000
  96.712740, 7500.000000
  97.272420, 7600.000000
  97.836856, 7700.000000
  98.406101, 7800.000000
  98.980210, 7900.000000
  99.559238, 8000.000000
 100.143240, 8100.000000
 100.732273, 8200.000000
 101.326394, 8300.000000
 101.925662, 8400.000000
 102.530134, 8500.000000
 103.139872, 8600.000000
 103.754935, 8700.000000
 104.375385, 8800.000000
 105.001285, 8900.000000
 105.632698, 9000.000000
 106.269687, 9100.000000
 106.912319, 9200.000000
 107.560658, 9300.000000
 108.214773, 9400.000000
 108.874731, 9500.000000
 109.540602, 9600.000000
 110.212454, 9700.000000
 110.890360, 9800.000000
 111.574391, 9900.000000
 112.264621, 10000.000000
 112.961124, 10100.000000
 113.663975, 10200.000000
 114.373251, 10300.000000
 115.089029, 10400.000000
 115.811389, 10500.000000
 116.540410, 10600.000000
 117.276173, 10700.000000
 118.018761, 10800.000000
 118.768258, 10900.000000
 119.524749, 11000.000000
 120.433188, 11100.000000
 121.383140, 11200.000000
 122.340554, 11300.000000
 123.305489, 11400.000000
 124.278005, 11500.000000
 125.258160, 11600.000000
 126.246014, 11700.000000
 127.241628, 11800.000000
 128.245061, 11900.000000
 129.256376, 12000.000000
 130.275634, 12100.000000
 131.302896, 12200.000000
 132.338227, 12300.000000
 133.381688, 12400.000000
 134.433343, 12500.000000
 135.493257, 12600.000000
 136.561494, 12700.000000
 137.638119, 12800.000000
 138.723197, 12900.000000
 139.816796, 13000.000000
 140.918981, 13100.000000
 142.029819, 13200.000000
 143.149379, 13300.000000
 144.277728, 13400.000000
 145.414935, 13500.000000
 146.561070, 13600.000000
 147.716202, 13700.000000
 148.880401, 13800.000000
 150.053739, 13900.000000
 151.236287, 14000.000000
 198.832962, 14100.000000
 198.748750, 14000.000000
 198.827799, 13900.000000
 198.780774, 13800.000000
 198.603967, 13700.000000
 198.442383, 13600.000000
 198.295867, 13500.000000
 198.013324, 13400.000000
 197.895358, 13300.000000
 197.485629, 13200.000000
 197.240231, 13100.000000
 196.851562, 13000.000000
 196.472721, 12900.000000
 196.103616, 12800.000000
 195.744152, 12700.000000
 195.234502, 12600.000000
 194.892986, 12500.000000
 194.398999, 12400.000000
 193.912211, 12300.000000
 193.268627, 12200.000000
 192.795017, 12100.000000
 192.328424, 12000.000000
 191.701793, 11900.000000
 191.248042, 11800.000000
 190.632137, 11700.000000
 190.021032, 11600.000000
 189.414690, 11500.000000
 188.813074, 11400.000000
 188.216147, 11300.000000
 187.623872, 11200.000000
 186.861403, 11100.000000
 186.330506, 11000.000000
 185.852386, 10900.000000
 185.554167, 10800.000000
 185.080617, 10700.000000
 184.789262, 10600.000000
 184.320138, 10500.000000
 183.852594, 10400.000000
 183.386603, 10300.000000
 183.107321, 10200.000000
 182.645496, 10100.000000
 182.185139, 10000.000000
 181.726223, 9900.000000
 181.268725, 9800.000000
 180.812619, 9700.000000
 180.357881, 9600.000000
 179.711471, 9500.000000
 179.258306, 9400.000000
 178.806444, 9300.000000
 178.355863, 9200.000000
 178.103887, 9100.000000
 178.450522, 9000.000000
 178.607377, 8900.000000
 178.771722, 8800.000000
 178.943482, 8700.000000
 179.122582, 8600.000000
 179.308950, 8500.000000
 179.297824, 8400.000000
 179.497486, 8300.000000
 179.497473, 8200.000000
 179.710171, 8100.000000
 179.721041, 8000.000000
 179.736766, 7900.000000
 179.757296, 7800.000000
 179.782582, 7700.000000
 180.025308, 7600.000000
 179.847229, 7500.000000
 179.886495, 7400.000000
 179.930326, 7300.000000
 179.978677, 7200.000000
