Ground Distance, 
   0.000000,  112.821152
 822.143658,  112.821152
 851.477812,  111.374727
 880.811966,  109.928302
 910.146119,  108.481877
 939.480273,  107.035452
 968.814426,  105.589027
 998.148580,  104.142602
1027.482734,  102.696177
1056.816887,  101.249752
1086.151041,   99.803327
1088.595873,   99.783599
1113.017626,   99.586549
1279.961710,   98.239952
1313.078687,   97.972902
1346.105646,   97.706601
1379.042837,   97.441044
1411.890511,   97.176229
1418.449326,   97.123354
1418.480335,   97.123104
1418.497053,   97.122969
1418.500876,   97.122938
1418.502965,   97.122922
1418.504054,   97.122910
1418.505108,   97.122877
1418.515646,   97.122540
1418.621023,   97.119178
1419.674596,   97.085532
1430.190164,   96.746934
1533.241194,   93.137395
1635.834018,   88.923467
1729.548622,   84.380412
1814.149541,   79.537450
1889.896147,   74.413472
1957.171602,   69.027577
2016.428250,   63.398389
2034.806350,   61.435254
2047.469869,   60.010833
2060.994998,   58.418034
2063.375450,   58.129533
2065.976901,   57.811378
2091.195102,   54.559303
2107.858586,   52.221596
2118.331190,   50.662804
2122.778806,   49.977665
2128.896907,   49.010915
2165.153589,   42.586295
2172.870322,   41.028285
2180.409311,   39.423636
2182.592088,   38.942260
2183.814446,   38.669193
2184.925276,   38.418833
2195.633977,   35.888000
2222.285442,   28.339355
2242.958550,   20.209197
2244.507276,   19.444549
2247.466559,   17.883077
2249.964713,   16.438181
2260.720389,    7.207965
2262.088508,    4.845245
2262.632275,    3.476285
2262.967297,    2.244405
2263.149093,    1.095453
2263.205754,    0.025673
2263.205782,   -0.006957
