Thickness; AR; X_lew; Etaykink; OEW (kg); DOC (M$_year); Block fuel (kg); LTO_Nox (kg); LTO_CO (kg); LTO UHC (kg); TOTAL GWP (kg); 
18.687000731558;	10.570821706071;	10.800000000000;	32.408171524484;	12711.787873197770;	12.795139146586;	2099.289208006439;	1.260303767552;	0.094111586111;	0.006111674496;	5432.313547735730;	
18.544250613667;	10.627046406504;	10.800000000000;	32.198917260371;	12717.683888705990;	12.793470101082;	2094.800766225890;	1.260313660966;	0.094110787105;	0.006111695155;	5419.238920996754;	
18.487603071696;	10.653245224275;	10.799897566162;	31.965887436362;	12720.739232199137;	12.794695953894;	2094.164984786928;	1.260368242887;	0.094110582070;	0.006111938395;	5417.709701202583;	
18.597333468788;	10.634252534218;	10.800000000000;	32.198056031878;	12717.150532638400;	12.793822505292;	2094.925496631645;	1.260305172682;	0.094110915689;	0.006111660306;	5419.715718143852;	
18.591239070005;	10.625371733565;	10.799904584376;	31.823997194058;	12716.814583118545;	12.793547290668;	2095.111671952406;	1.260298885721;	0.094110696903;	0.006111624804;	5420.205132649217;	
18.617391607780;	10.614947217554;	10.799933998408;	31.805541276342;	12715.670907036960;	12.793513396001;	2095.696361007601;	1.260287907042;	0.094110769179;	0.006111576824;	5421.863751183982;	
18.586772089882;	10.625405121719;	10.799950387835;	31.805877866075;	12716.905213517164;	12.793537274981;	2095.084251040053;	1.260300095245;	0.094110676860;	0.006111629717;	5420.122671091068;	
18.719492654838;	10.563453975692;	10.800000000000;	32.513634430909;	12710.908866305515;	12.796201695733;	2100.536579383097;	1.260320152745;	0.094111844631;	0.006111757368;	5436.070632830527;	
18.668262833361;	10.586735344224;	10.800000000000;	32.277319086775;	12712.958652073587;	12.794227678262;	2097.793174048765;	1.260287222547;	0.094111314298;	0.006111590486;	5427.910426372243;	
18.533946383125;	10.654306456558;	10.800000000000;	32.095575814739;	12719.804629294710;	12.794568775586;	2094.225126683027;	1.260348819582;	0.094110741273;	0.006111854496;	5417.873625687946;	
18.719228899800;	10.598573028740;	10.800000000000;	31.984138773332;	12712.942827225676;	12.794971793964;	2097.948681473400;	1.260289650776;	0.094111249753;	0.006111599576;	5428.601141703619;	
18.622887605719;	10.609314103775;	10.800000000000;	32.194293317489;	12715.070027246256;	12.793468083510;	2095.977037632965;	1.260284653808;	0.094111014183;	0.006111569513;	5422.610636832272;	
