Ground distance, Thrust
   0.000000, 16631.983239
   2.424499, 16548.643939
   5.462439, 16465.401831
  12.335103, 16382.893223
  20.303261, 16300.594158
  32.061821, 16219.049609
  44.903214, 16137.720607
  61.489474, 16057.165854
  79.145559, 15976.832286
 100.499837, 15897.291410
 122.910607, 15817.976988
 148.971565, 15727.488060
 176.075300, 15633.806827
 206.772706, 15525.584665
 238.496744, 15413.208487
 273.747500, 15302.487787
 310.005761, 15192.240019
 349.723209, 15083.652104
 390.428869, 14975.538372
 434.526052, 14869.086710
 479.592116, 14763.109863
 527.981991, 14658.795227
 577.321403, 14554.955446
 629.916947, 14447.064263
 683.442695, 14338.015684
 740.151275, 14204.259236
 797.769120, 14063.444305
 858.483816, 13925.679405
 920.083213, 13788.785830
 984.692662, 13654.895800
1050.162017, 13521.863815
1118.555985, 13391.786949
1187.785451, 13262.554294
1259.855508, 13136.226610
1332.737058, 13010.728811
1408.376635, 12888.084316
1484.804119, 12766.254947
1563.908567, 12647.225900
1643.777764, 12528.996841
1726.244472, 12414.720005
1809.453231, 12301.572229
1895.182241, 12191.399994
1981.631231, 12082.077804
2070.525058, 11975.312469
2160.117321, 11869.277570
2200.785492, 11822.016728
2293.597362, 11719.381914
2387.036603, 11617.810844
2482.607633, 11519.854342
2578.807551, 11423.357118
2677.144412, 11331.818473
2776.064787, 11241.928339
2876.967921, 11157.639787
2954.927915, 11092.516588
3057.582229, 11038.914782
3077.370249, 11028.582302
3180.626527, 11004.104038
3284.089679, 11004.138687
3385.321238, 11006.443054
3446.657518, 11006.070195
3550.017261, 11005.290733
3653.377238, 11004.504988
3756.736929, 11003.758218
3860.096069, 11002.994575
3963.455067, 11002.201047
4066.814110, 11001.402822
4121.766692, 11000.978432
4225.125586, 11000.203897
4328.484506, 10999.397471
4431.843642, 10998.592607
4535.203003, 10997.785027
4638.562496, 10996.975848
4741.922637, 10996.160186
4845.283035, 10995.341954
4948.643801, 10994.529611
5052.004713, 10993.719601
5155.365593, 10992.938963
5258.726466, 10992.163726
5362.086909, 10991.389150
5465.447335, 10990.614600
5568.807502, 10989.831790
5672.167659, 10989.048646
5775.528320, 10988.235455
5878.889000, 10987.421051
5927.296316, 10987.060777
6030.656933, 10986.289960
6134.017676, 10985.498977
6237.378501, 10984.694712
6340.739298, 10983.907476
6444.100076, 10983.131457
6547.460758, 10982.351687
6650.821376, 10981.569446
6754.182339, 10980.769734
6857.543529, 10979.958514
6960.904697, 10979.175745
7064.265849, 10978.411718
7167.626668, 10977.641632
7270.987391, 10976.869790
7374.347783, 10976.100030
7477.708079, 10975.330872
7581.068188, 10974.555586
7684.428242, 10973.778525
7787.788718, 10972.977628
7891.149317, 10972.169822
7994.509911, 10971.396765
8097.870504, 10970.633780
8201.230779, 10969.861438
8304.591036, 10969.088568
8407.951045, 10968.316174
8511.311039, 10967.543807
8614.671018, 10966.762093
8718.030997, 10965.979853
8821.390781, 10965.233941
8924.750595, 10964.439433
9028.110761, 10963.643749
9131.470897, 10962.857627
9234.830944, 10962.099811
9338.190841, 10961.341993
9441.550311, 10960.584170
9544.909687, 10959.823875
9648.268795, 10959.056583
9751.628027, 10958.280806
9854.987611, 10957.481019
9958.347195, 10956.692123
10061.706778, 10955.934041
10165.066254, 10955.170552
10268.425588, 10954.399909
10371.784885, 10953.629676
10475.144133, 10952.859983
10578.503597, 10952.080066
10681.863344, 10951.286630
10785.222999, 10950.514355
10888.582533, 10949.770068
10991.942164, 10948.994209
11095.301861, 10948.197238
11198.661672, 10947.418676
11302.021559, 10946.652422
11405.381372, 10945.887397
11508.741162, 10945.122744
11612.100952, 10944.350454
11715.460742, 10943.575852
11818.820337, 10942.826619
11922.179873, 10942.085069
12025.539495, 10941.306390
12128.899143, 10940.516465
12232.258748, 10939.760092
12335.618273, 10939.004772
12438.977523, 10938.250172
12542.336737, 10937.493407
12645.695826, 10936.729039
12749.054883, 10935.967738
12852.413828, 10935.217202
12955.772699, 10934.465079
13059.131308, 10933.707385
13162.489862, 10932.949832
13265.848223, 10932.192781
13369.206585, 10931.433430
13472.564952, 10930.666009
13575.923287, 10929.906800
13679.281511, 10929.176417
13782.639578, 10928.398226
13885.997944, 10927.616574
13989.356689, 10926.834376
14092.715844, 10926.051779
14196.075453, 10925.268757
14299.435258, 10924.490564
14402.795231, 10923.716524
14506.155060, 10922.967243
14609.514830, 10922.228032
14712.874361, 10921.472443
14816.233851, 10920.714030
14919.593794, 10919.939356
15022.953815, 10919.161878
15126.313669, 10918.431781
15229.673439, 10917.667294
15333.033341, 10916.900632
15436.393754, 10916.124694
15539.754176, 10915.356485
15643.114377, 10914.625799
15746.474691, 10913.854849
15849.835279, 10913.083645
15953.195797, 10912.326893
16056.556212, 10911.591800
16159.916397, 10910.855855
16263.276240, 10910.118641
16366.635973, 10909.376511
16469.995540, 10908.627048
16573.355038, 10907.881728
16676.714432, 10907.142590
16780.073590, 10906.407064
16883.432396, 10905.676924
16986.790974, 10904.943930
17090.149214, 10904.206678
17193.507407, 10903.462573
17296.865529, 10902.708242
17400.223566, 10901.964302
17503.581477, 10901.235863
17606.939249, 10900.499929
17710.296813, 10899.752814
17813.654568, 10898.998583
17917.012605, 10898.233737
18020.370608, 10897.481236
18123.728561, 10896.747154
18227.086294, 10896.012525
18330.443857, 10895.277471
18433.801147, 10894.545034
18537.158225, 10893.814627
18640.515159, 10893.085465
18743.871885, 10892.344025
18847.228891, 10891.585749
18950.586129, 10890.816272
19053.943388, 10890.067925
19157.300663, 10889.335968
19260.657622, 10888.606588
19364.014460, 10887.878191
19467.371071, 10887.144308
19570.727594, 10886.408336
19674.084478, 10885.649922
19777.441498, 10884.882954
19880.798554, 10884.142938
19984.155622, 10883.413195
20087.512318, 10882.686377
20190.868965, 10881.959941
20294.225356, 10881.226535
20397.581714, 10880.492216
20500.938543, 10879.730251
20604.295434, 10878.964663
20707.652412, 10878.231345
20811.009386, 10877.502371
20914.366022, 10876.775979
21017.722649, 10876.049218
21121.079087, 10875.314357
21224.435516, 10874.580037
21327.791765, 10873.857597
21431.148001, 10873.134740
21534.503933, 10872.402740
21637.859860, 10871.670742
21741.215669, 10870.938795
21844.571500, 10870.205743
21947.927823, 10869.448426
22051.284142, 10868.692891
22154.640389, 10867.976516
22257.996571, 10867.257557
22361.352495, 10866.528363
22464.708399, 10865.798807
22568.064223, 10865.067818
22671.420167, 10864.331364
22774.776586, 10863.573271
22878.133017, 10862.823029
22981.489495, 10862.103882
23084.845803, 10861.386537
23188.201809, 10860.672412
23291.557675, 10859.955933
23394.913292, 10859.235249
23498.268903, 10858.507834
23601.624501, 10857.768394
23704.980121, 10857.036085
23808.335778, 10856.316513
23911.691346, 10855.596735
24015.046758, 10854.876591
24118.402144, 10854.152061
24221.757481, 10853.419696
24325.112742, 10852.696850
24428.467869, 10851.991011
24531.822867, 10851.278500
24635.177637, 10850.554074
24738.532581, 10849.823182
24841.887838, 10849.080743
24945.243001, 10848.356860
25048.597983, 10847.648226
25151.953081, 10846.906574
25255.308400, 10846.164458
25358.664035, 10845.423322
25462.020001, 10844.685984
25565.376161, 10843.946247
25668.732605, 10843.202873
25772.089267, 10842.459214
25875.446384, 10841.720810
25978.803657, 10840.990321
26082.161032, 10840.265815
26185.518480, 10839.524533
26246.719160, 10839.070842
