Ground Roll Distance, Acceleration
1080.498118, -4678.521572
1104.279926, -4672.179931
1266.101139, -4629.577906
1298.208135, -4621.238790
1330.229907, -4612.959172
1362.166678, -4604.738659
1394.018668, -4596.576863
1395.290987, -4596.251607
1397.835220, -4595.601374
1398.852762, -4595.341386
1399.283943, -4595.231228
1400.146259, -4595.010943
1400.217584, -4594.992724
1400.252780, -4594.983734
1400.274084, -4594.978292
1400.289534, -4594.974345
1400.303403, -4594.970803
1400.309609, -4594.969218
1400.310673, -28368.839320
1400.311637, -28368.876791
1400.321284, -28369.251499
1400.417748, -28372.998811
1401.382215, -28410.495151
1411.009142, -28787.788901
1505.426948, -32802.003569
1600.887457, -37533.624588
1688.379388, -42611.654209
1767.625284, -47981.730812
1838.828525, -53596.430721
1902.299012, -59401.345089
1958.409550, -65335.799901
1973.286167, -67062.701171
1986.135532, -68613.602100
1991.895829, -69327.810756
1994.411879, -69635.657606
1996.798116, -69924.675880
2020.006061, -72839.300730
2038.157048, -75261.763240
2051.878858, -77186.662018
2055.485211, -77705.934285
2059.334241, -78261.626503
2095.002937, -83796.040874
2103.308442, -85200.323680
2110.546768, -86466.615943
2114.029024, -87091.019415
2115.849326, -87421.051924
2118.212454, -87826.677416
2140.041788, -91796.654369
2163.751303, -96728.691497
2168.418705, -97813.991462
2172.652811, -98845.727884
2176.850072, -99923.448817
2177.663144, -100139.760025
2178.057768, -100254.395295
2178.413719, -100361.102221
2181.787256, -101409.849958
2193.022269, -105822.798007
2194.772006, -106878.131228
2195.470733, -107419.394143
2195.940018, -107881.113934
2196.244726, -108292.426718
2196.412609, -108659.408393
2196.466741, -108985.507424
2196.466851, -108999.515038
2196.466851, -109000.515412
