Ground Distance, Horizontal Forces
   0.000000, 203461.496725
   1.888085, 200356.771814
   7.513221, 197090.798161
  16.814509, 193675.625437
  29.728264, 190123.725049
  46.188243, 186446.595663
  66.125878, 182656.527965
  89.470499, 178767.448776
 116.149580, 174792.599214
 146.088975, 170740.298375
 179.213138, 166627.442683
 215.445372, 162466.985107
 254.708077, 158270.289805
 296.923005, 154054.448412
 342.011535, 149830.420309
 389.894897, 145612.807416
 440.494426, 141407.582689
 493.731706, 137225.462820
 549.528727, 133068.390086
 590.498974, 130138.478850
 590.498974, 130138.478850
 627.926750, 122168.587770
 636.100921, 119108.438063
 666.657408, 113195.244348
 667.273970, 113064.824746
 729.938616, 98426.406793
 794.398115, 80705.912139
 860.312635, 60996.303053
 876.661866, 55980.239038
 943.864720, 35555.541170
1011.671322, 15370.309805
1079.706555, -3752.340396
1147.618240, -21124.028800
1215.089609, -36177.226104
1281.849367, -48499.749700
1347.678900, -57745.774077
1412.418152, -63610.569941
1475.970643, -65902.288381
1526.253473, -65082.204970
1526.253473, -65104.956119
1588.220087, -65034.116490
1662.262372, -65009.572108
1662.262372, -64949.416719
1724.228987, -65187.173286
1786.195601, -65424.887543
1848.162215, -65662.559442
1910.128829, -65899.536593
1972.095443, -66136.110080
2034.062057, -66372.625509
2096.028671, -66609.082815
2157.995285, -66845.481934
2219.961899, -67081.822800
2281.928513, -67318.105349
2343.895127, -67554.329516
2405.861741, -67790.495234
2467.828355, -68026.602439
2529.794969, -68262.651065
2591.761583, -68498.641047
2653.728197, -68734.572319
2715.694811, -68970.614155
2777.661425, -69209.733623
2839.628039, -69448.800400
2901.594653, -69687.814427
2963.561267, -69926.775645
3025.527882, -70165.683994
3087.494496, -70404.539416
3149.461110, -70643.341851
3211.427724, -70882.091240
3273.394338, -71120.787522
3335.360952, -71359.430638
3397.327566, -71598.020529
3459.294180, -71836.557133
3521.260794, -72075.040392
3583.227408, -72471.713959
3645.194022, -73061.216682
3707.160636, -73650.667675
3769.127250, -74240.066879
3831.093864, -74829.414234
3893.060478, -75418.709683
3955.027092, -76007.953168
4016.993706, -76597.144628
4078.960320, -77186.284005
4140.926934, -77775.371241
4202.893548, -78364.406276
4264.860162, -78953.389050
4326.826777, -79542.319506
4388.793391, -80131.197582
4450.760005, -80732.244250
4512.726619, -81335.383100
4574.693233, -81938.457842
4636.659847, -82541.468403
4698.626461, -83144.414708
4760.593075, -83747.296685
4822.559689, -84350.114260
4884.526303, -84952.867360
4946.492917, -85555.555909
5008.459531, -86158.179836
5070.426145, -86760.739064
5132.392759, -87363.233521
5194.359373, -87965.663132
5256.325987, -88509.883472
5318.292601, -88879.124590
5380.259215, -89248.310564
5442.225829, -89617.441329
5504.192443, -89986.516822
5566.159057, -90355.536979
5628.125672, -90724.501738
5690.092286, -91093.411034
5752.058900, -91462.264804
5814.025514, -91831.062984
5875.992128, -92199.805509
5937.958742, -92568.492316
5999.925356, -92937.123340
6061.891970, -93305.698517
6123.858584, -93562.840472
6185.825198, -93759.665292
6247.791812, -93956.443307
6309.758426, -94153.174464
6371.725040, -94349.858709
6433.691654, -94546.495987
6495.658268, -94743.086243
6557.624882, -94939.629425
6619.591496, -95136.125477
6681.558110, -95332.574345
6743.524724, -95528.975974
6805.491338, -95725.330309
6867.457953, -95921.637297
6929.424567, -96117.874068
6991.391181, -96313.619791
7053.357795, -96509.329704
7115.324409, -96705.003766
7177.291023, -96900.641936
7239.257637, -97096.244173
7301.224251, -97291.810435
7363.190865, -97487.340680
7425.157479, -97682.834866
7487.124093, -97878.292953
7549.090707, -98073.714898
7611.057321, -98269.100659
7673.023935, -98464.450195
7734.990549, -98659.763463
7796.957163, -98772.430635
7858.923777, -98783.174539
7920.890391, -98793.926992
7982.857005, -98804.688004
8000.000000, -98807.666540
