alpha body, Static Stability Margin
 -10.000000,   -0.493867
  -9.090909,   -0.497743
  -8.181818,   -0.505154
  -7.272727,   -0.514875
  -6.363636,   -0.517878
  -5.454545,   -0.520167
  -4.545455,   -0.530957
  -3.636364,   -0.541268
  -2.727273,   -0.516124
  -1.818182,   -0.559290
  -0.909091,   -0.636780
  -0.000000,   -0.644780
   0.909091,   -0.651992
   1.818182,   -0.658522
   2.727273,   -0.664871
   3.636364,   -0.670438
   4.545455,   -0.674661
