Mach, Climb Angle
   0.192755,    6.407208
   0.196465,    6.416944
   0.200174,    6.419463
   0.203884,    6.414530
   0.207593,    6.403413
   0.211303,    6.385537
   0.215013,    6.362191
   0.218722,    6.333495
   0.222432,    6.299734
   0.226141,    6.261841
   0.229851,    6.219162
   0.233560,    6.172072
   0.237270,    6.121231
   0.240979,    6.067364
   0.244689,    6.009791
   0.248398,    5.948813
   0.252108,    5.886046
   0.255817,    5.820998
   0.259527,    5.751940
   0.263237,    5.680519
   0.266946,    5.609351
   0.270656,    5.534355
   0.274365,    5.457825
   0.278075,    5.378972
   0.281784,    5.300415
   0.285494,    5.220132
   0.289203,    5.136848
   0.292913,    5.053857
   0.296622,    4.970278
   0.300332,    4.885349
   0.304042,    4.798296
   0.307751,    4.711786
   0.311461,    4.625953
   0.315170,    4.536627
   0.318880,    4.447036
   0.322589,    4.358628
   0.326299,    4.268489
   0.330008,    4.178042
   0.333718,    4.085568
   0.337427,    3.994188
   0.341137,    3.902463
   0.344847,    3.808755
   0.348556,    3.714159
   0.352266,    3.620754
   0.355975,    3.526967
   0.359685,    3.429699
   0.363394,    3.333514
   0.367104,    3.237636
   0.370813,    3.141343
   0.374523,    3.041570
   0.378232,    2.943163
   0.381942,    2.844398
   0.385651,    2.745185
   0.389361,    2.644447
   0.393071,    2.542887
   0.396780,    2.440849
   0.400490,    2.338335
   0.404199,    2.235909
   0.407909,    2.132813
   0.411618,    2.027216
   0.415328,    1.921116
   0.419037,    1.815249
   0.422747,    1.709150
   0.426456,    1.602547
   0.430166,    1.494750
   0.433876,    1.385271
   0.437585,    1.275273
   0.441295,    1.164746
   0.445004,    1.053858
   0.448714,    0.942946
   0.452423,    0.831505
   0.456133,    0.719279
   0.459842,    0.604499
   0.463552,    0.489416
   0.467261,    0.373781
   0.470971,    0.257594
   0.474681,    0.141114
   0.478390,    0.024160
   0.482100,   -0.093347
   0.485809,   -0.211405
   0.489519,   -0.330861
   0.493228,   -0.452235
   0.496938,   -0.574182
   0.500647,   -0.696703
   0.504357,   -0.819795
   0.508066,   -0.943463
   0.511776,   -1.067708
   0.515485,   -1.192617
   0.519195,   -1.318179
   0.522905,   -1.444318
   0.526614,   -1.571037
   0.530324,   -1.699945
   0.534033,   -1.830350
   0.537743,   -1.961353
   0.541452,   -2.092984
   0.545162,   -2.225680
   0.548871,   -2.358976
   0.552581,   -2.492872
   0.556290,   -2.627583
   0.560000,   -2.763348
