Time, Angular Velocity
   0.000000,    0.000000
   0.500000,    0.000000
   1.000000,    0.000000
   1.500000,    0.000000
   2.000000,    0.000000
   2.500000,    0.000000
   3.000000,    0.000000
   3.500000,    0.000000
   4.000000,    0.000000
   4.500000,    0.000000
   5.000000,    0.000000
   5.500000,    0.000000
   6.000000,    0.000000
   6.500000,    0.000000
   7.000000,    0.000000
   7.500000,    0.000000
   8.000000,    0.000000
   8.500000,    0.000000
   9.000000,    0.000000
   9.500000,    0.000000
  10.000000,    0.000000
  10.500000,    0.000000
  11.000000,    0.000000
  11.500000,    0.000000
  12.000000,    0.000000
  12.500000,    0.000000
  13.000000,    0.000000
  13.500000,    0.000000
  14.000000,    0.000000
  14.500000,    0.000000
  15.000000,    0.000000
  15.500000,    0.000000
  16.000000,    0.000000
  16.500000,    0.000000
  17.000000,    0.000000
  17.500000,    0.000000
  17.963497,    0.000000
  18.463497,    0.000000
  18.963497,    0.000000
  19.463497,    0.000000
  19.571539,    0.160118
  20.071539,    1.304327
  20.193228,    1.570258
  20.693228,    1.908611
  21.193228,    1.968444
  21.693228,    1.955281
  22.193228,    1.895573
  22.693228,    1.803450
  22.997390,    1.737959
  23.497390,    1.612930
  23.997390,    1.470598
  24.497390,    1.313882
  24.997390,    1.143212
  25.497390,    0.964980
  25.997390,    0.773559
  26.497390,    0.579565
  26.997390,    0.378185
  27.497390,    0.172893
  27.942823,   -0.004754
  28.442823,    0.015978
  28.942823,    0.036548
  29.442823,    0.056777
  29.942823,    0.076490
  30.442823,    0.095523
  30.942823,    0.113717
  31.442823,    0.130927
  31.942823,    0.147017
  32.442823,    0.161862
  32.942823,    0.175351
  33.442823,    0.187387
  33.942823,    0.197885
  34.442823,    0.206774
  34.942823,    0.213998
  34.997390,    0.214683
  35.497390,    0.219807
  35.997390,    0.222791
  36.497390,    0.223631
  36.997390,    0.222339
  37.029917,    0.222182
  37.529917,    0.116679
  38.029917,    0.055510
  38.529917,    0.016461
  39.029917,   -0.000221
  39.529917,   -0.005735
  40.029917,   -0.011348
  40.529917,   -0.017012
  41.029917,   -0.022676
  41.529917,   -0.017045
  42.029917,   -0.022709
  42.529917,   -0.017087
  43.029917,   -0.022743
  43.529917,   -0.017130
  44.029917,   -0.022778
  44.529917,   -0.017174
  44.599889,   -0.017965
  45.099889,   -0.227891
  45.599889,   -0.338479
  46.099889,   -0.393820
  46.599889,   -0.427058
  47.099889,   -0.437983
  47.599889,   -0.448828
  48.099889,   -0.448369
  48.599889,   -0.447723
  49.099889,   -0.234261
  49.599889,   -0.130024
  50.099889,   -0.080364
  50.599889,   -0.041335
  51.099889,   -0.035291
  51.599889,   -0.018055
  52.099889,   -0.022874
  52.599889,   -0.016608
  53.099889,   -0.010318
  53.599889,   -0.015075
  54.099889,   -0.008777
  54.599889,   -0.013523
  55.099889,   -0.018250
  55.599889,   -0.011970
  56.099889,   -0.016700
  56.599889,   -0.010419
  57.099889,   -0.015149
  57.599889,   -0.008875
  58.099889,   -0.013604
  58.599889,   -0.018312
  59.099889,   -0.012062
  59.599889,   -0.016774
  60.099889,   -0.010522
  60.599889,   -0.015236
  61.099889,   -0.008989
  61.599889,   -0.013700
  62.099889,   -0.018389
  62.599889,   -0.012166
  63.099889,   -0.016859
  63.599889,   -0.010636
  64.099889,   -0.015330
  64.599889,   -0.009111
  65.099889,   -0.013804
  65.599889,   -0.007593
  66.099889,   -0.012279
  66.599889,   -0.016954
  67.099889,   -0.010755
  67.599889,   -0.015429
  68.099889,   -0.009233
  68.599889,   -0.013905
  69.099889,   -0.007718
  69.599889,   -0.012386
  70.099889,   -0.017043
  70.599889,   -0.010876
  71.099889,   -0.015539
  71.599889,   -0.009374
  72.099889,   -0.014032
  72.599889,   -0.007874
  73.099889,   -0.012527
  73.599889,   -0.017166
  74.099889,   -0.011023
  74.599889,   -0.015664
  75.099889,   -0.009522
  75.599889,   -0.014161
  76.099889,   -0.008027
  76.599889,   -0.012661
  77.099889,   -0.017279
  77.599889,   -0.011166
  78.099889,   -0.015790
  78.599889,   -0.009677
  79.099889,   -0.014302
  79.599889,   -0.008195
  80.099889,   -0.012814
  80.599889,   -0.017415
  81.099889,   -0.011329
  81.599889,   -0.015936
  82.099889,   -0.009847
  82.599889,   -0.014450
  83.099889,   -0.008367
  83.599889,   -0.012967
  84.099889,   -0.017549
  84.599889,   -0.011486
  85.099889,   -0.016070
  85.599889,   -0.010008
  86.099889,   -0.014593
  86.599889,   -0.008535
  87.099889,   -0.013118
  87.599889,   -0.017679
  88.099889,   -0.011643
  88.599889,   -0.016208
  89.099889,   -0.010171
  89.599889,   -0.014738
  90.099889,   -0.008704
  90.599889,   -0.013271
  91.099889,   -0.017813
  91.599889,   -0.011807
  92.099889,   -0.016355
  92.599889,   -0.010342
  93.099889,   -0.014890
  93.599889,   -0.008879
  94.099889,   -0.013425
  94.599889,   -0.017954
  95.099889,   -0.022565
  95.599889,   -0.027231
  96.099889,   -0.021408
  96.599889,   -0.026153
  97.099889,   -0.030918
  97.599889,   -0.035660
  98.099889,   -0.029917
  98.599889,   -0.034649
  99.099889,   -0.028898
  99.599889,   -0.033620
 100.099889,   -0.027865
 100.599889,   -0.032579
 101.099889,   -0.026824
