Time, Speed
   0.000100,    0.000317
   0.001100,    0.003488
   0.003796,    0.012034
   0.010748,    0.034076
   0.025249,    0.080045
   0.048314,    0.153142
   0.074348,    0.235626
   0.100476,    0.318378
   0.126658,    0.401275
   0.152901,    0.484336
   0.179242,    0.567681
   0.205590,    0.651021
   0.232077,    0.734773
   0.258681,    0.818864
   0.285148,    0.902496
   0.311743,    0.986504
   0.338450,    1.070839
   0.365351,    1.155754
   0.392554,    1.241596
   0.419766,    1.327434
   0.446983,    1.413259
   0.474437,    1.499804
   0.502055,    1.586832
   0.529665,    1.673807
   0.557976,    1.762955
   0.586043,    1.851305
   0.614585,    1.941118
   0.643325,    2.031520
   0.672086,    2.121958
   0.700907,    2.212546
   0.730023,    2.304032
   0.759433,    2.396404
   0.789298,    2.490172
   0.819216,    2.584067
   0.849343,    2.678585
   0.879317,    2.772585
   0.909796,    2.868133
   0.940322,    2.963791
   0.970919,    3.059631
   1.002116,    3.157312
   1.033540,    3.255668
   1.065660,    3.356156
   1.097376,    3.455344
   1.129548,    3.555913
   1.161727,    3.656465
   1.194354,    3.758373
   1.227005,    3.860312
   1.259863,    3.962855
   1.292976,    4.066148
   1.326485,    4.170633
   1.361055,    4.278377
   1.395027,    4.384210
   1.429043,    4.490135
   1.463052,    4.595991
   1.497650,    4.703631
   1.499052,    4.707992
   1.500122,    4.711321
   1.501162,    4.714557
   1.501983,    4.717109
   1.502631,    4.719123
   1.503108,    4.720607
   1.503574,    4.722056
   1.503690,    4.722419
   1.503831,    4.722855
   1.503959,    4.723254
   1.504758,    4.725739
   1.508063,    4.736020
   1.519607,    4.771918
   1.554543,    4.880529
   1.589783,    4.990038
   1.625230,    5.100137
   1.661092,    5.211475
   1.697449,    5.324293
   1.733624,    5.436496
   1.770361,    5.550386
   1.806836,    5.663411
   1.843818,    5.777951
   1.881287,    5.893942
   1.918977,    6.010559
   1.956652,    6.127071
   1.994562,    6.244256
   2.032453,    6.361321
   2.071371,    6.481497
   2.110418,    6.602008
   2.149748,    6.723334
   2.189091,    6.844634
   2.228804,    6.967011
   2.268609,    7.089607
   2.308803,    7.213337
   2.349177,    7.337554
   2.389762,    7.462352
   2.430566,    7.587756
   2.471768,    7.714315
   2.513006,    7.840913
   2.554909,    7.969483
   2.596759,    8.097818
   2.639365,    8.228396
   2.681722,    8.358138
   2.724054,    8.487732
   2.766421,    8.617358
   2.809386,    8.748739
   2.852849,    8.881565
   2.896475,    9.014812
   2.939955,    9.147535
   2.983597,    9.280672
   3.027632,    9.414933
   3.036481,    9.441902
   3.037186,    9.444051
   3.037438,    9.444820
   3.037500,    9.445009
   3.037563,    9.445200
   3.037972,    9.446447
   3.040064,    9.452823
   3.049192,    9.480637
   3.074683,    9.558298
   3.116297,    9.685021
   3.161165,    9.821575
   3.206199,    9.958548
   3.251307,   10.095666
   3.296693,   10.233543
   3.342070,   10.371305
   3.387893,   10.510336
   3.433789,   10.649506
   3.479931,   10.789328
   3.526535,   10.930464
   3.572664,   11.070073
   3.619651,   11.212188
   3.666668,   11.354302
   3.714219,   11.497939
   3.761319,   11.640118
   3.808770,   11.783266
   3.856733,   11.927864
   3.904671,   12.072291
   3.952809,   12.217227
   4.001229,   12.362911
   4.050242,   12.510282
   4.099321,   12.657754
   4.148862,   12.806511
   4.198208,   12.954579
   4.248000,   13.103885
   4.297867,   13.253314
   4.348425,   13.404704
   4.398824,   13.555515
   4.449224,   13.706224
   4.500384,   13.859098
   4.551327,   14.011214
   4.602450,   14.163759
   4.603089,   14.165664
   4.603367,   14.166494
   4.603559,   14.167065
   4.603656,   14.167357
   4.603766,   14.167685
   4.604541,   14.169996
   4.608280,   14.181146
   4.623946,   14.227867
   4.664403,   14.348473
   4.716277,   14.503014
   4.768052,   14.657148
   4.820099,   14.811980
   4.872387,   14.967412
   4.924807,   15.123125
   4.977292,   15.278915
   5.030354,   15.436299
   5.083219,   15.592983
   5.136476,   15.750711
   5.190026,   15.909188
   5.243782,   16.068152
   5.297790,   16.227742
   5.351754,   16.387080
   5.405883,   16.546779
   5.460509,   16.707822
   5.515365,   16.869419
   5.570188,   17.030791
   5.625109,   17.192326
   5.680801,   17.355997
   5.736345,   17.519106
   5.792478,   17.683813
   5.848296,   17.847463
   5.904122,   18.011008
   5.960213,   18.175196
   6.017057,   18.341455
   6.073207,   18.505549
   6.129945,   18.671226
   6.187327,   18.838646
   6.198837,   18.872213
   6.200374,   18.876694
   6.201728,   18.880643
   6.203136,   18.884748
   6.204368,   18.888340
   6.204730,   18.889396
   6.204839,   18.889715
   6.204911,   18.889924
   6.204978,   18.890119
   6.205539,   18.891755
   6.209722,   18.903951
   6.225816,   18.950867
   6.271085,   19.082775
   6.328547,   19.250088
   6.385679,   19.416301
   6.443652,   19.584822
   6.501821,   19.753769
   6.560032,   19.922695
   6.618575,   20.092442
   6.677061,   20.261878
   6.735659,   20.431493
   6.794480,   20.601606
   6.853368,   20.771770
   6.912683,   20.943019
   6.971985,   21.114079
   7.031251,   21.284889
   7.091212,   21.457553
   7.151020,   21.629621
   7.211062,   21.802210
   7.271234,   21.975022
   7.331474,   22.147874
   7.392143,   22.321804
   7.453274,   22.496898
   7.514260,   22.671421
   7.575292,   22.845918
   7.636620,   23.021100
   7.698295,   23.197115
   7.760195,   23.373607
   7.821863,   23.549279
   7.834251,   23.584550
   7.842119,   23.606946
   7.843217,   23.610071
   7.843552,   23.611025
   7.843800,   23.611733
   7.843941,   23.612134
   7.843999,   23.612298
   7.844054,   23.612454
   7.844589,   23.613978
   7.847919,   23.623456
   7.866542,   23.676452
   7.919560,   23.827254
   7.981984,   24.004653
   8.044220,   24.181357
   8.106975,   24.359366
   8.169741,   24.537236
   8.233058,   24.716501
   8.296067,   24.894724
   8.359437,   25.073797
   8.422740,   25.252508
   8.486491,   25.432315
   8.550089,   25.611516
   8.613680,   25.790526
   8.678114,   25.971734
   8.742449,   26.152486
   8.807028,   26.333745
   8.871714,   26.515127
   8.936477,   26.696546
   9.001343,   26.878075
   9.066583,   27.060470
   9.132058,   27.243339
   9.197628,   27.426290
   9.263446,   27.609748
   9.329168,   27.792755
   9.394933,   27.975697
   9.460950,   28.159155
   9.474194,   28.195936
   9.516723,   28.314000
   9.519343,   28.321268
   9.521667,   28.327718
   9.523584,   28.333037
   9.524043,   28.334311
   9.524176,   28.334680
   9.525159,   28.337407
   9.526367,   28.340759
   9.532506,   28.357795
   9.553331,   28.415562
   9.617819,   28.594338
   9.684211,   28.778203
   9.750849,   28.962562
   9.817907,   29.147888
   9.884895,   29.332832
   9.951745,   29.517202
  10.019044,   29.702616
  10.086571,   29.888464
  10.154423,   30.075011
  10.222562,   30.262146
  10.290646,   30.448935
  10.358747,   30.635570
  10.427253,   30.823115
  10.495931,   31.010926
  10.564582,   31.198465
  10.633117,   31.385485
  10.702001,   31.573255
  10.770975,   31.761066
  10.839917,   31.948584
  10.909446,   32.137494
  10.978891,   32.325970
  11.048748,   32.515356
  11.118764,   32.704961
  11.188824,   32.894475
  11.202864,   32.932429
  11.212332,   32.958020
  11.243623,   33.042562
  11.246488,   33.050300
  11.248928,   33.056893
  11.249012,   33.057120
  11.249406,   33.058182
  11.249765,   33.059152
  11.252066,   33.065368
  11.262447,   33.093404
  11.295096,   33.181544
  11.359855,   33.356236
  11.430861,   33.547573
  11.501283,   33.737124
