Mach, Altitude
   0.179714,    0.000000
   0.180784,  328.083990
   0.181862,  656.167979
   0.182950,  984.251969
   0.184046, 1312.335958
   0.185151, 1640.419948
   0.186266, 1968.503937
   0.187390, 2296.587927
   0.188523, 2624.671916
   0.189665, 2952.755906
   0.190818, 3280.839895
   0.191979, 3608.923885
   0.193151, 3937.007874
   0.194332, 4265.091864
   0.195523, 4593.175853
   0.196725, 4921.259843
   0.197936, 5249.343832
   0.199158, 5577.427822
   0.200390, 5905.511811
   0.201633, 6233.595801
   0.202887, 6561.679790
   0.204151, 6889.763780
   0.205426, 7217.847769
   0.206712, 7545.931759
   0.208009, 7874.015748
   0.209317, 8202.099738
   0.210637, 8530.183727
   0.211968, 8858.267717
   0.213310, 9186.351706
   0.214665, 9514.435696
   0.216031, 9842.519685
   0.217409, 10170.603675
   0.218800, 10498.687664
   0.220202, 10826.771654
   0.221618, 11154.855643
   0.223045, 11482.939633
   0.224485, 11811.023622
   0.225938, 12139.107612
   0.227405, 12467.191601
   0.228884, 12795.275591
   0.230376, 13123.359580
   0.231882, 13451.443570
   0.233402, 13779.527559
   0.234935, 14107.611549
   0.236482, 14435.695538
   0.238043, 14763.779528
   0.239618, 15091.863517
   0.241208, 15419.947507
   0.242812, 15748.031496
   0.244431, 16076.115486
   0.246065, 16404.199475
   0.247714, 16732.283465
   0.249378, 17060.367454
   0.251058, 17388.451444
   0.252753, 17716.535433
   0.254464, 18044.619423
   0.256191, 18372.703412
   0.257934, 18700.787402
   0.259694, 19028.871391
   0.261470, 19356.955381
   0.263262, 19685.039370
   0.265072, 20013.123360
   0.266899, 20341.207349
   0.268743, 20669.291339
   0.270605, 20997.375328
   0.272485, 21325.459318
   0.274383, 21653.543307
   0.276299, 21981.627297
   0.278233, 22309.711286
   0.280186, 22637.795276
   0.282158, 22965.879265
   0.284149, 23293.963255
   0.286160, 23622.047244
   0.288190, 23950.131234
   0.290240, 24278.215223
   0.292310, 24606.299213
   0.294400, 24934.383202
   0.296511, 25262.467192
   0.298643, 25590.551181
   0.300797, 25918.635171
   0.302971, 26246.719160
   0.305168, 26574.803150
   0.307386, 26902.887139
   0.373895, 27230.971129
   0.381570, 26902.887139
   0.388631, 26574.803150
   0.394373, 26246.719160
   0.398783, 25918.635171
   0.402548, 25590.551181
   0.406366, 25262.467192
   0.409528, 24934.383202
   0.412738, 24606.299213
   0.415283, 24278.215223
   0.418581, 23950.131234
   0.420496, 23622.047244
   0.423163, 23293.963255
   0.425151, 22965.879265
   0.426454, 22637.795276
   0.428511, 22309.711286
   0.429877, 21981.627297
   0.431273, 21653.543307
   0.432698, 21325.459318
   0.433423, 20997.375328
   0.434905, 20669.291339
   0.435681, 20341.207349
   0.436482, 20013.123360
   0.437307, 19685.039370
   0.438155, 19356.955381
   0.438286, 19028.871391
   0.439179, 18700.787402
   0.439351, 18372.703412
   0.439542, 18044.619423
   0.439752, 17716.535433
   0.439980, 17388.451444
   0.440227, 17060.367454
   0.440492, 16732.283465
   0.440775, 16404.199475
   0.441076, 16076.115486
   0.440636, 15748.031496
   0.440970, 15419.947507
   0.440560, 15091.863517
   0.440164, 14763.779528
   0.439781, 14435.695538
   0.439412, 14107.611549
   0.439056, 13779.527559
   0.438713, 13451.443570
   0.437612, 13123.359580
   0.437294, 12795.275591
   0.436214, 12467.191601
   0.435919, 12139.107612
   0.435637, 11811.023622
   0.434588, 11482.939633
   0.434329, 11154.855643
   0.433300, 10826.771654
   0.433063, 10498.687664
   0.432054, 10170.603675
   0.431054, 9842.519685
   0.429276, 9514.435696
   0.427504, 9186.351706
   0.426527, 8858.267717
   0.424768, 8530.183727
   0.423807, 8202.099738
   0.422060, 7874.015748
   0.421114, 7545.931759
   0.419380, 7217.847769
   0.418448, 6889.763780
   0.416727, 6561.679790
   0.415810, 6233.595801
   0.414100, 5905.511811
   0.413197, 5577.427822
   0.412302, 5249.343832
   0.410610, 4921.259843
   0.408923, 4593.175853
   0.407241, 4265.091864
   0.405565, 3937.007874
   0.403893, 3608.923885
   0.402226, 3280.839895
   0.400563, 2952.755906
   0.398906, 2624.671916
   0.397253, 2296.587927
   0.395605, 1968.503937
   0.393962, 1640.419948
   0.392323, 1312.335958
   0.390688,  984.251969
   0.389058,  656.167979
   0.387433,  328.083990
   0.385812,    0.000000
