Ground Distance, 
   0.000000,   15.240000
 250.916908,    2.090002
 259.785126,    1.651122
 268.653343,    1.263980
 277.521561,    0.928536
 286.389779,    0.644757
 295.257996,    0.412613
 304.126214,    0.232081
 312.994431,    0.103143
 321.862649,    0.025785
 330.730867,    0.000000
 331.473468,    0.000000
 338.891409,    0.000000
 389.568447,    0.000000
 399.621374,    0.000000
 409.646987,    0.000000
 419.645362,    0.000000
 429.616575,    0.000000
 431.607565,    0.000000
 431.614209,    0.000000
 431.616547,    0.000000
 431.619034,    0.000000
 431.619291,    0.000000
 431.619553,    0.000000
 431.622169,    0.000000
 431.648334,    0.000000
 431.909934,    0.000000
 434.521853,    0.000000
 460.217480,    0.000000
 491.467928,    0.000000
 520.297518,    0.000000
 546.390242,    0.000000
 569.804590,    0.000000
 590.647569,    0.000000
 609.049725,    0.000000
 625.153583,    0.000000
 626.020809,    0.000000
 627.012204,    0.000000
 636.548709,    0.000000
 641.186140,    0.000000
 643.783233,    0.000000
 645.092137,    0.000000
 646.256848,    0.000000
 657.102823,    0.000000
 659.626393,    0.000000
 662.247113,    0.000000
 662.925251,    0.000000
 664.045682,    0.000000
 672.661014,    0.000000
 679.487464,    0.000000
 680.822738,    0.000000
 681.314735,    0.000000
 681.670714,    0.000000
 681.807534,    0.000000
 681.944248,    0.000000
 683.221019,    0.000000
 686.528388,    0.000000
 687.012466,    0.000000
 687.199517,    0.000000
 687.318313,    0.000000
 687.388034,    0.000000
 687.417491,    0.000000
 687.419406,    0.000000
 687.419677,    0.000000
 687.419717,    0.000000
 687.419717,    0.000000
