Ground Distance, 
   0.000000,   57.803338
 250.916908,   57.803338
 259.785126,   57.062270
 268.653343,   56.321201
 277.521561,   55.580133
 286.389779,   54.839064
 295.257996,   54.097996
 304.126214,   53.356928
 312.994431,   52.615859
 321.862649,   51.874791
 330.730867,   51.133722
 331.473468,   51.123614
 338.891409,   51.022645
 389.568447,   50.333048
 399.621374,   50.196286
 409.646987,   50.059906
 419.645362,   49.923906
 429.616575,   49.788284
 431.607565,   49.761204
 431.614209,   49.761114
 431.616547,   49.761082
 431.619034,   49.761049
 431.619291,   49.761044
 431.619553,   49.761030
 431.622169,   49.760889
 431.648334,   49.759481
 431.909934,   49.745392
 434.521853,   49.603762
 460.217480,   48.110886
 491.467928,   46.012323
 520.297518,   43.729050
 546.390242,   41.289273
 569.804590,   38.702930
 590.647569,   35.979630
 609.049725,   33.128891
 625.153583,   30.159617
 626.020809,   29.983800
 627.012204,   29.780560
 636.548709,   27.691339
 641.186140,   26.574508
 643.783233,   25.915138
 645.092137,   25.572714
 646.256848,   25.261957
 657.102823,   22.042514
 659.626393,   21.189892
 662.247113,   20.251420
 662.925251,   19.998800
 664.045682,   19.571925
 672.661014,   15.787416
 679.487464,   11.736052
 680.822738,   10.736725
 681.314735,   10.341363
 681.670714,   10.044593
 681.807534,    9.927935
 681.944248,    9.809835
 683.221019,    8.620858
 686.528388,    4.019371
 687.012466,    2.724501
 687.199517,    2.006305
 687.318313,    1.363184
 687.388034,    0.762822
 687.417491,    0.202398
 687.419406,    0.075679
 687.419677,    0.027091
 687.419717,    0.001303
 687.419717,   -0.000000
