Speed (CAS), Rate of Climb
  62.747630,    2.216616
  63.518633,    2.227715
  64.289636,    2.237235
  65.060639,    2.243138
  65.831642,    2.245443
  66.602645,    2.244069
  67.373647,    2.242160
  68.144650,    2.243574
  68.915653,    2.241672
  69.686656,    2.236532
  70.457659,    2.228250
  71.228662,    2.216427
  71.999665,    2.200841
  72.770667,    2.182279
  73.541670,    2.160891
  74.312673,    2.135022
  75.083676,    2.106405
  75.854679,    2.074825
  76.625682,    2.038959
  77.396684,    2.000740
  78.167687,    1.958307
  78.938690,    1.913071
  79.709693,    1.864260
  80.480696,    1.812114
  81.251699,    1.756685
  82.022701,    1.697788
  82.793704,    1.635513
  83.564707,    1.571238
  84.335710,    1.511977
  85.106713,    1.450525
  85.877716,    1.384376
  86.648718,    1.316476
  87.419721,    1.244120
  88.190724,    1.169031
  88.961727,    1.091417
  89.732730,    1.008967
  90.503733,    0.924532
  91.274735,    0.836586
  92.045738,    0.744524
  92.816741,    0.650354
  93.587744,    0.552446
  94.358747,    0.450403
  95.129750,    0.346129
  95.900752,    0.238751
  96.671755,    0.126378
  97.442758,    0.011653
  98.213761,   -0.105435
  98.984764,   -0.227599
  99.755767,   -0.353098
 100.526770,   -0.473946
 101.297772,   -0.596434
 102.068775,   -0.724716
 102.839778,   -0.855652
 103.610781,   -0.989086
 104.381784,   -1.125029
 105.152787,   -1.266274
 105.923789,   -1.410919
 106.694792,   -1.558195
 107.465795,   -1.708115
 108.236798,   -1.861304
 109.007801,   -2.020146
 109.778804,   -2.181752
 110.549806,   -2.346136
 111.320809,   -2.513313
 112.091812,   -2.683486
 112.862815,   -2.859872
 113.633818,   -3.039168
 114.404821,   -3.221390
 115.175823,   -3.406552
 115.946826,   -3.594669
 116.717829,   -3.780511
 117.488832,   -3.968895
 118.259835,   -4.160229
 119.030838,   -4.354526
 119.801840,   -4.551804
 120.572843,   -4.752077
 121.343846,   -4.955361
 122.114849,   -5.164658
 122.885852,   -5.377642
 123.656855,   -5.593752
 124.427858,   -5.813004
 125.198860,   -6.035414
 125.969863,   -6.260997
 126.740866,   -6.489770
 127.511869,   -6.723262
 128.282872,   -6.962064
 129.053875,   -7.204168
 129.824877,   -7.449592
 130.595880,   -7.698352
 131.366883,   -7.950463
 132.137886,   -8.205943
 132.908889,   -8.463826
 133.679892,   -8.724048
 134.450894,   -8.990663
 135.221897,   -9.261312
 135.992900,   -9.535449
 136.763903,   -9.813091
 137.534906,  -10.094255
 138.305909,  -10.378957
 139.076911,  -10.667215
