4.123503	1.014796
1.994017	1.068724
1.903658	1.072886
1.796733	1.077111
1.688301	1.081342
1.590417	1.093165
1.472956	1.108881
1.366036	1.120739
1.248577	1.140271
1.131119	1.159803
0.998605	1.187026
0.869105	1.218055
0.778762	1.248934
0.676371	1.279859
0.590546	1.310720
0.542369	1.337621
0.486667	1.372185
0.441509	1.410525
0.399363	1.448853
0.351200	1.498655
0.309068	1.559884
0.263932	1.636391
0.218811	1.735799
0.179713	1.835184
0.149652	1.934535
0.113596	2.083526
0.094067	2.167569
0.073053	2.285969
0.058059	2.396712
0.044582	2.526533
0.028100	2.667816
0.017635	2.797626
0.007172	2.931253
0.001204	3.026694
