0.113451	4.373582
0.122400	4.228511
0.131364	4.106340
0.140346	4.014704
0.152303	3.861988
0.177794	3.674869
0.198792	3.529752
0.227305	3.357889
0.251313	3.208944
0.294881	3.029390
0.342951	2.823102
0.379023	2.700828
0.412087	2.586199
0.455694	2.471530
0.502312	2.356849
0.547432	2.253624
0.589550	2.169495
0.649735	2.073846
0.703908	2.001121
0.770139	1.943617
0.849922	1.882244
0.935736	1.832299
1.039626	1.789918
1.155562	1.743674
1.283549	1.701201
1.396485	1.674053
1.512433	1.646893
1.610310	1.623619
1.714217	1.607955
1.833181	1.588418
1.995815	1.561079

