Range, Altitude
   0.000000,    0.000000
   1.189462,   10.668000
 433.314611, 10058.400000
2640.181284, 10058.400000
2842.584411,  457.200000
2884.399239, 4572.000000
3069.599239, 4572.000000
3140.706450,  457.200000
3140.706450,  457.200000
3147.349036,   15.240000
3148.392290,    0.000000
