V/VsTO, Thrust - Yawing Moment
   0.298139, 272079.486576
   0.301480, 271873.900739
   0.304821, 271668.314902
   0.308162, 271462.729065
   0.311503, 271257.143228
   0.314843, 271051.557391
   0.318184, 270845.971554
   0.321525, 270640.385717
   0.324866, 270434.799880
   0.328207, 270229.214043
   0.331548, 270023.674624
   0.334888, 269818.369787
   0.338229, 269613.064950
   0.341570, 269407.760113
   0.344911, 269202.455276
   0.348252, 268997.150439
   0.351592, 268791.845602
   0.354933, 268586.540765
   0.358274, 268381.235928
   0.361615, 268175.931091
   0.364956, 267970.626254
   0.368296, 267765.321417
   0.371637, 267560.016580
   0.374978, 267354.711743
   0.378319, 267149.406906
   0.381660, 266944.102069
   0.385000, 266738.797232
   0.388341, 266533.492395
   0.391682, 266328.187558
   0.395023, 266122.882721
   0.398364, 265917.577884
   0.401704, 265712.273047
   0.405045, 265506.968210
   0.408386, 265301.663373
   0.411727, 265096.358536
   0.415068, 264891.191888
   0.418408, 264686.235980
   0.421749, 264481.280072
   0.425090, 264276.324164
   0.428431, 264071.368256
   0.431772, 263866.412348
   0.435112, 263661.456440
   0.438453, 263456.500532
   0.441794, 263251.544623
   0.445135, 263046.588715
   0.448476, 262841.632807
   0.451817, 262636.676899
   0.455157, 262431.720991
   0.458498, 262226.765083
   0.461839, 262021.809175
   0.465180, 261816.853267
   0.468521, 261611.897358
   0.471861, 261406.941450
   0.475202, 261201.985542
   0.478543, 260997.029634
   0.481884, 260792.073726
   0.485225, 260587.117818
   0.488565, 260382.161910
   0.491906, 260177.206002
   0.495247, 259972.250093
   0.498588, 259767.558084
   0.501929, 259563.023139
   0.505269, 259358.488193
   0.508610, 259153.953247
   0.511951, 258949.418302
   0.515292, 258744.883356
   0.518633, 258540.348411
   0.521973, 258335.813465
   0.525314, 258131.278519
   0.528655, 257926.743574
   0.531996, 257722.208628
   0.535337, 257517.673682
   0.538677, 257313.138737
   0.542018, 257108.603791
   0.545359, 256904.068845
   0.548700, 256699.533900
   0.552041, 256494.998954
   0.555381, 256290.464009
   0.558722, 256085.929063
   0.562063, 255881.394117
   0.565404, 255676.859172
   0.568745, 255472.324226
   0.572085, 255267.789280
   0.575426, 255063.254335
   0.578767, 254858.719389
   0.582108, 254654.576430
   0.585449, 254450.498485
   0.588790, 254246.420541
   0.592130, 254042.342596
