Ground Roll distance, Load Factor
 342.412792,    1.053056
 350.627524,    1.047776
 407.634734,    1.011652
 418.916862,    1.004609
 430.159676,    0.997625
 441.363368,    0.990699
 452.528131,    0.983831
 453.268518,    0.983377
 453.835708,    0.983029
 454.311711,    0.982737
 454.553229,    0.982589
 454.704591,    0.982496
 454.828326,    0.982420
 454.876900,    0.982390
 454.906982,    0.982372
 454.922421,    0.982363
 454.928923,    0.982359
 454.935433,    0.982354
 455.000531,    0.982310
 455.651429,    0.981866
 462.152254,    0.977377
 506.467511,    0.943929
 550.492490,    0.905110
 592.068064,    0.862342
 608.392812,    0.843677
 619.952401,    0.829753
 631.549152,    0.815159
 666.440020,    0.767105
 699.941722,    0.714304
 730.840998,    0.658777
 759.107722,    0.601214
 784.793124,    0.542323
 807.975365,    0.482875
 828.753845,    0.423675
 847.243999,    0.365537
 863.571212,    0.309260
 867.103113,    0.296407
 869.220203,    0.288579
 871.732959,    0.279166
 874.021265,    0.270479
 887.026454,    0.218922
 888.747127,    0.211806
 889.520655,    0.208584
 890.331305,    0.205191
 898.065884,    0.171952
 907.748589,    0.127970
 908.085188,    0.126389
 908.434428,    0.124746
 911.800166,    0.108718
 919.596283,    0.070177
 925.774685,    0.038062
 926.939435,    0.031830
 927.073053,    0.031111
 927.192913,    0.030466
 928.322113,    0.024346
 931.673931,    0.005726
 932.141247,    0.003063
 932.349981,    0.001865
 932.494640,    0.001032
 932.591560,    0.000471
 932.648363,    0.000142
 932.671455,    0.000007
 932.672609,    0.000001
 932.672702,    0.000000
 932.672707,    0.000000
