Speed(TAS), Altitude
 132.972863,    0.000000
 133.613401,  328.083990
 134.258464,  656.167979
 134.908095,  984.251969
 135.562336, 1312.335958
 136.221230, 1640.419948
 136.884823, 1968.503937
 137.553156, 2296.587927
 138.226276, 2624.671916
 138.904228, 2952.755906
 139.587057, 3280.839895
 140.274810, 3608.923885
 140.967533, 3937.007874
 141.665275, 4265.091864
 142.368083, 4593.175853
 143.076006, 4921.259843
 143.789093, 5249.343832
 144.507393, 5577.427822
 145.230958, 5905.511811
 145.959837, 6233.595801
 146.694084, 6561.679790
 147.433749, 6889.763780
 148.178886, 7217.847769
 148.929548, 7545.931759
 149.685790, 7874.015748
 150.447665, 8202.099738
 151.215231, 8530.183727
 151.988542, 8858.267717
 152.767655, 9186.351706
 153.552629, 9514.435696
 154.343521, 9842.519685
 155.140390, 10170.603675
 155.943296, 10498.687664
 156.752300, 10826.771654
 157.567462, 11154.855643
 158.388845, 11482.939633
 159.216511, 11811.023622
 160.050523, 12139.107612
 160.890947, 12467.191601
 161.737848, 12795.275591
 162.591290, 13123.359580
 163.451341, 13451.443570
 164.318069, 13779.527559
 165.191542, 14107.611549
 166.071830, 14435.695538
 166.959002, 14763.779528
 167.853130, 15091.863517
 168.754286, 15419.947507
 169.662543, 15748.031496
 170.577975, 16076.115486
 171.500657, 16404.199475
 172.430664, 16732.283465
 173.368074, 17060.367454
 174.312964, 17388.451444
 175.265414, 17716.535433
 176.225503, 18044.619423
 177.193312, 18372.703412
 178.168923, 18700.787402
 179.152420, 19028.871391
 180.143886, 19356.955381
 181.143408, 19685.039370
 182.151071, 20013.123360
 183.166963, 20341.207349
 184.191173, 20669.291339
 185.223791, 20997.375328
 186.690185, 21325.459318
 188.584873, 21653.543307
 190.059215, 21981.627297
 191.958226, 22309.711286
 193.858524, 22637.795276
 195.760146, 22965.879265
 197.663129, 23293.963255
 199.567512, 23622.047244
 201.473332, 23950.131234
 203.380630, 24278.215223
 205.695690, 24606.299213
 207.604100, 24934.383202
 209.916412, 25262.467192
 212.226388, 25590.551181
 214.534037, 25918.635171
 216.839368, 26246.719160
 219.142389, 26574.803150
 221.443109, 26902.887139
 224.131795, 27230.971129
 226.814100, 27559.055118
 229.489997, 27887.139108
 232.159461, 28215.223097
 234.822464, 28543.307087
 237.478980, 28871.391076
 240.128980, 29199.475066
 243.148097, 29527.559055
 246.156374, 29855.643045
 249.525122, 30183.727034
 252.878575, 30511.811024
 256.216625, 30839.895013
 259.904023, 31167.979003
 263.571399, 31496.062992
 267.579049, 31824.146982
 271.561917, 32152.230971
 275.875786, 32480.314961
 280.513693, 32808.398950
 285.117129, 33136.482940
 290.034980, 33464.566929
 295.260058, 33792.650919
 300.440516, 34120.734908
 306.260450, 34448.818898
