Mach, Specific Range
   0.228934,    0.199781
   0.231613,    0.208732
   0.234293,    0.217608
   0.236973,    0.222070
   0.239652,    0.226862
   0.242332,    0.231289
   0.245011,    0.234417
   0.247691,    0.237734
   0.250370,    0.241255
   0.253050,    0.244196
   0.255730,    0.247005
   0.258409,    0.249973
   0.261089,    0.253110
   0.263768,    0.255717
   0.266448,    0.258100
   0.269128,    0.260609
   0.271807,    0.263252
   0.274487,    0.266006
   0.277166,    0.267746
   0.279846,    0.269507
   0.282525,    0.271363
   0.285205,    0.273319
   0.287885,    0.275378
   0.290564,    0.276774
   0.293244,    0.277845
   0.295923,    0.278979
   0.298603,    0.280178
   0.301282,    0.281445
   0.303962,    0.282780
   0.306642,    0.283750
   0.309321,    0.283987
   0.312001,    0.284064
   0.314680,    0.284060
   0.317360,    0.284095
   0.320039,    0.284170
   0.322719,    0.284287
   0.325399,    0.284444
   0.328078,    0.283603
   0.330758,    0.282547
   0.333437,    0.281513
   0.336117,    0.280501
   0.338796,    0.279512
   0.341476,    0.278544
   0.344156,    0.277598
   0.346835,    0.276678
   0.349515,    0.275781
   0.352194,    0.274323
   0.354874,    0.272411
   0.357553,    0.270520
   0.360233,    0.268650
   0.362913,    0.266800
   0.365592,    0.264969
   0.368272,    0.263158
   0.370951,    0.261367
   0.373631,    0.259594
   0.376311,    0.257840
   0.378990,    0.256104
   0.381670,    0.254360
   0.384349,    0.251942
   0.387029,    0.249390
   0.389708,    0.246869
   0.392388,    0.244379
   0.395068,    0.241920
   0.397747,    0.239490
   0.400427,    0.237089
   0.403106,    0.234717
   0.405786,    0.232374
   0.408465,    0.230058
   0.411145,    0.227771
   0.413825,    0.225510
   0.416504,    0.223241
   0.419184,    0.221000
   0.421863,    0.218786
   0.424543,    0.216457
   0.427222,    0.213704
   0.429902,    0.210994
   0.432582,    0.208326
   0.435261,    0.205699
   0.437941,    0.203113
   0.440620,    0.200567
   0.443300,    0.198061
   0.445979,    0.195593
   0.448659,    0.193158
   0.451339,    0.190734
   0.454018,    0.188347
   0.456698,    0.185997
   0.459377,    0.183684
   0.462057,    0.181406
   0.464736,    0.179164
   0.467416,    0.176956
   0.470096,    0.174781
   0.472775,    0.172640
   0.475455,    0.170532
   0.478134,    0.168455
   0.480814,    0.166410
   0.483494,    0.164315
   0.486173,    0.161910
   0.488853,    0.159549
   0.491532,    0.157233
   0.494212,    0.154961
