Ground distance, Load Factor
   0.000000,    0.000000
   0.000003,    0.000000
   0.000048,    0.000000
   0.000449,    0.000000
   0.002594,    0.000001
   0.010908,    0.000005
   0.025032,    0.000012
   0.044951,    0.000022
   0.070705,    0.000034
   0.102300,    0.000049
   0.139755,    0.000067
   0.183297,    0.000088
   0.232761,    0.000112
   0.288207,    0.000139
   0.350055,    0.000169
   0.418255,    0.000202
   0.492692,    0.000238
   0.572858,    0.000276
   0.660181,    0.000318
   0.753414,    0.000363
   0.852777,    0.000411
   0.959331,    0.000462
   1.073379,    0.000517
   1.194157,    0.000575
   1.323256,    0.000637
   1.458274,    0.000701
   1.600926,    0.000770
   1.751662,    0.000842
   1.907835,    0.000917
   2.072483,    0.000996
   2.244956,    0.001079
   2.422577,    0.001164
   2.611175,    0.001254
   2.807899,    0.001348
   3.017591,    0.001448
   3.233323,    0.001552
   3.458050,    0.001659
   3.688596,    0.001769
   3.927639,    0.001883
   4.177669,    0.002003
   4.438536,    0.002127
   4.708944,    0.002256
   4.986690,    0.002389
   5.274681,    0.002526
   5.573831,    0.002668
   5.885270,    0.002817
   6.204100,    0.002968
   6.535899,    0.003126
   6.880492,    0.003290
   7.232428,    0.003458
   7.599951,    0.003632
   7.979429,    0.003812
   8.366703,    0.003996
   8.767253,    0.004186
   9.178067,    0.004381
   9.595892,    0.004579
  10.032432,    0.004786
  10.479348,    0.004998
  10.939009,    0.005216
  11.033488,    0.005261
  11.090991,    0.005288
  11.127949,    0.005305
  11.149488,    0.005315
  11.168255,    0.005324
  11.185801,    0.005333
  11.203521,    0.005341
  11.217868,    0.005348
  11.229917,    0.005354
  11.231222,    0.005354
  11.232870,    0.005355
  11.234363,    0.005356
  11.242952,    0.005360
  11.283174,    0.005379
  11.397981,    0.005433
  11.704840,    0.005578
  12.162079,    0.005795
  12.670440,    0.006035
  13.189528,    0.006280
  13.725364,    0.006533
  14.272603,    0.006792
  14.838080,    0.007058
  15.412564,    0.007329
  15.998457,    0.007606
  16.603004,    0.007890
  17.219027,    0.008181
  17.853695,    0.008479
  18.504607,    0.008786
  19.167974,    0.009097
  19.847769,    0.009417
  20.544119,    0.009744
  21.259986,    0.010080
  21.984354,    0.010420
  22.727253,    0.010769
  23.486985,    0.011125
  24.267362,    0.011490
  25.057709,    0.011860
  25.870635,    0.012241
  26.695876,    0.012627
  27.545334,    0.013024
  28.406745,    0.013427
  29.285208,    0.013837
  30.181698,    0.014255
  31.094305,    0.014681
  32.032697,    0.015118
  32.986910,    0.015563
  33.956176,    0.016014
  34.946234,    0.016475
  35.955611,    0.016945
  36.983356,    0.017422
  38.023334,    0.017906
  39.093695,    0.018403
  40.178795,    0.018906
  41.288363,    0.019421
  42.412064,    0.019942
  43.558079,    0.020473
  44.729246,    0.021015
  44.964773,    0.021124
  45.117304,    0.021194
  45.590932,    0.021413
  45.596839,    0.021416
  45.598210,    0.021417
  45.599801,    0.021418
  45.613483,    0.021424
  45.685976,    0.021457
  46.040442,    0.021621
  47.126291,    0.022123
  48.360107,    0.022694
