Mach, Rate of Climb
   0.236390,    0.890575
   0.238043,    0.892397
   0.239696,    0.895958
   0.241348,    0.898064
   0.243001,    0.898635
   0.244654,    0.898472
   0.246306,    0.896096
   0.247959,    0.893275
   0.249611,    0.888298
   0.251264,    0.882714
   0.252917,    0.875216
   0.254569,    0.872073
   0.256222,    0.868237
   0.257875,    0.863768
   0.259527,    0.857395
   0.261180,    0.850644
   0.262832,    0.841652
   0.264485,    0.832535
   0.266138,    0.821067
   0.267790,    0.809206
   0.269443,    0.795723
   0.271095,    0.781042
   0.272748,    0.765726
   0.274401,    0.748156
   0.276053,    0.730328
   0.277706,    0.710683
   0.279359,    0.689855
   0.281011,    0.668725
   0.282664,    0.644897
   0.284316,    0.620664
   0.285969,    0.595646
   0.287622,    0.568257
   0.289274,    0.540476
   0.290927,    0.511728
   0.292580,    0.480699
   0.294232,    0.449235
   0.295885,    0.417013
   0.297537,    0.382217
   0.299190,    0.346940
   0.300843,    0.311182
   0.302495,    0.273873
   0.304148,    0.239384
   0.305801,    0.204423
   0.307453,    0.168065
   0.309106,    0.129687
   0.310758,    0.090792
   0.312411,    0.051378
   0.314064,    0.009752
   0.315716,   -0.033182
   0.317369,   -0.076679
   0.319022,   -0.120739
   0.320674,   -0.167252
   0.322327,   -0.214927
   0.323979,   -0.263211
   0.325632,   -0.312104
   0.327285,   -0.363046
   0.328937,   -0.415638
   0.330590,   -0.468884
   0.332242,   -0.522785
   0.333895,   -0.577619
   0.335548,   -0.635292
   0.337200,   -0.693665
   0.338853,   -0.752739
   0.340506,   -0.812516
   0.342158,   -0.873754
   0.343811,   -0.937406
   0.345463,   -1.001804
   0.347116,   -1.066952
   0.348769,   -1.132850
   0.350421,   -1.199835
   0.352074,   -1.266809
   0.353727,   -1.332681
   0.355379,   -1.399304
   0.357032,   -1.466680
   0.358684,   -1.534811
   0.360337,   -1.605029
   0.361990,   -1.677148
   0.363642,   -1.750065
   0.365295,   -1.823782
   0.366948,   -1.898303
   0.368600,   -1.973631
   0.370253,   -2.050916
   0.371905,   -2.130329
   0.373558,   -2.210589
   0.375211,   -2.291700
   0.376863,   -2.373664
   0.378516,   -2.456485
   0.380169,   -2.540166
   0.381821,   -2.626777
   0.383474,   -2.714661
   0.385126,   -2.803445
   0.386779,   -2.893133
   0.388432,   -2.983727
   0.390084,   -3.075232
   0.391737,   -3.167649
   0.393390,   -3.262393
   0.395042,   -3.359110
   0.396695,   -3.456781
   0.398347,   -3.555408
   0.400000,   -3.654995
