V (EAS), 
   0.000000,    1.000000
 227.271790,    1.593009
 447.383948,    2.167337
   0.000000,    1.000000
 447.383948,    2.167337
 559.229935,    1.648330
   0.000000,    1.000000
 559.229935,    1.648330
 559.229935,    0.351670
   0.000000,    1.000000
 559.229935,    0.351670
 447.383948,   -0.167337
   0.000000,    1.000000
 447.383948,   -0.167337
 447.383948,   -0.167337
 181.817432,    0.406991
   0.000000,    1.000000
