Ground Distance, Angular Velocity
   0.000000,    0.000000
   6.087701,    0.000000
  24.231001,    0.000000
  54.248970,    0.000000
  95.959182,    0.000000
 149.177878,    0.000000
 213.720117,    0.000000
 289.399935,    0.000000
 376.030524,    0.000000
 473.424389,    0.000000
 581.393488,    0.000000
 699.749443,    0.000000
 828.303762,    0.000000
 966.868134,    0.000000
1115.254802,    0.000000
1273.276817,    0.000000
1440.748392,    0.000000
1617.484919,    0.000000
1803.303043,    0.000000
1892.083060,    0.000000
2090.868905,    3.435070
2220.079878,    3.106794
2346.802302,    0.000000
2454.703744,    0.000000
2675.528204,    0.000000
2900.445616,    0.000000
2953.176401,    0.000000
3176.770087,    0.000000
3404.083343,   -3.180000
3631.394627,   -1.190000
3858.704235,   -0.380000
4086.012619,   -0.100000
4313.320484,   -0.020000
4540.629240,    0.020000
4767.938186,    0.000000
4995.247348,    0.020000
5222.556800,    0.020000
5449.866603,    0.020000
5677.176808,    0.020000
5680.656626,    0.000000
5817.281455,   -0.066550
6044.591313,    0.000000
6271.901335,    0.020000
6499.211719,    0.000000
6726.522471,    0.020000
6953.833673,    0.028149
7181.145351,    0.031851
7408.457537,    0.020000
7635.770210,    0.020000
7726.940060,    0.000000
7954.251704,   -1.720000
8181.561313,   -0.430000
8408.869504,   -0.040000
8636.177887,    0.060000
8863.488136,    1.850756
9090.800330,    0.489244
9318.113846,    0.140000
9545.428368,    0.060000
9772.743556,    0.020000
10000.059062,    0.020000
10227.375116,    0.020000
10454.691042,    0.000000
10682.007296,    0.020000
10909.323618,    0.020000
11136.639900,    0.000000
11363.956690,    0.020000
11591.273174,    0.000000
11818.590226,    0.020000
12045.907113,    0.020000
12273.224176,    0.000000
12500.541489,    0.020000
12727.858700,    0.000000
12955.176467,    0.020000
13182.493866,    0.000000
13409.811817,    0.020000
13637.129771,    0.020000
13864.447781,    0.000000
14091.766163,    0.020000
14319.084256,    0.000000
14546.402963,    0.020000
14773.721460,    0.000000
15001.040398,    0.020000
15228.359434,    0.020000
15455.678446,    0.000000
15682.997953,    0.020000
15910.317191,    0.000000
16137.637044,    0.020000
16364.956728,    0.000000
16592.276717,    0.020000
16819.596873,    0.020000
17046.916915,    0.000000
17274.237518,    0.020000
17501.557924,    0.000000
17728.878945,    0.020000
17956.199851,    0.020000
18183.520987,    0.000000
18410.842405,    0.020000
18638.163736,    0.000000
18865.485701,    0.020000
19092.807445,    0.000000
19320.129787,    0.020000
19547.452103,    0.020000
19774.774611,    0.000000
20002.097497,    0.020000
20229.420206,    0.000000
20456.743467,    0.020000
20684.066171,    0.000000
20911.389304,    0.020000
21138.712198,    0.020000
21366.035123,    0.000000
21593.358266,    0.020000
21820.681090,    0.000000
22048.004410,    0.020000
22275.327294,    0.000000
22502.650599,    0.020000
22729.973773,    0.020000
22957.296959,    0.000000
23184.620453,    0.020000
23411.943550,    0.000000
23639.267182,    0.020000
23866.590449,    0.000000
24093.914131,    0.020000
24321.237757,    0.020000
24548.561344,    0.000000
24775.885295,    0.020000
25003.208881,    0.000000
25230.533005,    0.020000
25457.856749,    0.000000
25685.180903,    0.020000
25912.505064,    0.000000
26139.830813,    0.020000
26246.719160,    0.000000
