Time, Fuel used
   0.000000,    0.000000
   0.500000,    0.157641
   1.000000,    0.315303
   1.500000,    0.472983
   2.000000,    0.630693
   2.500000,    0.788418
   3.000000,    0.946165
   3.500000,    1.103943
   4.000000,    1.261738
   4.500000,    1.419554
   5.000000,    1.577396
   5.500000,    1.735262
   6.000000,    1.893149
   6.500000,    2.051057
   7.000000,    2.208991
   7.500000,    2.366949
   8.000000,    2.524930
   8.500000,    2.682933
   9.000000,    2.840959
   9.500000,    2.999010
  10.000000,    3.157086
  10.500000,    3.315189
  11.000000,    3.473316
  11.500000,    3.631458
  12.000000,    3.789634
  12.500000,    3.947831
  13.000000,    4.106049
  13.500000,    4.264292
  14.000000,    4.422556
  14.500000,    4.580846
  15.000000,    4.739158
  15.500000,    4.897495
  16.000000,    5.055853
  16.500000,    5.214239
  17.000000,    5.372644
  17.500000,    5.531077
  18.000000,    5.689528
  18.500000,    5.848007
  19.000000,    6.006505
  19.500000,    6.165031
  20.000000,    6.323575
  20.500000,    6.482149
  21.000000,    6.640740
  21.500000,    6.799359
  22.000000,    6.957997
  22.500000,    7.116663
  23.000000,    7.275347
  23.500000,    7.434059
  24.000000,    7.592789
  24.500000,    7.751547
  25.000000,    7.910322
  25.500000,    8.069125
  26.000000,    8.227946
  26.500000,    8.386794
  27.000000,    8.545659
  27.500000,    8.704552
  28.000000,    8.863461
  28.500000,    9.022398
  29.000000,    9.181351
  29.500000,    9.340334
  30.000000,    9.499330
  30.500000,    9.658357
  31.000000,    9.817397
  31.500000,    9.976467
  32.000000,   10.135550
  32.500000,   10.294664
  33.000000,   10.453792
  33.500000,   10.612950
  34.000000,   10.772122
  34.500000,   10.931323
  35.000000,   11.090539
  35.500000,   11.249783
  36.000000,   11.409041
  36.500000,   11.568334
  37.000000,   11.727634
  37.500000,   11.886973
  38.000000,   12.046317
  38.500000,   12.205700
  39.000000,   12.365088
  39.500000,   12.524514
  40.000000,   12.683946
  40.500000,   12.843416
  41.000000,   13.002891
  41.500000,   13.162405
  42.000000,   13.321929
  42.500000,   13.481486
  43.000000,   13.641053
  43.500000,   13.800654
  44.000000,   13.960264
  44.500000,   14.119906
  45.000000,   14.279566
  45.500000,   14.439248
  46.000000,   14.598952
  46.500000,   14.758674
  47.000000,   14.918424
  47.500000,   15.078188
  48.000000,   15.237981
  48.500000,   15.397788
  49.000000,   15.557622
  49.500000,   15.717470
  50.000000,   15.877353
  50.500000,   16.037242
  51.000000,   16.197166
  51.500000,   16.357097
  52.000000,   16.517065
  52.500000,   16.677038
  53.000000,   16.837047
  53.500000,   16.997061
  54.000000,   17.157115
  54.500000,   17.317169
  55.000000,   17.477264
  55.500000,   17.637362
  56.000000,   17.797498
  56.500000,   17.957636
  57.000000,   18.117813
  57.500000,   18.277999
  58.000000,   18.438216
  58.500000,   18.598442
  59.000000,   18.758701
  59.500000,   18.918972
  60.000000,   19.079272
  60.500000,   19.239585
  61.000000,   19.399927
  61.500000,   19.560282
  62.000000,   19.720665
  62.500000,   19.881068
  63.000000,   20.041492
  63.500000,   20.201935
  64.000000,   20.362400
  64.500000,   20.522888
  65.000000,   20.683394
  65.500000,   20.843923
  66.000000,   21.004470
  66.500000,   21.165040
  67.000000,   21.325628
  67.500000,   21.486244
  68.000000,   21.646871
  68.500000,   21.807531
  69.000000,   21.968198
  69.500000,   22.128901
  70.000000,   22.289609
  70.500000,   22.450352
  71.000000,   22.611102
  71.500000,   22.771890
  72.000000,   22.932680
  72.500000,   23.093509
  73.000000,   23.254342
  73.500000,   23.415211
  74.000000,   23.576085
  74.500000,   23.736996
  75.000000,   23.897910
  75.500000,   24.058862
  76.000000,   24.219817
  76.500000,   24.380807
  77.000000,   24.541806
  77.500000,   24.702835
  78.000000,   24.863874
  78.500000,   25.024943
  79.000000,   25.186022
  79.500000,   25.347130
  80.000000,   25.508253
  80.500000,   25.669399
  81.000000,   25.830563
  81.500000,   25.991745
  82.000000,   26.152956
  82.500000,   26.314174
  83.000000,   26.475426
  83.500000,   26.636683
  84.000000,   26.797976
  84.500000,   26.959275
  85.000000,   27.120607
  85.500000,   27.281945
  86.000000,   27.443316
  86.500000,   27.604693
  87.000000,   27.766103
  87.500000,   27.927524
  88.000000,   28.088970
  88.500000,   28.250436
  89.000000,   28.411918
  89.500000,   28.573423
  90.000000,   28.734945
