Ground Roll Distance, Acceleration
1082.832036, -4775.781175
1106.800277, -4768.955857
1270.110435, -4723.041946
1302.510253, -4714.055112
1334.823214, -4705.132565
1367.049552, -4696.273874
1399.189498, -4687.478607
1400.473302, -4687.128110
1403.040497, -4686.427417
1404.067221, -4686.147253
1404.503194, -4686.028300
1405.375092, -4685.790430
1405.447329, -4685.770724
1405.509101, -4685.753872
1405.543006, -4685.744623
1405.560146, -4685.739947
1405.566797, -4685.738133
1405.570893, -4685.737016
1405.573567, -4685.736286
1405.574361, -28423.428055
1405.575173, -28423.458965
1405.583292, -28423.768071
1405.664479, -28426.859291
1406.476231, -28457.787278
1414.581379, -28768.651111
1494.351293, -32040.341845
1592.710502, -36682.813067
1683.605589, -41709.109827
1766.011091, -47035.830671
1840.093214, -52615.078663
1906.164398, -58393.267559
1964.609302, -64310.550452
1985.793746, -66684.440324
1999.124324, -68250.517664
2012.663321, -69903.223371
2025.131301, -71416.508793
2036.256996, -72811.799245
2056.652454, -75491.460098
2069.402173, -77254.642181
2075.083503, -78062.971679
2080.534093, -78844.613981
2116.221658, -84362.952922
2124.200113, -85707.566099
2134.140209, -87451.363636
2136.894178, -87928.652766
2139.706209, -88409.834352
2165.193827, -93089.406609
2187.781639, -97922.291822
2191.763119, -98881.648385
2195.989727, -99953.528204
2196.731233, -100148.303641
2197.066946, -100238.693307
2197.446910, -100351.083922
2201.037210, -101454.850437
2212.265813, -105831.170032
2214.081235, -106926.194559
2214.773309, -107469.823097
2215.230538, -107931.042079
2215.521706, -108341.350240
2215.693408, -108782.550546
2215.706242, -108857.913178
2215.713613, -108929.740140
2215.715475, -108965.811435
2215.716013, -108989.241103
2215.716082, -109001.063354
