Ground Roll distance, Load Factor
 331.646776,    0.724876
 339.078318,    0.722024
 389.865521,    0.702687
 399.940509,    0.698883
 409.988191,    0.695100
 420.008643,    0.691338
 430.001942,    0.687596
 431.997350,    0.686850
 432.006798,    0.686847
 432.009893,    0.686845
 432.011097,    0.686845
 432.011551,    0.686845
 432.011906,    0.686844
 432.012226,    0.686844
 432.015425,    0.686839
 432.047416,    0.686792
 432.367271,    0.686319
 435.559737,    0.681569
 466.849179,    0.631943
 497.981317,    0.576409
 526.433221,    0.519373
 552.133144,    0.461814
 575.157408,    0.404566
 595.619655,    0.348448
 613.654700,    0.294247
 619.384226,    0.275985
 623.380218,    0.262927
 627.509632,    0.249143
 628.398225,    0.246138
 629.209181,    0.243383
 637.064106,    0.216098
 642.020120,    0.198295
 645.711843,    0.184722
 646.479303,    0.181866
 647.335126,    0.178667
 655.468661,    0.147473
 658.991159,    0.133498
 662.046974,    0.121132
 664.390854,    0.111488
 664.732294,    0.110071
 665.063764,    0.108693
 668.262832,    0.095251
 676.417265,    0.059759
 682.763490,    0.030760
 683.119573,    0.029092
 683.371226,    0.027910
 683.475865,    0.027418
 683.574717,    0.026953
 684.516570,    0.022499
 688.008079,    0.005603
 688.591430,    0.002707
 688.820354,    0.001561
 688.970607,    0.000806
 689.065993,    0.000325
 689.122864,    0.000037
 689.126917,    0.000016
 689.129323,    0.000004
 689.129924,    0.000001
 689.130043,    0.000000
 689.130053,    0.000000
