Time, Mach number
   0.000000,    0.000001
   0.100000,    0.000822
   0.200000,    0.001640
   0.300000,    0.002458
   0.400000,    0.003276
   0.500000,    0.004093
   0.600000,    0.004911
   0.700000,    0.005728
   0.800000,    0.006546
   0.900000,    0.007364
   1.000000,    0.008181
   1.100000,    0.008999
   1.200000,    0.009809
   1.300000,    0.010618
   1.400000,    0.011427
   1.500000,    0.012236
   1.600000,    0.013045
   1.700000,    0.013855
   1.800000,    0.014664
   1.900000,    0.015473
   2.000000,    0.016282
   2.100000,    0.017091
   2.200000,    0.017893
   2.300000,    0.018693
   2.400000,    0.019493
   2.500000,    0.020294
   2.600000,    0.021094
   2.700000,    0.021895
   2.800000,    0.022695
   2.900000,    0.023496
   3.000000,    0.024296
   3.100000,    0.025097
   3.200000,    0.025889
   3.300000,    0.026681
   3.400000,    0.027472
   3.500000,    0.028264
   3.600000,    0.029055
   3.700000,    0.029847
   3.800000,    0.030638
   3.900000,    0.031429
   4.000000,    0.032221
   4.100000,    0.033012
   4.200000,    0.033796
   4.300000,    0.034578
   4.400000,    0.035360
   4.500000,    0.036143
   4.600000,    0.036925
   4.700000,    0.037707
   4.800000,    0.038490
   4.900000,    0.039272
   5.000000,    0.040054
   5.100000,    0.040836
   5.200000,    0.041610
   5.300000,    0.042383
   5.400000,    0.043156
   5.500000,    0.043929
   5.600000,    0.044702
   5.700000,    0.045475
   5.800000,    0.046248
   5.900000,    0.047021
   6.000000,    0.047793
   6.100000,    0.048566
   6.200000,    0.049330
   6.300000,    0.050092
   6.400000,    0.050854
   6.500000,    0.051616
   6.600000,    0.052378
   6.700000,    0.053140
   6.800000,    0.053902
   6.900000,    0.054664
   7.000000,    0.055426
   7.100000,    0.056189
   7.200000,    0.056939
   7.300000,    0.057688
   7.400000,    0.058437
   7.500000,    0.059186
   7.600000,    0.059935
   7.700000,    0.060683
   7.800000,    0.061432
   7.900000,    0.062181
   8.000000,    0.062930
   8.100000,    0.063679
   8.200000,    0.064416
   8.300000,    0.065152
   8.400000,    0.065887
   8.500000,    0.066623
   8.600000,    0.067359
   8.700000,    0.068094
   8.800000,    0.068830
   8.900000,    0.069566
   9.000000,    0.070301
   9.100000,    0.071037
   9.200000,    0.071761
   9.300000,    0.072483
   9.400000,    0.073205
   9.500000,    0.073927
   9.600000,    0.074650
   9.700000,    0.075372
   9.800000,    0.076094
   9.900000,    0.076816
  10.000000,    0.077539
  10.100000,    0.078261
  10.200000,    0.078971
  10.300000,    0.079680
  10.400000,    0.080389
  10.500000,    0.081098
  10.600000,    0.081807
  10.700000,    0.082516
  10.800000,    0.083225
  10.900000,    0.083934
  11.000000,    0.084642
  11.100000,    0.085351
  11.200000,    0.086048
  11.300000,    0.086744
  11.400000,    0.087439
  11.500000,    0.088135
  11.600000,    0.088830
  11.700000,    0.089526
  11.800000,    0.090221
  11.900000,    0.090917
  12.000000,    0.091612
  12.100000,    0.092308
  12.200000,    0.092991
  12.300000,    0.093673
  12.400000,    0.094356
  12.500000,    0.095038
  12.600000,    0.095720
  12.700000,    0.096402
  12.800000,    0.097084
  12.900000,    0.097766
  13.000000,    0.098448
  13.100000,    0.099130
  13.200000,    0.099799
  13.300000,    0.100466
  13.400000,    0.101133
  13.500000,    0.101800
  13.600000,    0.102467
  13.700000,    0.103135
  13.800000,    0.103802
  13.900000,    0.104469
  14.000000,    0.105136
  14.100000,    0.105803
  14.200000,    0.106455
  14.300000,    0.107105
  14.400000,    0.107754
  14.500000,    0.108404
  14.600000,    0.109054
  14.700000,    0.109704
  14.800000,    0.110354
  14.900000,    0.111004
  15.000000,    0.111654
  15.100000,    0.112303
  15.200000,    0.112938
  15.300000,    0.113571
  15.400000,    0.114204
  15.500000,    0.114836
  15.600000,    0.115469
  15.700000,    0.116102
  15.800000,    0.116735
  15.900000,    0.117368
  16.000000,    0.118000
  16.100000,    0.118633
  16.200000,    0.119251
  16.300000,    0.119867
  16.400000,    0.120483
  16.500000,    0.121099
  16.600000,    0.121715
  16.700000,    0.122331
  16.800000,    0.122947
  16.900000,    0.123562
  17.000000,    0.124178
  17.100000,    0.124794
  17.200000,    0.125396
  17.300000,    0.125995
  17.400000,    0.126594
  17.500000,    0.127194
  17.600000,    0.127793
  17.700000,    0.128392
  17.800000,    0.128992
  17.900000,    0.129591
  18.000000,    0.130190
  18.100000,    0.130790
  18.200000,    0.131374
  18.300000,    0.131957
  18.400000,    0.132540
  18.500000,    0.133123
  18.600000,    0.133707
  18.700000,    0.134290
