Time, Mach number
  18.800000,    0.134873
  18.900000,    0.135456
  19.000000,    0.136039
  19.100000,    0.136622
  19.200000,    0.137190
  19.300000,    0.137757
  19.400000,    0.138324
  19.500000,    0.138891
  19.600000,    0.139458
  19.700000,    0.140025
  19.800000,    0.140592
  19.900000,    0.141159
  20.000000,    0.141726
  20.100000,    0.142293
  20.200000,    0.142846
  20.300000,    0.143397
  20.400000,    0.143948
  20.500000,    0.144499
  20.600000,    0.145050
  20.700000,    0.145602
  20.800000,    0.146153
  20.900000,    0.146704
  21.000000,    0.147255
  21.100000,    0.147806
  21.200000,    0.148344
  21.300000,    0.148879
  21.400000,    0.149415
  21.500000,    0.149951
  21.600000,    0.150486
  21.700000,    0.151022
  21.800000,    0.151558
  21.900000,    0.152093
  22.000000,    0.152629
  22.100000,    0.153165
  22.200000,    0.153687
  22.300000,    0.154208
  22.400000,    0.154728
  22.500000,    0.155249
  22.600000,    0.155770
  22.700000,    0.156290
  22.800000,    0.156811
  22.900000,    0.157332
  23.000000,    0.157852
  23.100000,    0.158373
  23.200000,    0.158880
  23.300000,    0.159386
  23.400000,    0.159892
  23.500000,    0.160398
  23.600000,    0.160904
  23.700000,    0.161410
  23.800000,    0.161916
  23.900000,    0.162422
  24.000000,    0.162927
  24.100000,    0.163433
  24.200000,    0.163930
  24.300000,    0.164425
  24.400000,    0.164921
  24.500000,    0.165416
  24.541539,    0.165622
  24.641539,    0.166111
  24.741539,    0.166599
  24.841539,    0.167087
  24.941539,    0.167576
  25.041539,    0.168064
  25.141539,    0.168547
  25.241539,    0.169017
  25.341539,    0.169488
  25.441539,    0.169959
  25.541539,    0.170429
  25.641539,    0.170900
  25.741539,    0.171371
  25.841539,    0.171841
  25.941539,    0.172312
  26.041539,    0.172782
  26.141539,    0.173245
  26.241539,    0.173689
  26.341539,    0.174133
  26.441539,    0.174577
  26.541539,    0.175021
  26.641539,    0.175465
  26.741539,    0.175909
  26.841539,    0.176353
  26.941539,    0.176797
  27.041539,    0.177241
  27.141539,    0.177676
  27.241539,    0.178090
  27.341539,    0.178504
  27.441539,    0.178918
  27.541539,    0.179332
  27.641539,    0.179746
  27.741539,    0.180160
  27.841539,    0.180573
  27.941539,    0.180987
  28.041539,    0.181401
  28.111100,    0.181689
  28.211100,    0.181918
  28.311100,    0.182147
  28.411100,    0.182376
  28.511100,    0.182605
  28.611100,    0.182834
  28.711100,    0.183063
  28.811100,    0.183292
  28.911100,    0.183520
  29.011100,    0.183749
  29.111100,    0.183978
  29.211100,    0.184072
  29.311100,    0.184165
  29.411100,    0.184259
  29.511100,    0.184352
  29.611100,    0.184446
  29.711100,    0.184473
  29.811100,    0.184500
  29.911100,    0.184528
  30.011100,    0.184555
  30.111100,    0.184583
  30.211100,    0.184526
  30.311100,    0.184469
  30.411100,    0.184412
  30.511100,    0.184355
  30.611100,    0.184299
  30.711100,    0.184242
  30.811100,    0.184185
  30.911100,    0.184128
