Ground Roll Distance, Horizontal Forces
1082.798443, -635.237227
1106.763974, -633.454739
1270.051933, -621.310813
1302.447228, -618.901654
1334.755639, -616.498967
1366.977399, -614.102722
1399.112742, -611.712890
1400.396361, -611.617430
1402.963187, -611.426540
1403.989762, -611.350195
1404.425597, -611.317783
1405.297219, -611.252962
1405.369423, -611.247593
1405.431155, -611.243002
1405.465034, -611.240482
1405.482158, -611.239209
1405.488803, -611.238714
1405.492894, -611.238410
1405.494988, -611.238254
1405.496043, -611.238151
1405.497061, -611.237843
1405.507247, -611.234765
1405.609101, -611.203978
1406.627445, -610.895907
1416.791376, -607.795083
1516.391469, -574.685906
1613.705880, -536.697244
1702.675288, -495.717243
1783.156030, -451.961363
1855.375250, -405.584354
1919.665827, -356.748546
1976.424178, -305.615924
1991.589797, -290.324321
2003.621369, -277.611955
2011.118942, -269.408711
2012.767135, -267.574926
2014.618965, -265.501325
2032.744639, -244.426528
2057.666065, -212.846263
2072.742591, -192.009546
2076.432436, -188.497788
2079.748226, -185.997680
2110.940943, -160.192888
2119.877971, -151.885190
2126.165527, -145.738925
2133.773788, -137.925645
2134.960331, -136.666716
2136.072708, -135.476114
2146.801142, -123.435850
2173.111632,  -88.159449
2193.724865,  -50.161859
2195.252408,  -46.661186
2196.193142,  -44.433542
2196.554359,  -43.562590
2196.917674,  -42.677402
2200.359179,  -33.776171
2211.646717,    8.397289
2213.508850,   21.194598
2214.209515,   27.947747
2214.672484,   33.973673
2214.968367,   39.612666
2215.126044,   44.898666
2215.150988,   46.493046
2215.163149,   47.731044
2215.167470,   48.483939
2215.169244,   49.081798
2215.169588,   49.392554
2215.169612,   49.507425
